SampleID	Kingdom	Phylum	Class	Order	Family	Genus	Species
23E38_Y64	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y55	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y53	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G41_Y106	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y230	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G22_Y105	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y184	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y79	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23G22_Y69	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23E38_Y34_2	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y74	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G22_Y38	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Unassigned
23G22_Y75	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G22_Y24	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G22_Y14	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G22_Y128	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23E38_Y97	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G22_Y4	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned
23E38_Y44	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y26	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G22_Y55	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G22_Y106	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G22_Y73	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G22_Y47	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23E38_Y67	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G22_Y59	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G22_Y16	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23G22_X8	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudescherichia	Unassigned
23E38_Y90	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y134	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G22_Y61	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y19	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y83	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23E38_Y69	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y60	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G22_Y130	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G22_X16	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Unassigned
23G41_Y189	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y16	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Unassigned
23G41_Y138	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y122	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G22_Y63	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G22_Y56	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23E38_Y96	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y62	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23E38_Y48	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y105	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y138	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y88	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y40	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y123	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y116	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_X20	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Unassigned
23G41_Y123	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y104	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y94	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned
23G41_Y102	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y212	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23E38_Y85	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y88	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y93	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y130	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_X19	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_X32	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned
23G22_Y76	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G22_Y67	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G41_Y211	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23G22_Y125	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G41_Y113	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y27	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Unassigned
23G22_Y121	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23E38_Y61	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23G41_Y49	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y14	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y68	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	Unassigned
23G41_Y140	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G22_Y129	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23G41_Y224	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned
23G41_Y169	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y232	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23G22_Y131	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23G41_Y119	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y89	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y70	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G41_Y43	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y64	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G22_Y49	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G41_Y1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y72	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y107	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y48	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y178	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y126	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G41_Y165	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y46	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y188	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y166	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y58	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y111	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y110	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y215	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23G41_Y122	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y6	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned
23G22_Y136	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y183	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G22_Y51	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G41_Y65	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G22_Y88	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G41_Y173	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y218	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23G41_Y125	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_X2	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y25	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Unassigned
23G41_Y179	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y196	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23G41_Y17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y205	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23G41_Y34	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y127	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Unassigned
23G41_Y139	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y197	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23G41_Y135	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y163	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y76	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Unassigned
23G41_Y115	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y58	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23G41_Y109	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y126	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y89	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y186	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y216	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23G22_Y54	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G41_Y10	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y103	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y213	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23G22_Y72	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G41_Y2	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned
23G41_Y67	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y230	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23E38_Y70	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y221	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Unassigned
23G41_Y112	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y22	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y220	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23G41_X18	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y59	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned
23G41_Y209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23G41_Y32	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y172	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y153	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y132	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y117	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G70_Y10	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23G41_Y180	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y222	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23G41_Y100	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y164	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y18	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y55	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y227	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	Unassigned
23G41_Y120	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y176	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_X22	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y35	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y7	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Unassigned
23G41_Y26	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	Unassigned
23G41_Y37	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y25	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G41_Y57	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y15	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y121	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y101	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y95	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y87	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y114	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y86	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y20	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Unassigned
23G41_Y177	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y66	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Unassigned
23G70_Y13	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Unassigned
23G70_Y58	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G41_Y39	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y214	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23G41_Y167	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y29	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y133	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G70_Y45	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G41_Y52	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y71	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G70_Y63	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23G41_Y82	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y226	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23G70_Y94	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	Unassigned
23G70_Y77	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23G70_Y95	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G41_Y61	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y23	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y231	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudescherichia	Unassigned
23G41_Y134	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y131	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G70_Y61	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23G22_Y52	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G41_Y21	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23H04_Y18	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y93	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y30	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Unassigned
23G41_Y5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Unassigned
23G41_Y9	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Unassigned
23G41_Y72	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_Y200	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Unassigned
23H04_X28	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G41_X3	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y45	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y146	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G41_Y181	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G70_Y96	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23G41_Y185	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23H04_X27	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G70_Y33	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Unassigned
23H04_Y26	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	Unassigned
23G41_Y54	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unassigned
