#OTU ID	D06	G22	G29	G31	G43	H03	H05	I02	I04	I06	I14	M08	M20	P02	P14	P23	X02	Y07	Y09	Y19	Z10	B02	B08	B09	B13	B15	B19	B23	B25	A12	A20	A22	A24	C04	C14	E04	E06	E07	G27	G37	G39	K15	K27	M02	M14	P27	X04	Z06	Z07	OA11r1	OA13r1	OA7r2	OA9r1	OB03r2	OB05r2	OB18r1	OB24r1	OM15r2	OM17r2	OM21r1	OG24B2A
Sg_M15_29	101	54	362	1194	310	42	1825	356	1513	1926	2850	686	421	183	11	314	273	951	201	271	163	660	4042	21	698	2310	430	72	606	141	660	326	1456	1470	385	1557	1384	6903	789	3125	1064	296	470	65	3895	1908	1560	2623	159	311	361	88	502	54	478	60	3	166	598	543	277
Sg_M17_3	135	13143	361	635	47	36	206525	34594	37569	250	2	290	332	1485	278	4931	167	371	58	181	708	289	12469	444	295	142	986	258	32	307	957	5	2279	228	224	6	397	41	199	9885	232	526	323	386	22	279	157	97	25457	217	15356	8498	402	389	256	2832	67	423	406	1485	89
Sg_M17_33	657	4333	18085	86	103	3436	5393	14334	6630	677	68	72	262	217	12688	6675	73	6464	11	20	2520	6287	7963	1033	38	249	1618	9	717	371	380	12	11347	170	66	34	4259	1638	26	2612	19	274	67	19	55	1184	35	251	840	109	2308	3369	10	30	17	830	12	85	48	1321	24
Sg_M21_45	59	73	108	1044	89	117	5524	291	248	549	22	400	174	131	263	284	48	205	21	364	505	453	5664	518	354	432	843	727	74	579	454	64	354	572	960	85	27147	215	841	674	578	710	832	2113	1123	627	845	699	727	37494	979	459	763	1005	709	980	321	727	986	557	964
Sg_OA11r1_10	4039	1420	3138	13174	2133	224	3110	8951	493	2971	558	1210	5266	521	1471	494	4417	1839	80	2719	1436	23515	754	1190	1806	1110	2956	6285	1384	27180	8853	816	11855	2073	1428	381	1540	768	2079	5084	8749	2462	1659	1840	746	1895	7640	881	3874	121915	1175	2040	1455	2539	1472	3214	1354	1705	1862	2057	1340
Sg_OA11r1_12	4548	5022	6387	4382	1419	7	287	20754	24	9	226	34	5487	137	3039	356	8026	260	43	21	1017	25287	92	674	185	70	13370	1082	5767	41205	9567	11	13892	321	201	21	668	111	19520	4306	35462	95	128	0	105	206	146527	461	3506	62529	350	2141	138	1460	71	8659	212	0	99	4052	5
Sg_OA11r1_9	2	26	15	1150	9	27	1224	53	20	190	18	2095	133	677	125	82	28	160	79	123	1935	5912	169	163	18913	138	216	286	19	20432	216	138	2424	4576	3309	110	5379	1485	128	74	80	1719	6497	617	352	4428	110	1310	186	21385	276	123	403	379	286	279	105	376	539	180	172
Sg_OA13r1_14	15	50	24	883	233	4571	220	290	1532	19	0	83	33	1759	10	27	9	297	1482	9	12	2643	4723	6596	1784	1944	11420	1	1	184	236	0	327	5653	98	3	951	52	1451	324	13190	1722	73	54	32	212	964	24	8712	734	23954	684	8	439	12	942	3	38220	2521	4475	8606
Sg_OA13r1_52	19	48	64	503	166	288	268	131	304	418	68	242	67	101	250	204	19	570	47	548	246	388	232	226	323	487	448	433	74	2060	3966	384	469	362	2695	198	3560	190	466	11516	343	503	1023	639	581	1287	617	338	3528	4074	25816	1297	756	513	620	375	528	180	490	20389	937
Sg_OA7r2_37	499	23	46	590	126	642	318	742	35	189	9	47	35	84	17	1095	10	65	26	47	810	226	188	1411	130	70	237	128	7	158	3669	18	3089	692	133	11	207	132	2198	17534	15545	231	224	510	1135	2601	435	226	436	575	11751	19565	674	583	985	1271	18	887	901	996	221112
Sg_OA7r2_38	1784	1492	1460	5764	2492	622	6286	2584	1456	4901	249	2857	1949	2345	1641	2043	1414	1967	304	1835	6603	1481	17356	3335	2349	2234	3973	2219	2072	3118	2743	2456	1797	2582	3226	1467	3220	755	5181	2123	2876	3720	6138	3615	2054	10372	19453	2590	3667	3997	3696	135552	3188	3765	2335	4468	2327	3210	3500	2094	4364
Sg_OA7r2_4	881	19575	23	147	73	2	23	166	1	3	91	35	18	7	3	0	2993	36	1	1	55	64	8	3	5	4	7641	5	10	1776	13101	5	18625	60	5	1	80	33	20	76	337	12	19	0	406	20	39	186	119191	1221	7	38004	1	31	2	33892	1	0	7	500	18
Sg_OB03r2_1	53	7	1	170	1	18	12	4	1	450	3	3	1	1	9	14	6	2050	0	19444	2	180	185	3	0	5	17	14	33	95076	4	3	15	9019	32	3	7	2	103	63	1	613	2248	9330	17208	70	32	2797	24	648	894	5	38894	22629	1	152	17	1	62595	10	3
Sg_OB03r2_39	18	10	29	415	131	104	93	52	14	1434	106	274	640	87	179	261	27	306	42	1758	103	3555	594	899	7118	1917	1912	4208	150	4035	126	541	421	4196	4751	247	1146	191	581	173	861	2621	10478	8679	483	2294	1341	464	726	3465	534	697	7815	13079	5516	2619	1426	7783	6170	2222	1531
Sg_OB03r2_6	4	21	2935	157	16493	915	64	307	10	21	9149	60	81583	8	74	50	37	6062	69	4005	17	119	59	181	579	30	131	1089	50	597	34	376	57513	967	77	134503	33	47	1843	36	62	432	48	607	101	11658	8064	883	165	101	62	80	54506	81237	546	156	4023	379	148	5893	1074
Sg_OB05r2_32	14	1941	4342	3749	530	1568	105	36	90	187057	9666	70199	2811	105	188393	363	109	996	106	85702	2876	23	109	300	366	8583	214	46	320	609	30	4268	28	193	553	6	35	471	111	22	89	154	1006	9673	1518	63	713	1536	39	54	195	388	14288	618	55062	286	12	10205	10505	135	382
Sg_OB05r2_38	244	34	49	3105	23	1339	1492	1171	1447	137	871	3161	1557	509	7218	562	410	3605	124	138	1083	10536	6956	2810	612	24174	30075	13136	1350	10934	1040	1932	5593	13748	11314	778	7145	766	3954	2100	1566	46363	11592	5309	601	10933	104	2904	9547	7704	4861	5528	27415	27334	24810	21716	2298	443	9370	1437	920
Sg_OB05r2_8	2320	164	104	787	513	108	122	190	234	452	27	294	797	670	8026	1593	483	8467	289	436	197	407	375	83	235	983	789	492	850	1211	55	57	92	1997	89	310	194	10	551	36	59	1825	390	810	19	933	114	180	335	133	816	276	195	2545	60245	1230	644	131	737	2719	17
Sg_OB24r1_18	589	322	373	16290	517	9995	5597	2676	334	5735	698	2684	4139	2587	55849	2830	4914	6294	244	12562	4699	15599	28746	11184	8556	5650	60925	38652	27531	27994	3609	3124	1375	8541	95932	2851	10516	12022	8708	4869	2705	97288	23836	75092	1852	2983	19599	20357	58396	20850	35160	16536	17075	85345	63938	64782	309540	19997	86853	22801	4613
Sg_OG24B2A_25	39597	213396	98518	14552	1346	12082	22850	9411	1398	3131	100	119053	60304	9261	1659	14374	21614	3132	198	1044	11189	5024	1807	7379	371	1088	4151	906	565	33071	4727	138	2363	10264	7109	222	25521	4166	27031	25265	95479	2560	13456	5107	10497	29422	4066	7002	23407	21412	18829	9824	3920	10882	1552	50523	252	1231	16624	1064	306039
Sg_OG24B2A_39	5	1	27	106	5	21	832	4	22	30	2	42	182	4	58	50	6	435	279	11	41	111	2363	32533	65	124	1104	280	2	130	490	9	194	513	2230	17	649	798	5524	1659	4674	404	984	369	99	102	98	1815	415	4466	202	4622	215	203	64	250	5	174	1173	902	8017
Sg_OG24B2A_8	98	142	537	4155	1066	696	668	205	5328	1168	2191	843	50	138	38	331	88	1369	125	497	106	156	1629	69	193	341	495	62	1287	201	990	575	2082	1598	96	777	19113	13608	901	826	995	100	368	131	684	1949	676	797	1566	332	577	452	197	941	99	356	1	22	542	417	17362
Sg_OM21r1_55	86	1188	326	282	29	81	2639	3272	3391	27	5	220	172	176	102	374	147	902	58	37	519	337	5754	212	30	87	228	18	62	204	2032	12	7143	57	129	19	259	110	198	224	72	88	89	31	11	124	50	47	1010	144	542	2210	32	134	88	559	6	49	63	41407	25
Sg_P15_12	4	1	7	99	14	16	15	58	37	132	67	21	19	5	47	32	5	62	3	452	12	16	37	64	1271	70	231	311	11	78	46	378	19	71	107	34	43	691	36	26	33	85	67	134	222	74	21	70	75	33	40	553	21469	65	78	45	50	4037	176	70	96
Sg_P15_15	150	80	445	183	48	214	172	167	86	235	16	94	140	160	113	1572	33	99	346	64	115	194	601	6650	315	2198	2916	914	195	120	1538	167	421	185	745	37	1059	34	604	8767	251	749	365	305	14533	1430	10263	4604	268	2925	6198	2148	16407	434	648	2970	31	192	241	1756	16786
Sg_P15_2	3360	56725	844	4715	165	1385	6691	2547	1862	13218	21	2278	517406	20180	4646	18038	1933	13681	533	1397	3737	1072	5378	2267	99	722	813	1209	256	9944	992	63	2056	4269	4184	29	7426	637	2281	1204	4791	9196	1488	433	406	26155	2624	30511	1809	8803	5648	2414	1162	94828	403	1389	118	48169	3085	13013	360
Sg_P15_21	43593	163931	5036	14164	22820	13345	54402	24551	1986	8191	2	229777	59887	11676	1958	58403	11780	9036	512	724	7580	2717	1485	6509	225	467	1719	589	5843	38336	3458	228	5202	4068	28058	30	16001	8185	30953	12516	31172	2461	35171	9912	21607	125996	22789	110423	6863	53958	18430	41884	25966	5864	10246	9415	107	220	12489	897	2451
Sg_P22_10	5020	794	241	44	1124	49	2285	1026	1765	1	0	7	4	9760	996	4	2581	127	31	105	1334	160	137	19353	450	974	2982	9481	4870	50	269	3240	142	11	6703	5413	979	75	769	556	1751	64	11944	224	108	31	8	138	527	597	1066	266	40	113	555	411	2315	192	14	492	677
Sg_P22_13	6659	679	0	45027	36	705	353	385	439	49	0	1654	47	182	834	27	3843	6	249	479	62	242	1167	378	2	2	1021	400	5456	2368	1620	1638	2357	12196	24	730	614	12	219	48	474	8	72	56	356	2	14	764	6635	224	29	0	455	446	0	45811	2743	2	2429	2870	268
Sg_P23_1	3007	113	117	860	184	36	221	155	236	49	0	78	717	404	12167	78782	386	7472	360	21	322	525	383	129	23	909	817	436	276	1532	124	12	82	1611	26	310	242	21	441	36	74	2058	320	906	23	933	94	41	223	212	715	243	171	2622	972	1051	321	7	971	2339	7
Sg_P27_36	24	18	4	41	179	2575	953	181	25	8225	6	54	2234	74	3609	840	48	619	7	27	2041	80	2720	1122	101	46	548	6026	23	6361	465	30	1237	40	225	94	2042	1948	944	699	3514	415	19187	10634	1733	20340	6787	19	2013	3092	3630	6027	115	76	103	1633	49	131	18605	11061	170
Sg_P27_38	10	95	525	797	709	3220	657	1150	1270	528	8	62	17	9	53	1008	10	715	945	6	1893	10	59	13	77	57	1545	31	8	37	4187	11	14899	174	465	1	4901	7	3132	116	34	1624	1610	17	25	16032	6992	378	433	47	75	57	16	716	30	283	7	69	59	243	1506
Sg_P27_4	1617	1073	2708	6048	959	2777	15326	2520	2238	4774	794	368	1335	202	1400	369	1979	1125	981	634	254	4153	1747	222	243	218	988	245	1350	837	2706	271	1482	760	177	17196	1117	4833	467	690	1179	985	620	69	166443	68694	2549	37295	351	2089	304	206	724	142	275	402	10	55	892	875	2466
Sg_P30_9	138	402	2094	3285	1333	309	2661	1013	3444	3242	1451	2189	1288	465	5924	1195	437	5901	355	1805	1416	2374	2688	1709	3767	4318	3187	1631	453	2360	3088	3396	1375	4998	6461	1263	2183	5507	2923	1893	1616	16765	2778	14576	5677	8810	2498	2259	1899	2675	5485	1658	3257	5213	6130	5358	1066	5176	3058	10143	13765
Sg_X03_29	22	176	16	15	2	74	120	7	515	7	0	50	3	4	6	19	4	7	0	9	12	3	275	33	1	30	5	2	4	1	50	0	20	5	121	1	4	5	7	3	10	17	9	1	1	7	17	23	16	2	3	16	6	3	3	22	1	6	5	22	5
Sg_X05_12	3218	4433	80	49856	551	138	395	13815	1483	129	8	8689	133	25	85	4860	1692	1260	11	99	13309	279	2523	442	32	180	15474	59	23	697	838	13	22238	165	149	0	13499	9	1576	1418	760	256	3609	128	46	442	436	68	1202	2947	2193	2053	167	105	5744	3748	4	40	1887	272	52
Sg_X05_3	50859	8203	4794	147659	33646	11	3331	30728	193	11	63	9	118723	5453	437	1336	13572	12030	412	65	9213	365725	231	2779	4588	23	8105	17846	3670	23651	84039	16	263892	399	8789	17	24233	738	65079	361866	198123	3264	4852	9	733	5554	82278	365	4369	102020	2880	995	48	47321	2649	12713	2322	0	140	13103	25
Sg_Y07_14	204	142	387	199	359	19	307	217	309	174	4	57	694	229	1140	379	134	8931	66	97	262	833	869	324	302	2403	1004	174	65	1878	223	13	336	5345	874	5	5001	59	407	126	680	4835	758	319	52	2050	54	53	1724	2252	718	1425	6149	6797	847	2043	210	385	3253	4243	63
Sg_Y07_23	6911	14309	54825	220	78	16644	5945	4124	770	20934	199	139889	1547	14393	112003	56098	48	142015	71	62	15980	8974	468	124017	28772	1052	856	633	21	7633	7124	55	11819	12252	7878	54	359	144	12060	482	159	308	362	1098	339	496	12017	297	14433	5281	958	26674	63711	19954	375	560	29	25379	754	24971	628
Sg_Y07_27	31	47	1114	1636	28361	44	187	2557	1247	679	48	12297	562	44	7476	7930	69	23102	383	732	3776	1489	1297	11084	188	264	2400	127	29	2386	2595	40	4531	86	101	72	4756	516	20300	441	898	191	393	624	154	1647	369	2381	1190	463	2101	1371	284	757	727	1232	55	386	279	14835	201
Sg_Y19_10	1392	5141	617	182	6152	908	1203	2069	668	1	2	16	6	1010	319	31	335	1935	20	23586	34305	1037	264	171056	877	498	361	34345	3808	271	1016	757	90	19	1235	1448	254	89	1633	409	911	210	137	171	356	265	31	1198	568	25	2069	686	757	506	720	363	2371	572	65	176	77
Sg_Y19_13	4	21	2927	791	5299	3179	56	50	581	3402	12734	1613	87	140	139	242	111	8950	351	89998	81	162	7091	65	308	531	255	424	1965	224	197	466	1376	1256	270	12238	340	12146	268	216	631	63	525	223	1677	140	2495	3626	371	69	208	58	3577	1560	99	153	50	938	1533	1506	4497
Sg_YA03_20	4197	1624	1547	1519	1052	537	1291	1206	1132	537	75	2286	8394	1584	7961	3382	1075	7237	449	877	2198	632	1134	1059	721	1639	1489	1229	455	3706	1079	647	692	2513	1650	778	1451	131	1300	641	836	2519	1030	1619	1448	2100	755	1165	922	741	1694	942	2268	5355	1917	1597	945	3140	3599	3185	441
Sg_YA04_9	20	48	59	228	275	53	248	355	91	1159	28	22726	199	118	729	244	30	865	48	222	152	657	5969	193	266	3651	1571	1655	266	1242	245	7	721	33729	1368	10	1226	52	617	214	1945	34737	866	8895	222	5511	1752	129	23085	859	798	442	2650	1726	1607	8704	264	458	1656	3904	425
Sg_YA12_28	485	1281	783	2409	821	849	2385	691	895	5365	572	2314	1321	419	955	919	871	1949	211	37269	1734	1266	1105	1981	2430	4425	1814	3330	616	4178	954	7810	962	3600	3643	6665	1965	1558	2867	1509	2340	5218	3809	7489	3637	3912	2499	3523	1539	3453	3496	2710	7720	4298	10832	2185	617	4704	4770	1781	1529
Sg_YA12_4	8	5	179	17	3931	11188	159	27	6	6	1270	935	40	142	9407	298	39	137	419	21	294	7470	35839	1327	1616	137	21754	1069	113	25617	2094	1700	2614	22477	18091	5022	13877	831	26728	981	3383	70804	28004	21393	122	24250	3136	4586	187	1032	10972	3123	261	3452	30452	5502	345	81	21671	4165	1755
Sg_YA13_10	75	164	200	1143	242	597	939	533	2458	14674	6104	503	576	230	451	623	83	907	116	914	981	2202	6492	629	734	34165	2773	674	126	1258	1451	603	372	4134	9744	255	739	411	752	335	667	36809	1359	7013	573	7890	555	2795	1325	1194	800	543	32752	1203	5239	4507	151	1878	5397	1628	961
Sg_YA31_31	12089	2635	12855	9761	2657	8	482	15490	24	6	90	36	11609	374	650	955	15638	1133	303	24	1548	58189	121	950	413	5	6007	3525	648	4000	28105	3	32452	867	383	87	1210	143	2850	13623	25167	363	231	21	251	576	23687	733	2038	15931	476	243	25	3809	217	6844	274	4	212	6392	20
Sg_YB34_1	145	86	51	270	121	7	124	94	92	185	7	226	539	31	633	229	69	1593	12	350	581	875	1399	146	548	361	505	210	906	286	74	33	109	3099	523	31	625	15	1042	178	210	2331	443	6430	98	4508	75	167	311	422	1246	598	6669	1388	234	619	92	5551	5570	631	1757
Sg_YB35_19	19	195	98	217	52	90	465	316	79	600	8	236	478	217	2166	434	27	237	58	418	200	1041	257	329	43388	1449	744	1873	312	1635	337	133	1201	6226	2203	1527	2194	107	351	670	1515	4150	1899	2243	569	12264	352	491	1831	4219	1518	783	3847	2246	9168	1471	501	5476	5232	716	355
Sg_YB35_41	143	461	428	50799	68	766	2385	58	5440	108	6	384	20	84	65	292	773	48	5	47	17054	8799	2185	496	1226	646	5717	862	17	423	6352	52	5185	400	616	19	1206	2894	2985	26197	17700	417	742	357	496	889	34030	663	5099	6180	10614	567	581	824	452	656	28	1526	322	200	268784
Sg_YB35_7	3579	181	81	1108	233	13	237	102	211	813	4	264	790	425	8547	3632	408	6569	456	97	231	551	529	100	115	950	1026	871	256	1868	70	77	119	1579	19	279	334	19	401	74	89	2461	417	1052	68	1192	163	42	334	259	730	291	259	3931	1190	1511	309	187	1395	2566	61
Sg_YB36_42	267	388	684	7222	582	636	2106	672	816	10285	1634	2117	4473	702	1725	1325	228	2733	463	9295	1749	19498	2729	2225	24907	9319	5526	16507	2684	11087	1379	1756	1749	24661	18825	1278	6835	2425	4121	3455	3946	16179	52026	48613	2957	10994	4809	4143	3255	11846	4407	3162	47746	25957	28908	8279	5405	24429	28736	10251	5936
Sg_YB37_21	9762	3180	563	10595	142	140	2558	7248	1407	70986	14	3034	1720	3176	1550	12619	4422	3801	150	586	571	1931	264	28683	167	113	1199	242	67	1723	604	31	6667	192	1313	32	1761	1057	470	915	143	104	1541	305	135	408	343	726	1812	1470	3103	604	238	303	210	1113	19	356	1032	223	492
Sg_YB37_28	170	243	352	4647	331	248	927	472	1090	1229	1038	1116	2412	565	1806	355	315	724	61	997	1454	1838	2618	1548	2225	1213	3848	1301	542	8741	762	2107	1187	3738	7430	834	8370	1705	2527	744	1020	6366	2138	25347	923	5253	1490	2465	4035	6454	4339	1871	3979	1322	9107	19656	763	3706	11099	7763	2091
Sg_YB37_7	1239	134	593	1304	5279	256	1269	1353	652	1227	1369	344	287	195	470	228	650	453	244	2470	7171	542	2303	1425	2319	2159	1416	2848	7577	901	860	2189	902	693	1291	2883	1145	3853	2622	1281	1542	1310	434	825	2517	645	1041	5867	1747	394	1239	1891	1652	1007	2040	753	4715	1364	794	937	1087
Sg_YB38_12	112	153	212	1214	5379	418	1150	466	514	3732	286	833	771	232	869	540	114	901	115	3715	1180	1355	971	1587	3394	3249	1584	2021	304	3085	927	1321	1150	3869	2552	973	1212	808	2365	944	1201	3247	2772	5852	1211	3172	1259	1178	1892	3248	2476	1413	11395	4473	5604	2834	631	56366	4650	2384	4244
Sg_YB38_21	529	227	9405	306	1582	14312	887	984	702	425	70	253	103	90	424	150	266	432	49	1199	2496	136	588	403	438	801	320	7766	1127	242	95	493	323	179	313	8008	202	170	735	218	90	365	282	258	133	210	84	566	219	124	1209	617	28145	479	738	256	624	559	336	430	1721
Sg_YB38_6	116	5	475	6539	708	194	819	358	33	1180	11	681	1152	88	23	421	3	82	19	3	307	1800	241	11	2342	1889	585	1539	3	5168	995	2	3017	196	24348	1	18955	4636	199	1466	109	12628	15230	3962	19202	24062	30	27121	45	408	2044	317	96	923	17	308	3	2800	8339	880	23133
Sg_YB39_24	1854	253	339	2999	823	427	1099	948	1311	4260	539	1416	825	721	5992	953	446	4833	278	3814	1342	1375	1243	988	1716	2587	1912	2043	382	2693	1449	1454	687	3036	1995	956	1282	548	1326	693	678	4787	3185	3345	1041	1771	860	815	1287	1684	1458	895	3851	3310	3164	2793	2128	2672	3316	2282	1338
Sg_YB41_11	75	119	121	1827	149	60	338	178	167	708	43	2078	641	1181	514	318	110	328	21	2347	324	3984	893	406	982	441	1183	433	55	26691	203	369	2293	5827	9724	146	2468	349	657	693	2412	16182	863	8191	343	7385	456	1641	1967	14893	1251	3515	1230	614	3064	6506	84	1788	3246	2847	323
Sg_YB41_12	3180	15	10	5624	8	46	7	19	10	51344	7	79	8	315	434	255	5	13278	20	34989	6	713	7	12	8	2329	54	1731	4079	269	12	37	160	5052	13	33	13	10	4	37	13	4853	19	10024	3173	496	329	306	49	6	6	4	166	3684	75	403	3226	58	307	44	40
Sg_YB46_3	82	257	846	4675	438	215	2441	423	226	1025	58713	206	553	103	48	434	967	591	176	2930	176	841	1561	262	351	619	914	1002	8216	439	2231	316	3514	1082	318	1908	238141	28646	4956	14513	3050	171	26982	290	4322	2960	17906	4510	470	1597	371	765	843	588	306	361	41	946	1970	832	306
Sg_YB50_23	47613	543	2481	91	33504	5	30	36780	2	3	33	7	732	10	50	43	11508	44	7	3	185	4553	45	70	14	0	1451	110	49	330	3344	1	1773	279	7	42	65	77	223	417	1192	18	11	3	7	10	1097	1	3695	1151	76	57	6703	195	4	469	6	0	143	134	1
Sg_YB55_11	630	649	27	14	382	43	424	72	1413	69	1	72	2813	2320	94683	13564	5	50	253	189	27	7	1406	6	5	50	18	4	8	8	9	1	12	19	63	7	12	0	4	409	10	45	2722	8	12	16	23	1144	23	3	202	56	17	7	56	13	12	66	17	387	15
Sg_YB59_31	534	584	652	927	451	2188	1270	589	991	763	90	1672	712	332	2306	1144	566	1713	664	3469	876	418	518	493	624	1120	685	615	109	1814	1864	2105	1639	1722	2231	2294	1849	1367	1871	1669	955	1995	1474	2134	3261	1916	1342	2444	1464	2361	1832	2020	27218	2521	1986	1618	1009	2305	2145	2265	947
Sg_Z02_23	700	2081	38339	3209	7800	41007	5339	1801	15585	3726	34	25948	2915	817	51870	6374	779	17002	24328	37661	4937	488	2017	11333	1164	54584	1372	627	4193	1081	1324	654	9719	1693	1974	1353	1632	909	8543	883	1378	1937	3165	797	761	4727	1509	2143	1193	792	1066	3573	7065	8336	2639	1992	95	55116	3944	2265	3039
Sg_Z02_43	27	94	1043	9356	4259	67	7295	171	2768	3862	5570	1256	489	1012	31	2061	352	3346	6670	4683	2168	3322	15793	1902	4543	7941	10600	3660	1514	178	9074	4618	7486	14654	332	1088	7210	14578	10926	11231	14544	473	1122	1165	929	9905	18089	52308	115	1251	843	481	2833	348	3952	390	5	169	2454	526	6346
Sg_Z02_5	5	37	16	92	72	24	156	71	40	53	820	234	13	14	211	129	10	137	7	242	111	79	71	101	16	3201	527	64	134	125	123	20	49	178	317	434	627	135	988	187	727	641	67	762	466	175	104	715	65	4167	164	1713	91	166	242	5988	36	68	154	185	712
Sg_Z03_24	2299	7224	61089	31346	3596	1481	14013	18813	16712	26751	9	4684	4153	4271	2786	37998	13410	49575	2964	972	3642	317	7872	182	247	1302	1255	588	1601	1568	7335	64	9355	19516	3366	273	9311	18874	7755	3340	741	110	3435	156	157	4049	9738	1597	2890	3308	5837	5102	1306	873	816	686	50	250	6454	5841	157
Sg_Z06_28	873	81	5338	4366	741	3693	5369	2245	20490	69905	1444	20013	881	316	212	5000	191	13451	1781	267	279	217	477	387	559	824	2090	324	10151	658	5946	8363	14347	3942	1613	77109	1210	244148	12422	12393	2953	514	4200	398	2085	4243	29170	31866	47	1938	615	1036	28845	203	403	84	38	2411	33400	29315	49
Sg_Z07_36	4	1470	114	40	6	72	8542	96	8121	26	1	19	164	8	17	122	20	36	142	5	47	3224	2327	130	2	12	169	15	184	54	335	0	246	9	9	0	3440	6	71	3920	11	1039	22	13	1	1561	35	28	12664	39	172	8365	15	43	9	258	2	47	8	1639	31
Sg_Z07_42	41	28	78	1762	140	146	103	161	70	1977	16	860	1122	164	207	241	95	1335	31	2159	281	5629	4127	1795	9323	30782	4707	6811	231	5205	436	291	592	4169	7015	174	1453	147	569	269	1037	9627	20141	10049	415	3539	1314	444	25169	7136	2477	2628	7939	9386	13320	9258	2701	12245	10173	5523	1267
Sg_Z09_20	257	182	794	3440	179	1660	2810	3061	295	3047	252	1593	447	429	543	2424	183	898	72	745	9679	2531	1831	2130	1335	1568	5984	3399	277	3391	4925	183	3617	3414	2230	660	4367	1456	7514	31378	3848	2503	1548	3596	5254	2573	4098	3107	2905	8457	3339	5462	3432	4280	2869	6508	289	6254	2916	3153	44769
Sg_Z10_1	164	136	489	1688	292	268	1955	1986	171	2940	907	635	644	195	1909	814	189	1062	81	1210	14838	2530	1198	697	3563	1190	2507	3253	1692	2654	2555	378	1104	2834	4039	400	2279	2982	1286	23585	1081	3955	2836	4100	1348	3003	1812	2653	1521	2521	4784	2955	4497	3100	2156	2254	1640	2476	3328	1680	8883
Sg_Z12_45	70	11	7	1917	12	1070	468	254	45	118	5	228	465	273	7688	259	568	834	41	56	271	2564	3383	1965	761	270	8092	4415	1260	2209	345	27	231	851	13843	20	1410	1260	752	415	384	10597	1743	8542	23	2289	1611	1966	7567	1419	4232	2096	2175	10360	8019	7357	12283	1437	10297	3600	48
Sg_Z14_36	1074	377	935	1728	1775	389	894	479	848	1770	981	2378	485	2522	126	1464	4294	2484	485	1839	271	396	2104	84	306	648	533	288	5292	447	1928	1415	2150	626	255	3993	2118	5804	1485	1939	3183	80	817	120	2400	464	1980	6961	265	660	421	415	1137	333	131	367	52	54	1082	488	342
Sg_Z14_45	4855	166	54	536	250	30	138	68	168	38	2	34	589	557	8226	1955	296	7879	311	33	125	401	430	50	8	1658	748	701	171	1561	88	6	114	2015	14	228	208	11	323	36	77	2967	377	796	16	839	111	16	505	171	1098	150	181	3239	1579	1759	222	17	1067	2421	12
Sg_Z14_58	36539	27944	2790	134794	462	390	10143	5954	1175	1982	55	2452	6838	9492	319	2723	18701	1249	4996	27	2028	1777	3221	2623	86	225	542	255	1111	79465	432	49	4405	13429	1422	28	4988	3395	5881	2007	3793	1998	53307	2554	1291	6148	2564	3041	25033	80317	5560	55595	963	16243	10304	2741	154	312	74594	482	1311
Sg_Z15_39	416	180	1177	3987	1271	218	3421	895	401	7725	13982	1243	628	157	33	668	355	3078	134	1105	2226	473	2407	66	737	2604	917	272	6675	984	2137	718	2655	37255	203	2067	115314	8058	872	7692	1650	111	53573	175	12280	681	2864	4158	708	3495	600	473	29150	909	365	497	32	128	2275	1658	227
Sg_Z15_51	0	11	12	84	700	1446	65	33	1100	701	3909	1501	30	13	206	56	13	93	17	1585	42	172	143	110	12480	14841	235	5695	54	310	93	4059	130	327	242	9533	120	311	120	59	98	449	208	592	356	211	95	117	137	259	139	93	12662	1149	1311	213	30110	61727	301	324	600
Sg_Z16_22	13	25	73	285	94	28	308	358	96	356	3	244	76	9	192	260	39	101	61	610	153	177	140	712	321	5966	262	214	15	157	93	155	89	79	158	27	145	2256	428	226	78	350	254	90	108	68	210	7772	175	131	400	136	207	237	286	208	6	240	118	103	144
Sg_Z17_26	718	19609	100	11834	24	27	1198	279	2779	3275	27	1479	8	1160	4715	3608	38	2507	1442	83	1161	11	5158	5	5	10	327	17	33	29	4877	1	3351	28	1723	6	4952	76	1128	4476	1352	67	1389	8	29	1074	1821	6419	2387	45	8277	1317	232	4	159	478	1	0	108	2702	13
