#OTU ID	A04	A18	G11	Z16	B04	EA44	EA47	EA48	EA49	EA50	EA51	EA53	EA54	EA55	EA57	EA58	EA60	EA61	EA63	EA68	EA70	EA72	EA73	EA76	EB01	EB02	EB03	EB04	EB05	EB07	EB08	EB09	EB10	EB13	EB16	EB17	EB20	EB21	EB24	EB28	EM03	EM12	EM22	EM25	EM27	EM30	EM32	EM33	EM34	E12	K16	M12	P24	P31	CA40A	CD21A	CD24A	CD25A	CD27A	CD28A	CD29A	CD30A	CE19A	CM28A	CM29A	CM30A	CM31A	CM32A	CM33A	CM34A	CM35A	CM36A
Gp_EAB_462	293	9546	2916	677	59	9	170	746	413	254	79	54	162	135	61	144	122	219	3588	151	203	86	22	216	141	71	255	362	75	49	148	5567	13	388	125	170	259	293	67	197	647	105	10	461	27	100	57	266	11	15	294	329	389	51	1068	130	1423	604	152	265	711	913	284	693	755	113	5250	1200	25985	2102	535	131
Gp_MJ1_12	2739	131	251	403	1546	5	2782	1573	1018	4593	977	979	1838	1846	819	552	1063	13219	1907	1122	2678	1912	3942	1984	1681	960	9016	3417	2191	2002	1755	11721	3355	1746	2957	1449	1978	3982	2238	1832	1215	3594	5454	2149	1793	1978	1769	2145	3865	1779	1796	559	2490	5171	461	761	151	499	61	239	745	209	147	650	411	107	722	742	681	187	475	660
Gp_MJ1_149	2	33	83	9	14	14	73	43	11	280	16	378	79	25	91	287	91	122	244	37	113	198	15	106	31	16	28	31	10	340	110	40	169	104	63	51	662	194	42	148	128	90	329	198	102	28	158	262	16	6	146	6	79	42	28	7	6	16	70	8	311	12	7	12	31	71	73	22	19	18	16	5
Gp_MJ1_272	119	13	13	323	192	8	223	62	1658	49	164	64	159	128	53	83	36	720	63	150	72	49924	89	155	50	43	197	69	155	125	201	130	674	215	246	172	51	2270	153	6451	148	251	484	2077	466	109	473	107	342	38	158	82	91	479	201	32	246	66	70	14	45	42	9	66	63	41	148	81	43	30	53	144
Gp_MJ1_444	625	892	78	343	687	330	1266	468	558	199	330	424	300	367	291	588	751	1181	3594	1506	3392	1201	1593	6359	408	478	1278	540	411	385	1056	1013	1326	1663	937	984	6367	1479	1106	607	522	931	826	811	2738	773	1091	812	599	337	750	456	534	1589	122	324	211	217	70	85	381	145	42	139	250	431	169	250	138	261	753	275
Gp_MJ2_113	593	7936	162	194	904	198	4625	1988	2022	283	14872	705	1122	1660	56	444	2212	718	370	579	933	128	225	363	596	821	344	2227	1291	145	1084	285	696	1911	467	4242	357	162	191	1044	419	315	277	188	54	14435	129	398	47	404	366	1006	507	287	1235	803	1536	1946	1671	980	344	2051	871	791	2752	1741	996	278	652	767	6326	798
Gp_MJ3_423	37	11	10	694	207	316	47	315	144	123	186	29161	3923	3556	92	33001	5631	4838	81	3733	23720	7769	49	300	434	330	398	224	103	78	89	751	205	216	1121	99	3100	1100	516	1287	4005	198	73767	3597	159	3	216	775	270	197	1282	115	198	5315	67	20	9	8	5	34	20	76	193	81	39	39	277	33	11	28	468	169
Gp_MJ3_477	806	3304	120	2122	499	253	1074	1350	3063	441	2071	2004	3711	2282	177	445	2623	581	818	990	546	710	449	657	644	943	620	1324	4040	214	1019	469	560	1828	531	2144	545	760	1235	1217	1514	2845	557	550	815	3645	663	1251	428	1217	521	808	509	1496	1308	558	1666	4959	1255	913	3938	1391	4412	1045	2550	1557	1790	843	2399	1674	5724	810
Gp_MJ4_197	1860	65	32	520	3218	0	13235	141	349	8	123	1213	4512	74	37	6349	277	773	3282	2143	2606	876	309	4512	744	397	220	626	59	906	730	447	442	147	401	128	212	7065	3838	126	92	3437	263	718	357	1289	328	8347	432	31	193	10	156	2208	45	4	134	13	6	8	11	8	1	24	15	22	13	69	106	7	28	13
Gp_MJ4_65	36	0	5	2	21	300150	28	38	2	36	7	562	9	12	62	27	3	9	36	36	99	13	4	19	10	1	5	2	198	412	49	9	15	4	20	0	10	37	1	2	8	4	165	35	22	4	2391	67	35	3	3	5	8	38	4	1	2	5	3	1	5	0	0	8	1	1	4	1	0	0	65	1
Gp_NH_148	116	61	22	483	492	3	1141	1808	94	425	25850	2813	1260	163	1394	2447	1536	2921	181	749	2100	6908	156	20697	1910	5558	4215	2231	134	470	367	726	191	691	215	19559	1932	388	5013	156	2204	334	449	1831	370	5593	337	170	254	54	14008	1033	367	5396	121	17	41	146	31	13	94	24	2	75	2443	89	72	101	61	22	757	64
Gp_YAB_333	83	42	394	1058	6	1	57	244	48	122	63	8	15	14	7	11	29	5	16	59	2	8	0	221	1697	289165	3	4624	230	16	0	26	0	3890	27	4463	85	4	1	27	99	13	1	17	1	86	1	14	1	17	10	4	1267	1	81	738	825	104	9	10	13	3057	13	5183	26	3	20	9	14	8	73	12
Gp_YAB_339	7	51	391	87	12711	2153	19	2919	3023	2	0	345	19	723	15692	972	689	637	98	3978	2661	55	163	3923	928	3	7	470	16	508	809	288	6	179	503	197	1607	2	130	165	195	245	89	887	511	45	124	712	199	522	33	1412	6181	24	356	113	1862	172	92	397	6452	589	443	5254	521	882	183	389	947	888	441	771
Gp_meta27_16	1443	619	377	8382	305	2	16901	1578	2681	9383	121	10624	5152	5684	1896	145	2635	10018	5720	7649	2583	10110	510	8775	9244	3363	2391	3324	78	1101	2882	1158	308	9384	161	10365	2270	16349	237	183	6234	117	331	1110	353	4769	259	162	203	36	314	40	4815	373	564	113	21	575	14	14	54	75	5	354	304	34	2566	1048	50	696	44	2874
Gp_meta27_511	686	815	14149	2696	373	426	208	938	5411	184	861	562	1034	576	91	1481	753	167	485	640	1310	131	242	399	510	1088	383	766	1554	89	852	6398	71	1085	142	888	325	77	341	258	1329	438	80	498	26	570	100	2302	159	422	281	1300	514	194	1916	861	27085	1549	328	1051	1142	646	713	864	482	1957	393	4794	825	2170	13501	648
Sg_A01_16	854	1	40419	86	0	1	106	3	79	1031	0	30	232	303	483	127	41	22	3913	5856	41	4	2	4	0	0	106	4	43	13	2	9	533	24	1	0	27	3	17	58	21	2	1218	3	58	18	223	136	1283	6	3	15	4	8	15	0	0	15	2	2	9	1103	14	3	3	0	6	2147	1	58	3	16
Sg_A07_40	164540	29	1939	95	341	8	2458	380	242	222	5755	12831	7921	289	521	160	238	464	919	22317	2048	2705	826	416	187	265	1722	2939	86	1723	280	483	1209	340	430	3360	274	2143	4941	1200	5318	6619	227	3253	799	136	779	16686	157	81	17903	22144	851	5629	944	84	141	686	1339	202	719	42329	29	3610	55985	221	1780	986	10511	5184	7841	6589
Sg_A11_10	6457	164	510	736	4382	20	3078	3924	771	1948	1182	809	1001	10654	733	1157	4886	4947	6422	13865	5335	23980	2548	2950	632	21650	2715	1629	728	979	1082	1354	3239	8949	9551	16627	2345	2701	3984	4804	3450	78706	5305	1982	1823	3073	3968	7351	3329	278	7477	288	886	5595	343	4278	1691	762	152	43	370	85	1036	405	1682	579	292	2791	266	232	831	244
Sg_A11_12	49	495	464	28	669	3731	80	778	1072	7	4	291	43	4745	4525	3344	5121	905	201	3224	2286	209	855	2833	3713	10	58	66	52	241	3899	5225	12	83	660	755	341	0	261	60	751	296	365	1426	298	45	227	630	57	1313	151	6139	1912	185	1852	484	2169	1316	289	3007	1594	3648	253	1636	644	6338	143	1147	354	5750	689	3107
Sg_A11_2	35	128	2924	92	507	10811	47	6895	4160	472	19	4438	254	61840	28516	2471	2600	889	3092	5591	1596	4115	1251	4232	15668	27	55	3488	151	1076	1141	10636	328	16520	94681	3703	2039	1	9559	298	441	4684	726	1452	57558	12581	26933	7228	76	10211	37	1315	10303	155	40307	2324	907	1038	156	1934	8318	844	106	3919	252	287	9433	1363	147	1968	11410	23346
Sg_A11_47	146	62	536	523	150	0	128	308	104	211	116	166	77	73	27	179	926	2099	185	31395	141	236	242	307	180	110	169	9481	48	63	175	130	173	332	125	218	6614	112	195	2726	163	365	164	4468	78	325	111	18575	138	15	161	49	811	172	131	91	117	143	44	46	165	253	11	542	99	65	98	199	142	131	200	134
Sg_A15_26	149	177	76	78	113	16	68	192	52	168	94	90	68	79	32	64	55	101	70	125	128	161	37	115	109	106	349	124	119	43	144	144	270	98	133	158	136	85	102	137	91	119	174	147	250	156	212	80	11	87	95	38	66	206	89	38	77	25	53	22	88	216	36	56	28830	31	59	58	83	46	39	46
Sg_A17_17	529	459	373	2450	6911	10	1373	904	730	3647	22516	1417	585	28774	14601	7390	769	1426	961	1450	1031	6820	7255	2486	2949	643	16757	1361	4553	680	3132	879	75836	47191	3595	9886	999	3308	3107	6664	4934	1433	79453	12957	308626	19282	250235	2182	3253	26881	2392	4432	10098	8175	609	348	890	403	842	3095	1011	3482	271	1740	21596	15891	8613	7031	1421	271	10648	3387
Sg_A19_11	20	0	28	5	72	327	65	12	13	129	81	12	20	227	776	182	12	9	175	442	6199	26	19	462	93	11	30	1	14	2027	123	33	43	12	131	2	136	21	19	20	6	107	32	37	104	20	112	251	6	620	67	219	56	37	1941	1	18	17	0	1	0	25	0	43	5	10	3642	1	1	296	57	2
Sg_A19_12	1617	2251	441	4734	18393	67	1912	844	3361	1455	3994	1745	15844	4794	978	1167	2297	7670	1278	2537	1961	4573	2696	2181	1721	2609	3899	3189	1205	1228	6177	2145	8884	1761	14587	3746	1622	2392	2535	7640	9519	4008	3808	2223	5301	2671	2563	1790	980	10365	18236	2717	926	4006	25334	2833	2263	4632	4714	8769	913	4029	1665	776	2531	434	5554	19159	6629	2743	14531	9630
Sg_A19_18	2071	7484	1556	6169	689	2	3202	1250	3930	462	876	1207	543	1607	353	784	1361	947	1426	1115	731	1016	3297	607	1393	955	1063	2882	2427	1549	1472	1205	1290	2348	2988	1120	897	2902	2325	1287	2560	2515	2494	1936	473	1782	1882	1979	2962	41	1349	600	697	2605	5183	506	650	1499	464	936	7523	1201	156	2037	3537	752	2984	4370	1631	4555	1416	1362
Sg_A19_36	11	0	11	19	3111	8282	1	12563	26	47	0	6	12	1102	2304	763	12	320	99	1033	1002	19	1	690	21	5	3	18	12	7676	1044	5	295	1	778	5	28	4	0	37	2232	21	3683	31	16	20	823	455	26	96	9	1	214	4	784	1	4	4	0	0	8	8	0	22	11	6	5	7	3	3	4	2
Sg_A19_51	934	1284	1399	3588	642	42	1933	1027	1877	383	1122	1232	1463	2087	323	589	314	653	787	566	433	775	2720	1145	405	799	1933	435	4559	230	532	291	1716	985	695	606	517	935	1696	972	574	407	1536	852	1169	2294	1327	764	428	6352	1680	363	558	906	1161	601	1171	634	1189	1256	1207	349	1444	649	579	1978	853	2343	803	501	751	12171
Sg_A20_2	141	221	25314	9	0	7	48	7251	367	145	788	32	292	344	279	18	8547	15	102	46	20	12	2	13	3156	7785	13	419	1997	23	197	146	3	562	37	272	4081	5	18	191	37924	129	15	12	5	452	8	2327	4	44	302	19	9039	42	1573	33365	29760	2670	118	55	321	289	2236	2078	127	198	364	1254	77	96	325	576
Sg_A20_35	224	67	2023	9	174	0	25	1366	88	58	22	6	95	10	337	42	12	3	20	41	2	1	1	29	501	2254	1	922	501	4	1	366	0	463	31	82	10470	1	2	3	23	1	1	906	0	114	1	140	0	329	1213	0	805	60	8536	11211	597	2987	23	18	123	350	22	648	14	3	25	13	446	9	17	4
Sg_A22_19	92	26	18	222	1073	20	498	1248	412	2112	32746	414	372	1542	481	390	193	571	273	502	244	6876	2410	525	414	203	59778	1172	47219	241	3959	457	3784	41687	1157	29148	368	764	2782	3892	490	665	9844	18356	104759	201465	59032	258	608	1726	995	5400	741	2655	1448	52	125	507	3933	2793	140	36	137	226	179	7114	3148	20973	105	55	889	12264
Sg_A22_22	3	338	6	1	2	0	339	4	213	2	0	139	5	6	12	3	162	2	28913	6	68	1	2	3	1	1	1	4	6	11	4	4	2	0	6	8	13	344	192	100	0	9	0	76	1	4	1	2	6	13	6	1	3	1	1	1	14	15	1866	3541	127	0	2023	27	269	56	7	3	93	14	1	6
Sg_A22_3	1	3	0	18	271	427	68	34	7	51	176	17	26	80	60	127	9	35	62	19	57	76	172	50	31	59	158	40	123	69	15	5	178	220	379	140	35	43	50	89	35	29	58	93	36	485	373	41	9	1266	49	43	3	54	25	3	3	16	7	9	21	1	17	11	30	21	13	102	9	4	16	7
Sg_A22_8	8465	1798	1582	6776	158698	14	35847	37488	14579	9867	122069	34204	4659	118611	46195	22187	22021	39439	16421	49533	111652	38854	87037	48172	19178	27641	114856	8969	49219	251972	90843	117651	124142	14114	220670	64739	77760	95045	331910	97812	95139	105807	442507	47026	50924	165539	460373	28610	789196	1152	21248	20634	32065	95669	4098	1503	2972	1425	592	338	2989	1989	378	2009	2337	1705	6729	8719	1985	1657	3425	3469
Sg_A24_54	92	75	3251	630	216	1	299	2276	185	76	318	626	190	368	38	205	9663	18761	285	2389	307	289	132	352	504	244	308	2891	259	173	145	419	373	263	206	392	891	299	465	30462	158	561	90	609	408	130	71	2078	36	61	197	72	5491	393	81	563	269	105	19	31	505	2215	15	2679	207	113	148	230	223	73	1556	132
Sg_A27_23	2165	418	19767	41	26	5	198	15797	1761	494	591	222	314	114	162	15	109	14	21	1052	25	69	6	341	5924	10500	27	3000	3490	141	60	416	4	4418	462	882	2953	7	32	116	167	50	8	134	0	1226	33	1233	0	5664	221	10	7869	724	1910	9707	7501	4597	251	71	196	3025	233	6271	147	31	238	65	5152	164	309	51
Sg_A27_31	2024	939	360	1308	4968	22	121682	12313	10491	2485	2572	2996	25152	1724	4645	2681	4309	45650	33089	26675	8604	58064	5657	49006	1690	15267	7209	11145	10027	11375	3711	21350	3966	12755	67395	5626	3124	26606	82090	20603	23807	4836	5438	20560	33709	9834	3422	39563	88654	875	77833	706	21236	9363	358	533	518	271	53	216	143	90	39	600	377	332	3157	1458	709	1802	785	639
Sg_A28_8	469	168	18154	395	843	0	4100	23352	5182	9210	97	18	37	1073	1322	522	896	632	1085	3785	232	664	1	47	48014	89799	1676	9170	31351	300	229	2025	0	44492	3744	16270	12473	63	3	495	4401	4	5	206	0	3181	3	469	64	3230	12	1	16076	9	5603	176531	139086	15199	95	308	660	4030	105	18153	234	4	207	2046	124	59	61	13
Sg_A33_4	14	3	13	3	193	1571	110	7188	110	129	30	17250	842	2160	11053	655	11627	10120	17	5241	762	421	71	34226	1298	7713	9784	628	51	7426	104579	62	341	110	176	192	13665	111	679	73019	18275	38	6427	120309	39	79	527	102	206	4180	54	9	75632	2520	67	5	27	13	49	14	8	4	47	363	17	26	37	393	557	118	215	183
Sg_A34_19	26368	1157	1238	2286	143	0	115	192	1483	114	19265	278	476	183	19	1565	1561	402	1847	93	231	97	295	1394	1749	447	208	698	64475	92	138	105	174	40518	119	2249	74	118	4354	392	2631	386	2941	179	6	417	619	268	86	88	149	8707	68	9796	424	190	39557	357	265	522	450	187	751	326	524	750	633	4323	781	231	1039	861
Sg_A34_5	276	265	47	21	375	0	16	294	88	522	53	15	625	48	2	36	208	21	99	57	41	184	23	17	2508	469	14	153	257	36	40	21	5	1272	76	351	98	625	41	48	271	74	53	43	23	161	90	17	3	54	30	19	98	40	130	438	243	118	74	129	58	108	1121	61	185	14	77	54	39	269	606	22
Sg_A37_36	749	111	346	456	507	4	380	2517	451	103	32838	31607	868	147	170	261	432	657	470	288	36162	1352	97	678	244	356	6475	441	202	5841	253	900	576	2090	782	2827	310	4181	85136	61679	95369	5211	59348	21378	50	9705	69	684	81	69	59052	74466	297	2533	364	508	465	919	3362	484	8009	546	90	2754	26360	150882	646	673	1786	61165	453	45368
Sg_B03_29	50852	23302	79266	3354	1279	17	8344	24292	18411	35	52	181	362	66	22	43	6733	7082	4296	1140	1571	136	40	371	6797	1614	37	14933	118	12	4205	8502	36	698	2922	4523	7686	491	62	11284	152	4157	8	3060	8	83	3	8058	17	23	464	28	26370	96	5507	4446	420	23997	2757	411	78092	33975	359	36183	5414	122	26999	4825	3985	10083	13675	513
Sg_B03_38	6740	16	89	344	759	0	1468	3690	496	3	25	752	277	4	39	156	5852	10289	551	330	1483	3143	1	442	36	922	5745	6507	9	535	0	293	3	551	3	43	22428	1949	131	321	4219	769	1	381	1	3	3	9899	4	3	803	130	12515	619	163	62	430	335	164	0	417	1803	8	329	42	0	21	7152	99	3608	95	279
Sg_B04_2	145	348	1120	7843	44362	2	67515	8087	406	73598	445	27785	13613	28080	3601	109957	8533	14454	33580	3664	14612	43392	4567	21684	7785	20567	53942	9420	598	15390	8201	2467	13463	67428	25659	36247	7079	2450	68151	47903	13632	13603	248	22276	34962	409	2368	9277	43249	351	3125	5734	3835	53517	438	185	2644	755	2743	88	314	922	69	206	919	1476	2055	2268	1838	2011	1820	893
Sg_B07_12	749	5243	502	48	8	245	719	769	1969	78	1511	1846	3612	2388	3	23	1622	125	917	86	207	50	49	128	438	370	2	1149	2188	47	204	78	53	1156	79	1728	3982	50	499	950	3138	855	120	111	1	3303	235	507	1	209	387	234	202	388	2129	305	1025	27944	540	2665	546	627	3462	647	1163	532	3251	1892	43938	891	1164	1749
Sg_B07_38	125	123	105	958	186	71	188	362	610	236	175	271	1260	538	73	139	173	387	517	298	128	619	87	123	182	64	572	215	587	103	347	170	208	204	209	213	140	161	271	3041	1382	152	400	265	147	955	429	142	62	239	877	613	196	380	324	73	443	755	207164	708	2307	471	6503	390	460	870	1793	455	326	544	166	1564
Sg_B07_50	51	12486	727	179	71	7	68	165	106	21	50	66	84	17	9	13	146	84	50	86	63	62	4	23	99	31	13	263	25	15	30	141	8	55	17	69	1009	458	17	170	54	30	2	46	0	15	93	108	24	4	248	5	4501	35	1426	192	115	950	356	1738	644	2646	68	59934	1199	39	448	3200	1397	457	754	104
Sg_B07_53	2043	19022	264	34	53	19401	6600	410	2616	7648	1327	662	13760	951	324	78	2900	853	35309	210	69	79	26	19	2057	282	98	595	2385	80	471	182	22	3409	66	1237	278	22	166	23840	126439	1584	4456	75	26	1441	140	191	3	5645	261	10430	2294	432	787	771	5522	162897	19720	1014	231	929	1761	957	310792	935	1441	60090	8398	984	115223	1258
Sg_B07_62	696	583	32	23	10	1	29	216	777	3	511	83	683	80	1	6	226	46	26	278	13	20	10	5	53	21	4	398	70	1	24	9	6	147	14	109	28	18	49	43	8889	37	7	5	7	145	43	409	1	378	982	111	16	70	76262	64	312	449	1188	515	50	1020	747	111	2089	166	457	119	709	1557	279	177
Sg_B08_36	483	1128	219	1237	296	4	2178	1202	2342	62	2707	862	8752	1274	32	444	22551	477	257	509	651	613	938	758	163	485	264	354	2905	78	129	151	739	470	224	1169	405	423	2388	390	3840	610	339	249	679	735	838	288	98	170	458	222	337	640	965	135	3145	1772	421	2463	214	1663	860	544	3773	501	786	122	396	922	2088	376
Sg_B14_1	146	0	1	19	40	44	42	514	68	23	25	44616	110	466	245	31155	423	4907	3	1219	72828	16020	522	1157	862	250	53	710	25	36	25	4842	58	22	312	108	211	39	156	1868	3093	137	2602	4834	189	40	439	4848	13	24	1914	11	137	241	23	186	409	1	1	34	57	81	210	17	481	16	116	559	361	558	31	65
Sg_B14_13	567	1399	329	905	372	12	82	506	1246	291	193095	919	965	1145	12	126	14233	431	903	179	294	473	196	348	1909	7229	36	3006	7640	5	1305	78	2290	42209	2927	40596	393	691	1026	2456	7272	20337	18	693	15	1352	132	162	33	4595	5106	802	136	446	29165	3486	6622	36333	8091	2200	528	5690	4742	4082	8711	1083	14408	606	2870	2040	72163	677
Sg_B15_22	109	53	112	723	961	801	1192	43	334	1771	79	238	571	13	5261	726	45	81	1627	836	190	214	1538	1542	80	116	833	13	52	62786	2086	3011	2599	659	2713	27	1056	638	399	69	53	139	543	96	10082	536	7445	3170	178	99	146	224	152	1644	13	65	411	706	7	150	220	52	47	69	197	1327	451	333	12	4	153	9
Sg_B15_23	2564	3701	235	697	740	43	3594	5225	5875	463	13695	19661	10348	7740	281	807	3948	249	1673	670	380	2366	1547	273	1298	4016	40	4138	34905	151	485	125	563	3868	497	5608	2524	120	2736	2706	4241	11928	1067	982	158	50537	8045	2306	34	3148	988	28564	1415	1037	3097	1903	3378	6143	1516	3230	1199	2948	9740	8949	4482	26208	10114	599	1991	2988	14672	9978
Sg_B15_25	1048	29	60	778	417	33	873	2603	492	1632	87	23140	22319	747	383	1130	254	460	277	1157	352	434	528	188	3400	8633	900	3181	247	369	300	335	444	9104	655	17846	679	421	532	192	1528	271	128	1189	366	1280	113	249	276	32	733	7757	369	659	324	610	944	163	49	186	798	243	77	584	2610	145	473	292	1418	763	627	6407
Sg_B15_35	140	34	28	691	1990	14	1923	101	409	191	24676	120	173	3936	148	218	125	734	248	1007	382	415	3098	21657	1116	140	154634	530	7157	2873	66064	291	97504	4682	3529	836	956	1214	581	255	9282	264	18282	945	81100	233	48985	764	733	8812	1339	102	284	975	253	32	549	62	63	29	763	41	44	329	117	132	2563	215	235	22	41	227
Sg_B15_52	588	5	8	227	2648	124364	1263	1554	356	8	11418	1809	470	2524	235	1000	169	57	213	208	259	2479	571	448	83	62	10178	28	4944	558	371	33	14128	184	172	2606	16	38	319	125	11503	34	5492	128	20224	1767	13098	62	1497	4611	94	1219	91	145	16	18	232	56	32	186	9	240	21441	4156	987	626	4766	3482	51	2208	94	267
Sg_B19_17	125	6584	121	521	1137	0	10997	16991	188	20	90	250	8286	124	15	69	505	3674	35689	25046	306	426	93	158	8598	92	124	74132	293	1004	88	1265	195	2694	71	3065	6104	2042	7811	129	15925	307	54	96	201	316	138	215	51	57	198	70	2989	261	2152	18850	76195	3752	4378	119	33387	11515	33	24004	402	46	23823	197	5432	30	8659	336
