#OTU ID	A04	A18	G11	Z16	B04	EA44	EA47	EA48	EA49	EA50	EA51	EA53	EA54	EA55	EA57	EA58	EA60	EA61	EA63	EA68	EA70	EA72	EA73	EA76	EB01	EB02	EB03	EB04	EB05	EB07	EB08	EB09	EB10	EB13	EB16	EB17	EB20	EB21	EB24	EB28	EM03	EM12	EM22	EM25	EM27	EM30	EM32	EM33	EM34	E12	K16	M12	P24	P31	CA40A	CD21A	CD24A	CD25A	CD27A	CD28A	CD29A	CD30A	CE19A	CM28A	CM29A	CM30A	CM31A	CM32A	CM33A	CM34A	CM35A	CM36A
Sg_K01_5	72	122	776	35	639	1	1322	348	50	175	48	23	408	955	49	1654	720	815	281	405	430	20	19	893	784	128	2062	426	13	614	172	816	1920	254	290	470	576	1966	1079	1306	467	10	15	621	25	28	2085	562	98	254	1969	2	1444	22	142	20	8	117	19	19	22	74	17	21	48	15	139	1041	69	227	141	98
Sg_K09_1	298	56	67	1231	2220	6	967	497	351	163	1402	1045	356	2392	228	925	326	841	456	712	818	1900	2104	1170	426	349	1764	337	620	740	931	793	14361	458	1255	715	539	2353	2176	11231	435	1031	6656	741	2288	563	8199	464	1706	286	868	163	640	2098	263	85	281	145	59	27	80	114	147	162	172	161	325	279	137	172	327	348
Sg_K09_61	32	368	555	47	474	5036	273	2470	1015	9	8	297	126	10255	6795	2537	1953	395	572	1909	803	394	370	2391	22629	50	101	624	409	194	2497	5001	9	277	5032	1494	776	9	2087	731	791	196	259	941	914	131	466	9143	807	2274	92	4967	3986	90	1344	317	1549	1531	310	2213	1359	1021	1186	2208	261	2197	260	1395	372	992	687	1667
Sg_K10_28	91	40	9687	273	124	0	456	5254	1173	1390	87	19	2	291	205	87	213	109	185	2724	24	117	3	11	20669	16714	239	2894	5233	76	231	1554	0	9173	934	3684	2010	14	1	47	904	0	1	51	1	310	3	282	4	319	2	0	6884	1	923	79037	16021	2005	18	27	209	931	42	3516	313	2	116	547	18	17	22	1
Sg_K14_18	1940	1546	1429	66	25986	144	114	1801	1820	124	110	94	89	102	8765	48	40	157	63	1440	10622	211	141	24917	1200	7246	1260	1549	81	633	2837	21424	67271	7444	130	9863	26779	250	192	112	142	96	191	20594	220	120	40905	313	162	18	94	83	54161	241	1595	37	24	1792	21	21	193	444	8	86	5103	49	3383	1016	215	55	33	44
Sg_K15_44	2613	241	334	1020	9187	3	12273	3719	7233	1392	4051	2615	2612	3068	1681	10302	3696	11961	9324	5175	7950	15334	69778	30997	2692	3129	27724	4322	4258	8357	5212	15731	43139	2629	15223	7029	8347	45667	19825	8060	3606	5999	8411	9386	39934	3065	7012	8826	8942	588	9788	1578	6236	42295	460	263	880	308	175	114	409	235	209	343	503	453	1056	968	395	645	410	531
Sg_K16_17	30	12	76	227	22325	1	648	202	202	6	39	510	12255	2	21	4792	18	42	12713	12692	419	16	6	4	31	556	23	7144	8	3	5	7	3	36	8	47	41	16	107	95	71	28318	5	189	4	3	1	7265	1	3	43188	5730	677	395	121	50	10561	10	7	31	525	69	0	9019	31	10	10	323	76	383	75	207
Sg_K16_50	350	3	8	51	80	69	13	16909	184	49	10	36348	344	275	1070	888	232	78845	17	2266	7913	97408	220	30804	22904	2511	228	108	8	37	53	603	954	68	5405	2949	3623	137	10296	83190	43044	4075	1903	15307	8734	1758	587	184	13	13	77274	4	3742	115	211	811	16	0	3	305	235	17	36	10	31	81	4	41	52	18	1250	730
Sg_K16_53	2614	30261	1957	2601	6244	1	6858	9917	1063	5088	178	856	992	888	780	703	12387	117592	6693	3942	17422	1523	1098	40930	1693	2199	2260	2120	1332	1145	35770	4381	341	17589	18312	9349	10667	27731	15781	1793	1141	1643	374	21294	62	1203	319	3148	520	74	106612	484	9627	100525	3120	5059	1304	4013	323	2417	8199	892	975	955	5641	344	7382	1964	32738	60899	14303	4339
Sg_K17_22	655	1712	3472	304	30	4	256	297	377	21	239	277	772	245	30	26	342	48	85	105	157	115	3	38	138	132	23	868	392	23	61	161	13	148	308	414	259	15	113	264	354	376	14	373	17	238	195	129	0	44	84	152	130	204	211	310	251	1008	296	379	492	216	638	5083	616	200	258	610	954	774	411	226
Sg_K22_12	8	38	0	19	120	166	2378	22	95	28420	126	7	594	9	8	916	1987	1	2892	542	11	3	7	890	39	42	3	2	3	64870	401	114	3703	10	3	11	53331	23	6	8	7	57	6	1	6	1445	11817	9934	1	23	117	74	3776	680	61	1	0	490	22	71	4	74	74	42	54	74	2564	580	15	37	182	58
Sg_K22_14	781	4560	5016	18780	976	17	1296	5217	6613	605	935	5022	996	17491	337	7059	2874	1306	8900	7107	1586	1743	725	920	14139	5081	1152	7729	1180	226	1335	390	366	14613	4303	31928	5178	633	1192	1740	3093	1775	577	1459	452	8018	722	1834	128	79	1512	4491	1451	2385	1424	27726	1030	672	180	55	10814	5987	87	11340	1862	4558	724	836	1883	1441	2727	1564
Sg_K22_66	702	457	544	843	877	1	2236	1076	1157	577	390	716	1470	304	191	515	487	1233	1414	2575	3408	1008	826	4582	1245	1608	848	1776	512	368	406	2261	743	1481	585	2259	2320	1252	1231	457	3348	3447	741	986	619	675	304	1129	453	102	4801	459	2010	3417	750	1094	382	1576	141	546	1323	752	62	484	514	209	1329	909	1283	370	670	535
Sg_K22_8	132	301	62	154	2267	10	793	624	343	387	1038	218	341	2211	237	331	340	898	1094	589	966	37011	1468	3033	265	320	1465	370	322	1410	5701	1259	28056	424	965	601	534	3235	1378	714	556	1224	6900	8173	779	1431	1514	505	380	256	4103	245	416	1364	261	38	101	230	121	121	136	80	83	86	479	279	193	260	118	113	181	184
Sg_K31_45	144	13	215	15	6	17	82	16	29	2203	2	29	45	107	156	58	12	29	306	780	35	35	8	29	6	1	24	18	10	12	7	14	31	10	6	21	26	28	19	41	23	17	14334	14	473	4	29	117	575	12	10	3835	49	5	839	2	14	30	5	122	21	133	6	19	20	5	310	156	27	1816	11	16
Sg_K32_30	4	14	31	1	13	640	4	29947	52	3	4	11	6	421	209	120	75	24	13	118	107	16	40	480	163	0	0	14	16	5	103	62	1	69	153	120	103	1	81	43	70	16	10	59	8	6	37	45	15	305	8	92	2688	0	66	20	91	32	173327	96	49	10	5	3352	55	43	6	31	12	78	41	73
Sg_K34_1	407	411	2410	917	573	4	325	432	272	168	137	182	410	217	100	153	264	235	290	2812	4832	225	116	413	170	188	283	4133	589	188	307	1423	784	508	396	382	2896	449	336	722	952	287	169	312	538	234	193	219	67	185	347	93	2608	190	12029	2079	339	649	386	36182	1915	872	418	1065	15996	218	648	10017	846	14072	9559	568
Sg_K36_16	10967	183	431	2502	48027	6	61126	8029	40034	761	10611	7536	9752	18781	4227	19872	16220	44199	79815	15366	25806	55725	630852	155866	6387	11376	141426	16464	22550	41773	17934	76344	295769	6340	90866	34890	32417	253954	117205	28426	4993	20783	43150	33582	238698	9826	39255	38141	81829	95	30733	3833	17549	250308	460	170	4170	129	202	51	294	221	34	429	150	719	3301	813	464	2470	277	263
Sg_K36_17	108	2210	20734	209	346	20754	1801	11680	4905	124	736	7178	615	17894	54622	9409	17623	4629	7361	9239	5539	20816	387	1767	16396	42	969	1014	15781	257	2961	9411	16	2571	32072	14438	42418	4	16262	49	504	501	5527	1330	9295	63	9722	10062	109	2247	31	5427	6225	34	10656	13730	1432	913	370	4624	8075	3441	430	6967	1295	536	926	15941	1243	2180	945	9393
Sg_K36_27	3155	359	311	381	2345	3	3888	12776	1249	945	1129	932	715	905	862	1483	11026	38339	4393	9691	8226	60672	4914	6560	5987	3662	16779	1677	485	5269	7110	9501	2158	1888	16985	2676	9968	9796	14018	11410	2648	16379	2658	63906	1879	4063	2767	5257	1020	234	22711	452	18227	10209	349	410	515	626	71	38	491	186	43	942	279	227	1527	787	304	446	2299	242
Sg_K36_29	3434	548	333	2201	36573	2	31996	5199	23876	3138	1230	62038	13866	15997	5545	13760	14540	5267	29819	32107	13108	41683	19048	25123	5290	4146	60653	3790	13465	11324	19163	18901	2399	7521	22202	7965	14682	40724	24096	25257	3465	31291	75619	13219	1915	5993	3386	16254	9110	203	25474	7009	4490	19421	639	567	2782	673	283	263	311	940	140	1703	2114	940	3500	1699	1473	490	3025	4609
Sg_K36_3	367	775	1732	12	95	3	110	145	488	56	886	222	341	540	18	73	367	139	103	154	29	137	25	223	109	109	3	2592	471	4	34	18	49	361	79	1304	103	26	83	701	411	160	105	38	1	533	56	73	0	677	4614	99	438	119	1352	206	1251	4297	524	16864	35	2023	2003	826	642	58020	10312	133	390	2170	73487	137
Sg_K36_6	1626	220	413	3028	2554	297	1658	1326	1790	1262	1641	3351	1809	1635	459	1458	650	1274	1096	958	839	16252	6184	1088	722	750	4295	1546	5816	768	1543	1237	5850	1538	2403	1387	935	2340	3206	2499	1284	1550	7281	1663	11548	3490	11338	1194	1384	9189	4237	592	888	4291	1124	391	685	751	705	1800	1448	701	3078	1782	648	1206	1308	6961	579	644	775	2029
Sg_K36_8	5443	307	2194	102	2435	0	26945	1189	3438	5	37	34009	10124	19	9	57	201	1792	56	7535	12129	490	1	2595	3959	14	27592	2242	75	3090	4107	204	65	56	1436	116	4330	1457	15	104	1893	59	6	592	42	6322	4	6104	0	9	8218	2459	4816	182	58	5	198	8	118	329	79	37	18	19	374	92	257	367	37	416	208	5
Sg_K40_29	1008	722	137	977	232	3	256	7505	2435	382	400	362	276	2281	41	375	931	787	11971	5608	1317	833	1249	571	461	434	205	2557	520	135	323	306	257	1631	232	2640	2883	530	2104	166	154	1958	193	235	481	258	53	316	202	16	307	246	1920	341	256	564	243	1001	87	328	1606	1358	19	1928	4355	666	309	505	9664	110	506	264
Sg_K40_38	68	75	218	383	49	34	112	12072	74	16	9	67	76	12	7	48	21412	64	62	65	137	80	2	2593	46	103	11	37844	105	9	3279	53	41	191	44	260	252	19	21247	54	57	127	2	60	21	465	2	181	32	0	47	46	167	93	88	46	274	1224	47	92	233	81	40	549	106	26	128	120	46358	316	4187	333
Sg_K40_4	177	550	5939	264	120	6	144	563	698	3	11	126	263	144	18	23	330	367	794	5223	306	86	16	76	1423	66	1001	2031	176	15	380	314	106	416	53	1475	643	74	139	656	157	126	151	855	6	54	19	474	1	223	10959	48	3524	109	62728	5920	902	45662	546	2734	19145	971	275	88607	4865	202	990	2896	4352	2090	528	377
Sg_K40_76	278	649	235	1672	553	51	393	630	743	554	430	426	397	438	118	1289	194	819	577	910	545	738	362	713	477	364	625	667	479	159	457	546	150	334	585	567	13153	507	691	1207	3836	544	975	582	314	393	100	363	67	29	996	201	479	713	424	7474	2805	81	36	19	15137	69	37	10993	173	348	564	350	1170	293	5348	326
Sg_K46_34	2754	4119	35907	4884	2269	0	12756	7139	119643	262	6	603	1122	1070	4679	2693	5011	1242	34307	4246	1686	558	133	910	19221	33201	382	25823	43891	256	2627	955	0	25949	8851	19820	3698	45	10705	10689	1545	6072	2	10476	0	864	11	3789	3	3	1342	584	4882	160	3372	7867	590	8211	63	280	23659	257	33	6690	10735	657	237	13309	117	115	15568	1221
Sg_M01_13	239	7434	3483	60899	43	0	89	3926	5323	38	14	296	221	26	20	72	2387	2843	100	2069	2074	95	5	158	1240	49	22	20385	60	60	24	3386	6	104	38	344	2385	39	44	128	91	104	3	148	3	25	1	85	22	4	191	154	509	78	7816	732	99	5872	117	1237	5060	425	398	11451	13913	41	608	13341	16407	747	175	251
Sg_M01_30	797	2578	1363	1243	184	3	464	1043	746	136	87	355	515	199	47	224	1095	516	6811	1010	3272	324	193	132	409	332	199	13765	179	85	162	4283	243	439	214	1115	8401	323	372	12584	294	298	44	343	101	179	55	272	68	91	960	125	695	282	4288	528	400	2407	797	887	27654	1036	503	6197	3184	288	2033	3325	14022	2728	1096	991
Sg_M02_37	39	161	1559	77	1085	1	1795	408	17	162	22	23	875	2090	102	2283	1594	1873	559	847	801	35	4	1419	1436	159	4091	1380	49	1139	282	1978	4061	379	478	629	945	3018	2514	600	639	6	36	747	12	16	2982	861	49	388	3461	4	2313	37	235	51	23	183	16	19	31	148	29	57	19	11	327	1316	65	491	191	133
Sg_M02_5	82	18	129	321	366	11	687	874	169	69388	191	294	217	190	12726	440	131	451	8468	3688	1879	885	629	38744	207	8195	1879	1673	690	210	8648	350	564	23327	460	9067	6655	620	496	252	174	320	573	4093	569	150	616	385	259	20	811	109	325	800	37	38	320	79	20	9	55	41	7	29	66	30	87	111	40	28	74	74
Sg_M02_8	611	60	272	234	624	9	2647	1008	95	974	86	3237	187	108	699	7254	3164	3949	6314	5668	1165	7653	568	2116	2203	762	1317	1626	155	505	1414	762	246	1965	7050	1141	745	648	2845	167	647	224	104	7811	111	346	49	175	266	31	857	321	1293	953	127	78	68	214	45	16	113	69	25	126	109	76	95	350	102	52	72	99
Sg_M03_37	289	67	170	247	104	1472	179	575	559	222	36	94	113	117	379	108295	532	65	564	579	3076	177	36	350	10800	378	281	255	936	2575	5813	281	236	262	798	245	628	90	78	181	92	818	34	5368	148	82	325	676	601	27	4701	55	152	358	308	242	147	253	54	45	153	301	17	1472	185	89	204	475	105	237	179	117
Sg_M03_38	51	32	82	10	3	7	12	47281	15	15	5	2	6	9	6	8	10	3	4	35	2	1	0	3	75	1068	3	119	45	3	4	15	0	85	3	50	2100	9	5	5	41	2	4	3	4	26	4	3	2	67	3	3	212	2	19	139	60	31	12	13	16	30	2	333	8	3	7	5	3	3	10	4
Sg_M07_23	92	7201	2645	2630	612	1	116	1565	8630	36	326	425	623	1471	46	833	477	705	708	6159	2294	1742	187	465	1443	5468	168	7147	244	198	1425	194	89	1939	468	2897	6302	353	446	1079	575	824	526	256	55	604	93	325	191	57	1678	572	236	335	2089	10103	566	221	31	581	18997	588	2190	1089	2689	6961	439	140	2412	314	2952	321
Sg_M07_27	602	25	124	59	23	0	42	71	183	5	19	20	38	18	5	25	37	20	46	64	44	26	2	4	18	73	8	202	53	3	9	286	0	11	14	55	66	19	173	142	50	77	1	58	1	17	0	40	3	3	95	91	61	86	233	68	144	245	37	546	38360	364	34	352	198	11	322	189	8605	356	119	303
Sg_M07_39	178	5830	49	29	86	0	17	209	4649	2	33	50	23286	4338	3	0	1607	879	381	183	18	196	0	49	543	14	3	33	30	3	28	18	0	101	20	19	62	61	117	2508	91	148	0	291	0	100	0	1594	0	126	972	3	2677	2064	18	20	2098	115	285	11215	14	7796	1955	2378	944	29	5756	464	71	2169	901	165
Sg_M07_4	3644	1430	4216	114	6	11	11	1588	5672	58	388	26	88	23	1	9	6631	871	35	941	758	8	2	2	30	45	4	33	110	69	389	3168	4	73	6	72	1644	32	38	61	124	74	7	2037	0	156	7	785	0	12	30	140	7227	32	3724	140	4258	11087	753	3784	316	7192	410	54358	3878	122	5633	820	6857	38	1932	108
Sg_M08_36	753	3122	26925	535	1677	3	1343	2451	1170	1533	230	13471	454	360	1194	537	4046	15946	4546	8012	4108	10863	2650	4577	2588	6688	620	7648	331	2056	3211	6457	504	3570	1933	1552	4467	2012	6742	2349	7280	15724	289	6983	270	367	319	1083	49	31	2841	152	3817	1740	12172	1680	312	1365	3343	190	3133	1738	126	1009	445	184	6254	1947	1509	3017	227	35869
Sg_M11_5	123	518	475	29	2305	25500	90	1334	3003	12	2	545	82	968	1175	8829	10657	1965	248	8305	7487	330	3169	8194	1367	19	54	104	139	755	15665	1245	27	184	592	107	1786	13	112	139	2014	878	741	4250	293	125	218	1332	416	7236	633	13752	3743	350	756	1020	7476	2706	990	10445	726	9639	1891	5797	1839	17474	450	2002	1372	18386	1153	608
Sg_M11_7	913	43	1601	234	43	3	82	85	274	50	28	131	69	68	26	80	179	91	116	102	97	78	222	112	60	36	35	67	30	68	70	45	91	82	93	87	143	100	129	880	73	128	92	92	26	74	137	118	111	25	84	28	120	628	244	139	81	100	1268	3546	1116	601	36	547	477	43	348	634	946	560	494	133
Sg_M12_17	140	85	6211	54025	810	2	404	17243	24131	1597	680	10971	1092	33392	195	2909	11889	1963	10679	103069	1534	31946	405	1073	53093	591	809	3819	182778	616	418	1306	1041	796	1413	3458	5726	797	5221	6273	4252	2346	1190	2516	771	469	1927	16656	1710	107	2926	20193	51590	890	2182	140	28499	22633	1348	86	708	305	29	647	374	450	8535	841	192	60	23756	1179
Sg_M12_21	29030	134311	1001	2418	3462	359	7070	18908	162554	22425	363665	65924	45630	12168	740	2670	45661	1984	3584	3593	3953	2961	5613	638	20899	36369	1240	12088	81694	412	10901	863	3907	87459	6513	99088	7579	1892	9852	11551	29428	40670	227	1390	832	73900	10872	10589	357	14298	6571	131172	6450	3297	67340	12434	18982	43588	77793	83574	1381	28863	132002	43549	63859	95535	186319	8022	56636	25111	66731	163114
Sg_M12_39	6800	40414	2623	194	1402	50	2978	7469	133280	298	36632	68626	143995	9321	210	6371	32261	1256	3405	5988	7311	1871	959	3620	1467	7676	205	4207	40799	701	1351	965	643	6561	689	7888	3367	602	14499	12671	49189	21408	1902	5684	73	21076	2986	22971	7	3909	6409	90043	2228	17884	15224	5707	14792	11888	5828	14205	1317	51683	11009	7754	38889	31138	96841	2348	8580	90760	108512	66634
Sg_M12_6	6539	418	619	1304	41396	14	42449	25909	6971	9251	22887	15987	4640	1742	671	138960	6715	43921	46446	23093	17117	89848	372657	30475	20020	8304	42000	10629	1374	32911	19596	25072	4923	15696	31011	12599	20879	65135	23475	37655	43111	14188	5600	54328	29332	11917	4858	51306	7904	17681	106756	68692	35929	10244	504	437	1629	439	255	97	341	200	186	770	419	367	2079	1886	1296	952	478	1070
Sg_M14_27	11944	3451	8399	12426	2074	4	9429	5112	791	1488	202	1460	929	4177	2641	4169	2152	1268	15364	3332	247	10099	482	2005	4246	3037	5764	2780	846	3809	2708	1354	5483	9935	7603	8218	1029	311	43390	437	742	3374	133	10666	4582	3064	31	6175	801	423	2192	5924	1226	5980	854	398	994	783	284	196	1290	778	262	858	1157	257	1311	1410	1302	577	1531	1627
Sg_M14_34	12	12	17205	17	0	0	9	6	2	151356	5	60	5	0	285	18	6	2	7	3	1	39	5	7	67	1	4	2	1	1	0	0	73	2	5	2	0	0	2	5	1	3	10940	4	5	29	34	4	0	4282	1	31	3	0	15	8	0	36	7	3	2	75	0	9	4	7	2	438	4	4	1	4
Sg_M15_10	350	1411	5973	2726	165	6	751	7508	6256	91	70	768	659	73	42	43	966	378	304	614	115	75	62	229	5072	2179	105	8296	311	51	182	846	198	612	225	2391	2796	570	68	4789	3138	144	60	250	369	2121	75	494	56	49	1610	311	3121	1992	3229	3092	4774	6044	627	240	8519	16983	302	23051	3778	1433	9588	5487	6687	395	638	7195
Sg_M15_17	368	14824	617	10439	491	2	562	21504	363	175	348	6286	477	913	85	1668	676	3495	1318	752	639	528	230	1697	1041	1696	253	1632	8454	247	3065	234	1834	1138	612	6646	6613	758	2085	1959	4172	31444	532	817	106	633	148	2767	44	52	1148	719	1261	321	659	713	7789	2454	227	93	12476	9658	48	902	881	19854	1279	282	2160	447	2143	4871
Sg_M15_29	3369	1660	278	195	55	10	163	333	3764	21	6803	1845	3896	467	5	456	1136	125	432	124	226	89	30	144	372	522	9	314	9791	20	62	67	40	9251	62	637	157	30	1142	539	5128	624	1019	163	6	1298	150	563	0	144	310	2657	129	2394	1078	330	4699	1247	556	796	77	1228	2305	370	1285	948	2644	1046	343	2221	5731	1336
Sg_M17_3	324	1321	2014	1082	148	18	330	2019	352	38	57	339	296	84	51	89	10527	326	496	354	289	287	872	954	386	213	389	21064	519	200	171	3219	404	235	162	1106	4498	2944	304	550	302	154	71	302	351	78	22	300	38	20	705	167	903	251	17281	270	185	2561	2204	3518	11503	859	117	6256	20752	105	1427	4582	16012	16793	560	520
Sg_M17_33	73	21885	5943	63	16	0	174	6370	8225	9	62	22	31462	13	7	7	349	223	7537	2372	950	141	7	82	3570	24	44	3050	38	136	361	248	39	58	40	3004	1583	51	141	257	130	67	3	6742	3	37	6	183	38	9	161	32	1868	159	394	614	13400	3312	2567	232	3813	72015	144	19289	480	904	21910	1161	13836	1157	227	258
Sg_M21_45	303	113	231	1480	1086	2	670	724	496	953	612	570	410	416	209	818	291	706	825	990	601	1353	689	1552	1011	687	661	1116	2172	2643	1075	762	611	817	784	765	111099	712	873	748	374	1174	1016	1098	687	534	757	501	195	79	1192	310	940	1040	230	12446	398	274	129	107	628	193	39	272	68400	354	510	523	1927	102	663	356
Sg_OA11r1_10	3522	846	7159	13556	2069	4820	2099	4217	1613	4061	865	2136	1016	1236	4311	2685	842	1806	3172	1892	2056	1417	1590	1731	4736	11750	1889	2566	3649	10403	1765	1591	1938	5569	2536	2752	3469	1674	1613	1640	1825	1605	2369	1741	2136	1494	2073	3019	1983	688	1605	973	2598	2145	867	20522	9447	1837	234	166	926	696	319	1581	612	454	623	689	463	259	1055	750
Sg_OA11r1_12	699	223	13335	175	61	43	404	11411	1136	1316	177	10	121	209	137	82	214	63	128	1136	31	122	3	74	8417	57655	188	8266	3131	65	106	532	0	6042	527	3485	9458	15	21	83	678	13	16	68	1	695	20	119	3	1024	7	32	2597	8	1049	19283	12527	13811	78	18	316	694	161	2394	100	57	109	174	132	9	383	4
Sg_OA11r1_9	92	35	311	13453	309	6	4555	118	4432	259	179	27468	105	117	51	24990	148	8564	257	199	1912	449	763	7415	8047	194	547	1705	101	134	3714	15424	326	1359	416	1656	254	448	22527	151	118	595	268	476	411	776	323	229	88	60	1316	40	331	564	2480	37	55	115	53	34	199	917	12	115	67	52	71	325	2395	43	89	126
Sg_OA13r1_14	435	1493	7444	9188	1768	1	36241	8397	9062	11	2211	32865	718	15	1915	367	242	1121	1103	878	18739	336	7	66	1419	27636	246	1038	33	53	15	129	0	207	16	595	2027	112	4805	7326	2979	2336	4	9115	4	3	2	871	1	6	2705	473	703	18376	5005	3233	886	53	492	7	71	594	0	619	609	12	594	19706	3507	241	2992	12151
Sg_OA13r1_52	1018	184	8416	1192	428	6	393	401	406	345	449	816	298	217	89	125	314	7517	400	1038	1208	751	261	1080	3464	358	730	784	460	181	382	455	595	347	558	654	1016	796	963	598	290	7172	639	458	281	886	720	452	598	94	360	176	2172	583	707	545	2208	1407	177	154	546	101	346	219	286	273	395	581	284	81	203	777
Sg_OA7r2_37	214	225	985	5905	212	1	287	302	1212	59	1384	378	704	313	225	548	168	258	590	10281	346	437	473	244	25071	695	766	849	640	47	234	211	79	1100	157	490	4019	823	1014	992	3222	1380	132	1630	64	232	44	972	23	11	363	167	364	413	28854	480	5030	1815	3949	6	441	1877	14	394	367	143	2481	1940	260	1803	181	2382
Sg_OA7r2_38	5322	1286	2450	6612	2105	1046	3182	3112	2770	1774	2864	3064	1399	2818	1779	2956	2121	4200	3129	3022	3685	3517	4110	3356	2926	2252	1722	3042	3123	1833	3455	3224	1722	3102	3582	3902	9776	2342	3161	3487	2566	3775	1942	4214	1570	1738	1529	2759	1604	946	3157	2263	3063	3228	2388	1521	1541	1210	480	1191	3000	1475	544	1590	1603	1286	1375	2110	19703	2271	2277	3175
Sg_OA7r2_4	17	13	230	10	0	2	21	22	26	15	162	2	14	11	0	27	10	5	11	28	1	2	0	39	424	83	1	53	13	3	2	52	0	64	6	55	29699	1	17	6	50	10	1	0	0	12	2	15	0	1	5	13	50	1	14	268	74	13035	10	15	59	31	185	223	16	18	6	23	242491	12	77	3
Sg_OB03r2_1	27755	3	1599	3349	0	1	120	3	2698	1287	1	16	6972	7615	163	83	16	7	68783	890	26	3	0	2	5	2	3188	24	12	5	2	8	12876	949	4	8	13	1	25	142	13	4	38403	1	81	9	6150	65	30547	5	7	158	0	2	7	0	1	13	3	71	3	46	13	4	3	1	2	102	1	61	0	199
Sg_OB03r2_39	792	56	31	270	3135	45	6485	868	1583	475	3196	867	846	3614	484	2172	1239	3086	2087	1700	2311	4628	7136	8349	600	1465	5076	1157	1463	4570	3150	4161	14405	840	7154	2009	3088	11068	11118	2353	943	2304	6329	2743	11092	1776	3554	2678	12259	177	3047	341	1689	11340	195	69	183	203	42	29	91	61	29	72	160	202	216	412	168	137	142	245
Sg_OB03r2_6	40	486	19	220872	393	3157	44	92	1710	15870	40601	87	110	6372	371	620	59	65	1754	296	71	561	162	94	10816	14185	73	3838	2315	1315	255	234	1032	22275	134	668	106	195	54	1471	52	64	4506	129	3149	50214	628	86	242	111170	176	1214	88	138	17	7	24	40	106	17	19	9	75	37	85	39	47	81	12	507	149	128
Sg_OB05r2_32	1530	413	79	466	1241	40	30381	89	13757	72	661	2354	12037	4420	3708	15273	2758	325	3302	296	101	2773	671	207	242	1946	2837	148	11361	403	1465	68	24153	318	12772	352	54	240	7433	2592	2041	4902	12918	518	17675	26188	146	118	5233	8222	6302	305	459	13154	30	15	166	31	341	103	62	41	10410	50	158	4	552	123	26	294	1398	1918
Sg_OB05r2_38	2258	492	696	3615	3650	1	13756	15285	3181	1835	4758	350	8660	441	16148	774	9155	16286	16455	11790	21794	2203	1459	11811	6193	8748	37318	5807	13288	16295	4998	17363	4774	9976	5953	12268	17963	26385	16194	29531	18810	32542	78730	10890	592	4052	2253	556	458	1114	9130	6018	8768	47952	570	315	788	1735	146	47	449	475	124	579	1124	70	2332	2206	230	1294	79	1267
Sg_OB05r2_8	21	146	770	25	945	234	2335	543	130	249	10	52	569	1557	958	2436	1374	1157	600	770	638	35	162	1134	1012	222	2604	598	42	595	655	1067	4356	318	519	576	978	3193	1412	673	820	36	108	1075	57	90	2231	782	77	796	1896	808	2915	70	206	23	2	221	52	275	19	115	121	226	26	401	227	1272	67	3791	255	95
Sg_OB24r1_18	6149	4420	2494	8254	126045	107	7778	9550	3103	396746	30391	20878	22633	5648	15720	5848	5330	90536	12296	56104	16389	127410	20598	47281	59745	25835	280976	5130	25260	31897	163691	58358	11621	40258	35694	40964	26316	30107	53175	8313	6320	14975	154003	30134	11059	183075	10051	3325	12290	698	4808	3709	10925	79897	4911	3044	5020	1232	1575	267	1681	2001	1323	2483	9344	12217	2486	5232	1541	2509	1489	6673
Sg_OG24B2A_25	75974	1105	34707	108252	1236	49	5212	14006	10841	1873	591	3576	23141	30725	2674	5779	1407	2359	14135	25693	1590	31071	7804	4722	15718	11298	1438	25741	22300	1661	1471	7018	300	42925	21443	7015	16613	1242	3830	8368	13412	17131	318	36719	1014	2957	344	29443	543	332	3383	24302	6411	2661	6968	16032	6402	4236	798	773	25083	5238	475	5344	4163	19402	1037	9104	4201	4268	10846	9281
Sg_OG24B2A_39	206	86	47	12769	634	17	7829	76	223	221	413	84	148	2023	56	6639	63	1132	221	7170	33934	388	54	136	263	1328	64	791	85	532	389	413	2237	3257	4474	1833	1157	366	687	33195	2469	428	58	86	217	1777	110	255	38	22	198	31	116	235	206	11	5150	216	16	47	88	9	10	90	107	14	57	4448	492	602	579	560
Sg_OG24B2A_8	822	2103	345	44	55	6	548	1045	1123	31	2009	314	2109	1421	47	51	892	84	283	210	320	68	51	290	605	279	15	1030	7835	8	74	44	14	598	119	631	210	50	220	434	13150	201	21	83	1	512	31	554	0	550	431	6558	242	283	4803	467	936	1537	1396	1690	133	2822	1471	1644	1225	688	1353	1235	4285	1481	1789	1569
Sg_OM21r1_55	102	63465	9424	179	54	2	135	2339	186	9	39	133	424	205	41	31	329	347	209	246	275	63	58	33	1219	151	43	649	103	92	23	3841	13	422	62	211	1801	601	139	398	287	86	17	96	59	34	4	222	7	12	9516	32	615	148	2881	529	586	1473	1103	500	5109	2634	148	11605	2249	124	33099	4830	141549	15289	553	263
Sg_P15_12	61	5	7	42	98	82	162	22	41	84	7052	33	49	197	306	82	74	107	140	59	4755	267	254	200	56	21	225	22	53	255	51	44	203	107	221	63	67	115	182	124	56	97	131	107	163	74	319	92	77	158	80	84	114	102	56	8	20	114	47	11	17	18	31	33	23	72	105	54	15	73	22	44
