edge_id	source	target	corr	weight	p	p.adjust	cor_type	pairs
edge_398	Sg_EM22_6	Sg_CG50A_74	0.9123	0.9123	0.001	0.001	Positive	Sg_EM22_6__Sg_CG50A_74__Positive
edge_399	Sg_EM22_6	Sg_CM31A_52	0.8133	0.8133	0.001	0.001	Positive	Sg_EM22_6__Sg_CM31A_52__Positive
edge_400	Sg_EM22_6	Sg_D09_14	0.7812	0.7812	0.001	0.001	Positive	Sg_EM22_6__Sg_D09_14__Positive
edge_401	Sg_EM22_6	Sg_EA47_17	0.6434	0.6434	0.001	0.001	Positive	Sg_EM22_6__Sg_EA47_17__Positive
edge_402	Sg_EM22_6	Sg_EB09_7	0.7639	0.7639	0.001	0.001	Positive	Sg_EM22_6__Sg_EB09_7__Positive
edge_403	Sg_EM25_40	Sg_CA11_3	0.5471	0.5471	0.001	0.001	Positive	Sg_EM25_40__Sg_CA11_3__Positive
edge_404	Sg_EM30_38	Gp_YAB_333	0.557	0.557	0.001	0.001	Positive	Sg_EM30_38__Gp_YAB_333__Positive
edge_405	Sg_EM30_38	Sg_A20_35	0.5079	0.5079	0.001	0.001	Positive	Sg_EM30_38__Sg_A20_35__Positive
edge_406	Sg_EM30_38	Sg_A27_23	0.5226	0.5226	0.001	0.001	Positive	Sg_EM30_38__Sg_A27_23__Positive
edge_407	Sg_EM30_38	Sg_A28_8	0.621	0.621	0.001	0.001	Positive	Sg_EM30_38__Sg_A28_8__Positive
edge_408	Sg_EM30_38	Sg_CG50A_49	0.5531	0.5531	0.001	0.001	Positive	Sg_EM30_38__Sg_CG50A_49__Positive
edge_409	Sg_EM30_38	Sg_CM17_16	0.6119	0.6119	0.001	0.001	Positive	Sg_EM30_38__Sg_CM17_16__Positive
edge_410	Sg_EM34_4	Gp_YAB_339	0.6694	0.6694	0.001	0.001	Positive	Sg_EM34_4__Gp_YAB_339__Positive
edge_411	Sg_EM34_4	Sg_A11_12	0.8048	0.8048	0.001	0.001	Positive	Sg_EM34_4__Sg_A11_12__Positive
edge_412	Sg_EM34_4	Sg_B25_38	0.6355	0.6355	0.001	0.001	Positive	Sg_EM34_4__Sg_B25_38__Positive
edge_413	Sg_EM34_4	Sg_CG50A_74	0.6469	0.6469	0.001	0.001	Positive	Sg_EM34_4__Sg_CG50A_74__Positive
edge_414	Sg_EM34_4	Sg_CM31A_52	0.8678	0.8678	0.001	0.001	Positive	Sg_EM34_4__Sg_CM31A_52__Positive
edge_415	Sg_EM34_4	Sg_D09_14	0.7262	0.7262	0.001	0.001	Positive	Sg_EM34_4__Sg_D09_14__Positive
edge_416	Sg_EM34_4	Sg_EM22_6	0.6569	0.6569	0.001	0.001	Positive	Sg_EM34_4__Sg_EM22_6__Positive
edge_417	Sg_G06_9	Gp_MJ3_477	0.4741	0.4741	0.001	0.001	Positive	Sg_G06_9__Gp_MJ3_477__Positive
edge_418	Sg_G09_4	Sg_EM12_46	0.4967	0.4967	0.001	0.001	Positive	Sg_G09_4__Sg_EM12_46__Positive
edge_419	Sg_G10_35	Sg_EB03_22	0.8051	0.8051	0.001	0.001	Positive	Sg_G10_35__Sg_EB03_22__Positive
edge_420	Sg_G18_19	Gp_MJ2_113	0.5706	0.5706	0.001	0.001	Positive	Sg_G18_19__Gp_MJ2_113__Positive
edge_421	Sg_G18_19	Gp_meta27_511	0.5291	0.5291	0.001	0.001	Positive	Sg_G18_19__Gp_meta27_511__Positive
edge_422	Sg_G18_19	Sg_B07_38	0.4947	0.4947	0.001	0.001	Positive	Sg_G18_19__Sg_B07_38__Positive
edge_423	Sg_G18_19	Sg_CE19A_24	0.5484	0.5484	0.001	0.001	Positive	Sg_G18_19__Sg_CE19A_24__Positive
edge_424	Sg_G18_19	Sg_D02_9	-0.6028	0.6028	0.001	0.001	Negative	Sg_G18_19__Sg_D02_9__Negative
edge_425	Sg_G18_19	Sg_G09_4	0.5571	0.5571	0.001	0.001	Positive	Sg_G18_19__Sg_G09_4__Positive
edge_426	Sg_G19_41	Sg_CA9_20	0.5691	0.5691	0.001	0.001	Positive	Sg_G19_41__Sg_CA9_20__Positive
edge_427	Sg_G21_58	Sg_C02_30	0.7105	0.7105	0.001	0.001	Positive	Sg_G21_58__Sg_C02_30__Positive
edge_428	Sg_G21_58	Sg_CA11_3	0.7291	0.7291	0.001	0.001	Positive	Sg_G21_58__Sg_CA11_3__Positive
edge_429	Sg_G21_58	Sg_D03_78	0.6228	0.6228	0.001	0.001	Positive	Sg_G21_58__Sg_D03_78__Positive
edge_430	Sg_G22_16	Gp_YAB_339	0.7495	0.7495	0.001	0.001	Positive	Sg_G22_16__Gp_YAB_339__Positive
edge_431	Sg_G22_16	Sg_A11_12	0.8935	0.8935	0.001	0.001	Positive	Sg_G22_16__Sg_A11_12__Positive
edge_432	Sg_G22_16	Sg_A11_2	0.6935	0.6935	0.001	0.001	Positive	Sg_G22_16__Sg_A11_2__Positive
edge_433	Sg_G22_16	Sg_B25_38	0.8002	0.8002	0.001	0.001	Positive	Sg_G22_16__Sg_B25_38__Positive
edge_434	Sg_G22_16	Sg_C03_36	0.6006	0.6006	0.001	0.001	Positive	Sg_G22_16__Sg_C03_36__Positive
edge_435	Sg_G22_16	Sg_CG50A_74	0.7909	0.7909	0.001	0.001	Positive	Sg_G22_16__Sg_CG50A_74__Positive
edge_436	Sg_G22_16	Sg_CM31A_52	0.8328	0.8328	0.001	0.001	Positive	Sg_G22_16__Sg_CM31A_52__Positive
edge_437	Sg_G22_16	Sg_D09_14	0.8335	0.8335	0.001	0.001	Positive	Sg_G22_16__Sg_D09_14__Positive
edge_438	Sg_G22_16	Sg_EA47_17	0.7711	0.7711	0.001	0.001	Positive	Sg_G22_16__Sg_EA47_17__Positive
edge_439	Sg_G22_16	Sg_EB09_7	0.8254	0.8254	0.001	0.001	Positive	Sg_G22_16__Sg_EB09_7__Positive
edge_440	Sg_G22_16	Sg_EM22_6	0.7925	0.7925	0.001	0.001	Positive	Sg_G22_16__Sg_EM22_6__Positive
edge_441	Sg_G22_16	Sg_EM34_4	0.6836	0.6836	0.001	0.001	Positive	Sg_G22_16__Sg_EM34_4__Positive
edge_442	Sg_G26_10	Sg_B03_29	0.5945	0.5945	0.001	0.001	Positive	Sg_G26_10__Sg_B03_29__Positive
edge_443	Sg_G26_10	Sg_C04_33	0.5613	0.5613	0.001	0.001	Positive	Sg_G26_10__Sg_C04_33__Positive
edge_444	Sg_G26_10	Sg_CK52A_43	0.5854	0.5854	0.001	0.001	Positive	Sg_G26_10__Sg_CK52A_43__Positive
edge_445	Sg_G26_10	Sg_CM17_7	0.6054	0.6054	0.001	0.001	Positive	Sg_G26_10__Sg_CM17_7__Positive
edge_446	Sg_G26_10	Sg_CM29A_16	0.5567	0.5567	0.001	0.001	Positive	Sg_G26_10__Sg_CM29A_16__Positive
edge_447	Sg_G26_10	Sg_CM33A_60	0.5649	0.5649	0.001	0.001	Positive	Sg_G26_10__Sg_CM33A_60__Positive
edge_448	Sg_G26_10	Sg_E04_12	-0.559	0.559	0.001	0.001	Negative	Sg_G26_10__Sg_E04_12__Negative
edge_449	Sg_G26_22	Gp_MJ2_113	0.6232	0.6232	0.001	0.001	Positive	Sg_G26_22__Gp_MJ2_113__Positive
edge_450	Sg_G26_22	Gp_MJ3_477	0.5531	0.5531	0.001	0.001	Positive	Sg_G26_22__Gp_MJ3_477__Positive
edge_451	Sg_G26_22	Sg_B07_12	0.619	0.619	0.001	0.001	Positive	Sg_G26_22__Sg_B07_12__Positive
edge_452	Sg_G26_22	Sg_B07_53	0.5577	0.5577	0.001	0.001	Positive	Sg_G26_22__Sg_B07_53__Positive
edge_453	Sg_G26_22	Sg_B07_62	0.5695	0.5695	0.001	0.001	Positive	Sg_G26_22__Sg_B07_62__Positive
edge_454	Sg_G26_22	Sg_B14_13	0.616	0.616	0.001	0.001	Positive	Sg_G26_22__Sg_B14_13__Positive
edge_455	Sg_G26_22	Sg_B15_23	0.6818	0.6818	0.001	0.001	Positive	Sg_G26_22__Sg_B15_23__Positive
edge_456	Sg_G26_22	Sg_CA25_21	0.6366	0.6366	0.001	0.001	Positive	Sg_G26_22__Sg_CA25_21__Positive
edge_457	Sg_G26_22	Sg_CD24A_10	0.6349	0.6349	0.001	0.001	Positive	Sg_G26_22__Sg_CD24A_10__Positive
edge_458	Sg_G26_22	Sg_CD30A_34	0.7482	0.7482	0.001	0.001	Positive	Sg_G26_22__Sg_CD30A_34__Positive
edge_459	Sg_G26_22	Sg_CK05A_18	0.6502	0.6502	0.001	0.001	Positive	Sg_G26_22__Sg_CK05A_18__Positive
edge_460	Sg_G26_22	Sg_CK52A_74	0.5636	0.5636	0.001	0.001	Positive	Sg_G26_22__Sg_CK52A_74__Positive
edge_461	Sg_G26_22	Sg_CM21_57	0.7106	0.7106	0.001	0.001	Positive	Sg_G26_22__Sg_CM21_57__Positive
edge_462	Sg_G26_22	Sg_D10_17	0.6549	0.6549	0.001	0.001	Positive	Sg_G26_22__Sg_D10_17__Positive
edge_463	Sg_G26_22	Sg_EB13_4	0.7251	0.7251	0.001	0.001	Positive	Sg_G26_22__Sg_EB13_4__Positive
edge_464	Sg_G26_22	Sg_EM12_46	0.5309	0.5309	0.001	0.001	Positive	Sg_G26_22__Sg_EM12_46__Positive
edge_465	Sg_G29_33	Sg_B19_40	0.6838	0.6838	0.001	0.001	Positive	Sg_G29_33__Sg_B19_40__Positive
edge_466	Sg_G29_33	Sg_E06_24	0.6602	0.6602	0.001	0.001	Positive	Sg_G29_33__Sg_E06_24__Positive
edge_467	Sg_G29_33	Sg_EA61_27	0.6747	0.6747	0.001	0.001	Positive	Sg_G29_33__Sg_EA61_27__Positive
edge_468	Sg_G29_33	Sg_EB10_11	0.77	0.77	0.001	0.001	Positive	Sg_G29_33__Sg_EB10_11__Positive
edge_469	Sg_G29_33	Sg_EB21_10	0.7045	0.7045	0.001	0.001	Positive	Sg_G29_33__Sg_EB21_10__Positive
edge_470	Sg_G33_7	Sg_B03_29	0.7061	0.7061	0.001	0.001	Positive	Sg_G33_7__Sg_B03_29__Positive
edge_471	Sg_G33_7	Sg_CM33A_60	0.6861	0.6861	0.001	0.001	Positive	Sg_G33_7__Sg_CM33A_60__Positive
edge_472	Sg_G33_7	Sg_E06_10	0.5552	0.5552	0.001	0.001	Positive	Sg_G33_7__Sg_E06_10__Positive
edge_473	Sg_G33_7	Sg_EA57_9	-0.5758	0.5758	0.001	0.001	Negative	Sg_G33_7__Sg_EA57_9__Negative
edge_474	Sg_G33_7	Sg_G26_10	0.5436	0.5436	0.001	0.001	Positive	Sg_G33_7__Sg_G26_10__Positive
edge_475	Sg_G39_28	Sg_B07_12	0.5035	0.5035	0.001	0.001	Positive	Sg_G39_28__Sg_B07_12__Positive
edge_476	Sg_G39_28	Sg_EM03_7	0.5446	0.5446	0.001	0.001	Positive	Sg_G39_28__Sg_EM03_7__Positive
edge_477	Sg_G43_29	Gp_YAB_333	0.5632	0.5632	0.001	0.001	Positive	Sg_G43_29__Gp_YAB_333__Positive
edge_478	Sg_G43_29	Sg_A20_2	0.5979	0.5979	0.001	0.001	Positive	Sg_G43_29__Sg_A20_2__Positive
edge_479	Sg_G43_29	Sg_A27_23	0.5652	0.5652	0.001	0.001	Positive	Sg_G43_29__Sg_A27_23__Positive
edge_480	Sg_G43_29	Sg_B07_12	0.549	0.549	0.001	0.001	Positive	Sg_G43_29__Sg_B07_12__Positive
edge_481	Sg_G43_29	Sg_CD24A_10	0.5418	0.5418	0.001	0.001	Positive	Sg_G43_29__Sg_CD24A_10__Positive
edge_482	Sg_G43_29	Sg_CD25A_53	0.4743	0.4743	0.001	0.001	Positive	Sg_G43_29__Sg_CD25A_53__Positive
edge_483	Sg_G43_29	Sg_E10_50	-0.4706	0.4706	0.001	0.001	Negative	Sg_G43_29__Sg_E10_50__Negative
edge_484	Sg_G47_17	Sg_A22_19	0.4796	0.4796	0.001	0.001	Positive	Sg_G47_17__Sg_A22_19__Positive
edge_485	Sg_G47_17	Sg_CM35A_15	-0.5016	0.5016	0.001	0.001	Negative	Sg_G47_17__Sg_CM35A_15__Negative
edge_486	Sg_G47_17	Sg_E04_12	0.5895	0.5895	0.001	0.001	Positive	Sg_G47_17__Sg_E04_12__Positive
edge_487	Sg_H04_45	Sg_C02_30	0.8265	0.8265	0.001	0.001	Positive	Sg_H04_45__Sg_C02_30__Positive
edge_488	Sg_H04_45	Sg_CA11_3	0.7174	0.7174	0.001	0.001	Positive	Sg_H04_45__Sg_CA11_3__Positive
edge_489	Sg_H04_45	Sg_D03_78	0.6737	0.6737	0.001	0.001	Positive	Sg_H04_45__Sg_D03_78__Positive
edge_490	Sg_H04_45	Sg_G21_58	0.7629	0.7629	0.001	0.001	Positive	Sg_H04_45__Sg_G21_58__Positive
edge_491	Sg_I05_27	Sg_A22_8	-0.7091	0.7091	0.001	0.001	Negative	Sg_I05_27__Sg_A22_8__Negative
edge_492	Sg_I05_27	Sg_CA9_20	-0.673	0.673	0.001	0.001	Negative	Sg_I05_27__Sg_CA9_20__Negative
edge_493	Sg_I05_27	Sg_CM17_7	0.8326	0.8326	0.001	0.001	Positive	Sg_I05_27__Sg_CM17_7__Positive
edge_494	Sg_I05_27	Sg_D02_32	-0.6067	0.6067	0.001	0.001	Negative	Sg_I05_27__Sg_D02_32__Negative
edge_495	Sg_I05_27	Sg_E10_50	-0.5464	0.5464	0.001	0.001	Negative	Sg_I05_27__Sg_E10_50__Negative
edge_496	Sg_I06_25	Gp_MJ1_12	0.6246	0.6246	0.001	0.001	Positive	Sg_I06_25__Gp_MJ1_12__Positive
edge_497	Sg_I06_25	Sg_A22_8	0.7177	0.7177	0.001	0.001	Positive	Sg_I06_25__Sg_A22_8__Positive
edge_498	Sg_I06_25	Sg_CA9_20	0.6578	0.6578	0.001	0.001	Positive	Sg_I06_25__Sg_CA9_20__Positive
edge_499	Sg_I06_25	Sg_CM17_7	-0.5828	0.5828	0.001	0.001	Negative	Sg_I06_25__Sg_CM17_7__Negative
edge_500	Sg_I06_25	Sg_D02_32	0.6851	0.6851	0.001	0.001	Positive	Sg_I06_25__Sg_D02_32__Positive
edge_501	Sg_I06_25	Sg_E04_12	0.5919	0.5919	0.001	0.001	Positive	Sg_I06_25__Sg_E04_12__Positive
edge_502	Sg_I07_11	Gp_YAB_339	0.7188	0.7188	0.001	0.001	Positive	Sg_I07_11__Gp_YAB_339__Positive
edge_503	Sg_I07_11	Sg_A11_12	0.8487	0.8487	0.001	0.001	Positive	Sg_I07_11__Sg_A11_12__Positive
edge_504	Sg_I07_11	Sg_B25_38	0.6557	0.6557	0.001	0.001	Positive	Sg_I07_11__Sg_B25_38__Positive
edge_505	Sg_I07_11	Sg_CG50A_74	0.6974	0.6974	0.001	0.001	Positive	Sg_I07_11__Sg_CG50A_74__Positive
edge_506	Sg_I07_11	Sg_CM31A_52	0.8583	0.8583	0.001	0.001	Positive	Sg_I07_11__Sg_CM31A_52__Positive
edge_507	Sg_I07_11	Sg_D09_14	0.7294	0.7294	0.001	0.001	Positive	Sg_I07_11__Sg_D09_14__Positive
edge_508	Sg_I07_11	Sg_EB09_7	0.5524	0.5524	0.001	0.001	Positive	Sg_I07_11__Sg_EB09_7__Positive
edge_509	Sg_I07_11	Sg_EM22_6	0.6929	0.6929	0.001	0.001	Positive	Sg_I07_11__Sg_EM22_6__Positive
edge_510	Sg_I07_11	Sg_EM34_4	0.9357	0.9357	0.001	0.001	Positive	Sg_I07_11__Sg_EM34_4__Positive
edge_511	Sg_I07_11	Sg_G22_16	0.71	0.71	0.001	0.001	Positive	Sg_I07_11__Sg_G22_16__Positive
edge_512	Sg_I12_32	Sg_A19_51	0.6516	0.6516	0.001	0.001	Positive	Sg_I12_32__Sg_A19_51__Positive
edge_513	Sg_I12_32	Sg_B15_52	0.5474	0.5474	0.001	0.001	Positive	Sg_I12_32__Sg_B15_52__Positive
edge_514	Sg_I12_32	Sg_CD23A_20	0.5359	0.5359	0.001	0.001	Positive	Sg_I12_32__Sg_CD23A_20__Positive
edge_515	Sg_I12_32	Sg_CM32A_49	0.4566	0.4566	0.001	0.001	Positive	Sg_I12_32__Sg_CM32A_49__Positive
edge_516	Sg_I12_44	Sg_A22_8	-0.5762	0.5762	0.001	0.001	Negative	Sg_I12_44__Sg_A22_8__Negative
edge_517	Sg_I12_44	Sg_B07_12	0.6008	0.6008	0.001	0.001	Positive	Sg_I12_44__Sg_B07_12__Positive
edge_518	Sg_I12_44	Sg_B27_18	-0.4861	0.4861	0.001	0.001	Negative	Sg_I12_44__Sg_B27_18__Negative
edge_519	Sg_I12_44	Sg_CA25_21	0.5945	0.5945	0.001	0.001	Positive	Sg_I12_44__Sg_CA25_21__Positive
edge_520	Sg_I12_44	Sg_CD24A_10	0.5099	0.5099	0.001	0.001	Positive	Sg_I12_44__Sg_CD24A_10__Positive
edge_521	Sg_I12_44	Sg_D02_32	-0.5536	0.5536	0.001	0.001	Negative	Sg_I12_44__Sg_D02_32__Negative
edge_522	Sg_I12_44	Sg_EM03_7	0.5816	0.5816	0.001	0.001	Positive	Sg_I12_44__Sg_EM03_7__Positive
edge_523	Sg_I12_44	Sg_G09_4	0.613	0.613	0.001	0.001	Positive	Sg_I12_44__Sg_G09_4__Positive
edge_524	Sg_I12_44	Sg_G39_28	0.6137	0.6137	0.001	0.001	Positive	Sg_I12_44__Sg_G39_28__Positive
edge_525	Sg_I12_6	Sg_B19_40	0.82	0.82	0.001	0.001	Positive	Sg_I12_6__Sg_B19_40__Positive
edge_526	Sg_I12_6	Sg_CB03_47	0.5952	0.5952	0.001	0.001	Positive	Sg_I12_6__Sg_CB03_47__Positive
edge_527	Sg_I12_6	Sg_E06_24	0.8451	0.8451	0.001	0.001	Positive	Sg_I12_6__Sg_E06_24__Positive
edge_528	Sg_I12_6	Sg_EA61_27	0.7878	0.7878	0.001	0.001	Positive	Sg_I12_6__Sg_EA61_27__Positive
edge_529	Sg_I12_6	Sg_EB10_11	0.8317	0.8317	0.001	0.001	Positive	Sg_I12_6__Sg_EB10_11__Positive
edge_530	Sg_I12_6	Sg_EB21_10	0.7822	0.7822	0.001	0.001	Positive	Sg_I12_6__Sg_EB21_10__Positive
edge_531	Sg_I12_6	Sg_G29_33	0.6631	0.6631	0.001	0.001	Positive	Sg_I12_6__Sg_G29_33__Positive
edge_532	Sg_K01_5	Sg_B19_40	0.8442	0.8442	0.001	0.001	Positive	Sg_K01_5__Sg_B19_40__Positive
edge_533	Sg_K01_5	Sg_CB03_47	0.4717	0.4717	0.001	0.001	Positive	Sg_K01_5__Sg_CB03_47__Positive
edge_534	Sg_K01_5	Sg_E06_24	0.7778	0.7778	0.001	0.001	Positive	Sg_K01_5__Sg_E06_24__Positive
edge_535	Sg_K01_5	Sg_EA61_27	0.7961	0.7961	0.001	0.001	Positive	Sg_K01_5__Sg_EA61_27__Positive
edge_536	Sg_K01_5	Sg_EB10_11	0.8796	0.8796	0.001	0.001	Positive	Sg_K01_5__Sg_EB10_11__Positive
edge_537	Sg_K01_5	Sg_EB21_10	0.7939	0.7939	0.001	0.001	Positive	Sg_K01_5__Sg_EB21_10__Positive
edge_538	Sg_K01_5	Sg_G29_33	0.8744	0.8744	0.001	0.001	Positive	Sg_K01_5__Sg_G29_33__Positive
edge_539	Sg_K01_5	Sg_I12_6	0.8114	0.8114	0.001	0.001	Positive	Sg_K01_5__Sg_I12_6__Positive
edge_540	Sg_K09_1	Gp_MJ1_272	0.5972	0.5972	0.001	0.001	Positive	Sg_K09_1__Gp_MJ1_272__Positive
edge_541	Sg_K09_1	Sg_A22_3	0.534	0.534	0.001	0.001	Positive	Sg_K09_1__Sg_A22_3__Positive
edge_542	Sg_K09_1	Sg_A22_8	0.7469	0.7469	0.001	0.001	Positive	Sg_K09_1__Sg_A22_8__Positive
edge_543	Sg_K09_1	Sg_B03_29	-0.565	0.565	0.001	0.001	Negative	Sg_K09_1__Sg_B03_29__Negative
edge_544	Sg_K09_1	Sg_B15_35	0.7255	0.7255	0.001	0.001	Positive	Sg_K09_1__Sg_B15_35__Positive
edge_545	Sg_K09_1	Sg_CA9_20	0.6695	0.6695	0.001	0.001	Positive	Sg_K09_1__Sg_CA9_20__Positive
edge_546	Sg_K09_1	Sg_CM29A_16	-0.5623	0.5623	0.001	0.001	Negative	Sg_K09_1__Sg_CM29A_16__Negative
edge_547	Sg_K09_1	Sg_D02_32	0.7753	0.7753	0.001	0.001	Positive	Sg_K09_1__Sg_D02_32__Positive
edge_548	Sg_K09_1	Sg_E04_12	0.7112	0.7112	0.001	0.001	Positive	Sg_K09_1__Sg_E04_12__Positive
edge_549	Sg_K09_1	Sg_E10_50	0.6277	0.6277	0.001	0.001	Positive	Sg_K09_1__Sg_E10_50__Positive
edge_550	Sg_K09_1	Sg_G26_10	-0.5119	0.5119	0.001	0.001	Negative	Sg_K09_1__Sg_G26_10__Negative
edge_551	Sg_K09_61	Gp_YAB_339	0.7745	0.7745	0.001	0.001	Positive	Sg_K09_61__Gp_YAB_339__Positive
edge_552	Sg_K09_61	Sg_A11_12	0.9	0.9	0.001	0.001	Positive	Sg_K09_61__Sg_A11_12__Positive
edge_553	Sg_K09_61	Sg_A11_2	0.7636	0.7636	0.001	0.001	Positive	Sg_K09_61__Sg_A11_2__Positive
edge_554	Sg_K09_61	Sg_B25_38	0.8441	0.8441	0.001	0.001	Positive	Sg_K09_61__Sg_B25_38__Positive
edge_555	Sg_K09_61	Sg_C03_36	0.6199	0.6199	0.001	0.001	Positive	Sg_K09_61__Sg_C03_36__Positive
edge_556	Sg_K09_61	Sg_CG50A_74	0.8437	0.8437	0.001	0.001	Positive	Sg_K09_61__Sg_CG50A_74__Positive
edge_557	Sg_K09_61	Sg_CM31A_52	0.871	0.871	0.001	0.001	Positive	Sg_K09_61__Sg_CM31A_52__Positive
edge_558	Sg_K09_61	Sg_D09_14	0.8266	0.8266	0.001	0.001	Positive	Sg_K09_61__Sg_D09_14__Positive
edge_559	Sg_K09_61	Sg_EA47_17	0.7708	0.7708	0.001	0.001	Positive	Sg_K09_61__Sg_EA47_17__Positive
edge_560	Sg_K09_61	Sg_EB09_7	0.8494	0.8494	0.001	0.001	Positive	Sg_K09_61__Sg_EB09_7__Positive
edge_561	Sg_K09_61	Sg_EM22_6	0.8548	0.8548	0.001	0.001	Positive	Sg_K09_61__Sg_EM22_6__Positive
edge_562	Sg_K09_61	Sg_EM34_4	0.7277	0.7277	0.001	0.001	Positive	Sg_K09_61__Sg_EM34_4__Positive
edge_563	Sg_K09_61	Sg_G22_16	0.8518	0.8518	0.001	0.001	Positive	Sg_K09_61__Sg_G22_16__Positive
edge_564	Sg_K09_61	Sg_I07_11	0.7408	0.7408	0.001	0.001	Positive	Sg_K09_61__Sg_I07_11__Positive
edge_565	Sg_K10_28	Gp_YAB_333	0.6644	0.6644	0.001	0.001	Positive	Sg_K10_28__Gp_YAB_333__Positive
edge_566	Sg_K10_28	Sg_A20_2	0.4516	0.4516	0.001	0.001	Positive	Sg_K10_28__Sg_A20_2__Positive
edge_567	Sg_K10_28	Sg_A20_35	0.6272	0.6272	0.001	0.001	Positive	Sg_K10_28__Sg_A20_35__Positive
edge_568	Sg_K10_28	Sg_A27_23	0.6081	0.6081	0.001	0.001	Positive	Sg_K10_28__Sg_A27_23__Positive
edge_569	Sg_K10_28	Sg_A28_8	0.9242	0.9242	0.001	0.001	Positive	Sg_K10_28__Sg_A28_8__Positive
edge_570	Sg_K10_28	Sg_C02_30	0.4017	0.4017	0.001	0.001	Positive	Sg_K10_28__Sg_C02_30__Positive
edge_571	Sg_K10_28	Sg_CG50A_49	0.7509	0.7509	0.001	0.001	Positive	Sg_K10_28__Sg_CG50A_49__Positive
edge_572	Sg_K10_28	Sg_CM17_16	0.8657	0.8657	0.001	0.001	Positive	Sg_K10_28__Sg_CM17_16__Positive
edge_573	Sg_K10_28	Sg_EM30_38	0.636	0.636	0.001	0.001	Positive	Sg_K10_28__Sg_EM30_38__Positive
edge_574	Sg_K10_28	Sg_I12_32	-0.4289	0.4289	0.001	0.001	Negative	Sg_K10_28__Sg_I12_32__Negative
edge_575	Sg_K14_18	Sg_B07_62	-0.5284	0.5284	0.001	0.001	Negative	Sg_K14_18__Sg_B07_62__Negative
edge_576	Sg_K14_18	Sg_EB03_22	0.8568	0.8568	0.001	0.001	Positive	Sg_K14_18__Sg_EB03_22__Positive
edge_577	Sg_K14_18	Sg_G10_35	0.8417	0.8417	0.001	0.001	Positive	Sg_K14_18__Sg_G10_35__Positive
edge_578	Sg_K15_44	Gp_MJ1_12	0.8088	0.8088	0.001	0.001	Positive	Sg_K15_44__Gp_MJ1_12__Positive
edge_579	Sg_K15_44	Gp_MJ1_272	0.5544	0.5544	0.001	0.001	Positive	Sg_K15_44__Gp_MJ1_272__Positive
edge_580	Sg_K15_44	Gp_MJ4_197	0.7504	0.7504	0.001	0.001	Positive	Sg_K15_44__Gp_MJ4_197__Positive
edge_581	Sg_K15_44	Sg_A22_8	0.8696	0.8696	0.001	0.001	Positive	Sg_K15_44__Sg_A22_8__Positive
edge_582	Sg_K15_44	Sg_A27_31	0.8286	0.8286	0.001	0.001	Positive	Sg_K15_44__Sg_A27_31__Positive
edge_583	Sg_K15_44	Sg_B03_29	-0.487	0.487	0.001	0.001	Negative	Sg_K15_44__Sg_B03_29__Negative
edge_584	Sg_K15_44	Sg_B15_35	0.6353	0.6353	0.001	0.001	Positive	Sg_K15_44__Sg_B15_35__Positive
edge_585	Sg_K15_44	Sg_CA9_20	0.8344	0.8344	0.001	0.001	Positive	Sg_K15_44__Sg_CA9_20__Positive
edge_586	Sg_K15_44	Sg_CM17_7	-0.6558	0.6558	0.001	0.001	Negative	Sg_K15_44__Sg_CM17_7__Negative
edge_587	Sg_K15_44	Sg_CM31A_43	0.6024	0.6024	0.001	0.001	Positive	Sg_K15_44__Sg_CM31A_43__Positive
edge_588	Sg_K15_44	Sg_D02_32	0.7784	0.7784	0.001	0.001	Positive	Sg_K15_44__Sg_D02_32__Positive
edge_589	Sg_K15_44	Sg_D02_9	0.7323	0.7323	0.001	0.001	Positive	Sg_K15_44__Sg_D02_9__Positive
edge_590	Sg_K15_44	Sg_D18_45	0.7368	0.7368	0.001	0.001	Positive	Sg_K15_44__Sg_D18_45__Positive
edge_591	Sg_K15_44	Sg_E10_50	0.7964	0.7964	0.001	0.001	Positive	Sg_K15_44__Sg_E10_50__Positive
edge_592	Sg_K15_44	Sg_EM12_46	-0.5657	0.5657	0.001	0.001	Negative	Sg_K15_44__Sg_EM12_46__Negative
edge_593	Sg_K15_44	Sg_G19_41	0.54	0.54	0.001	0.001	Positive	Sg_K15_44__Sg_G19_41__Positive
edge_594	Sg_K15_44	Sg_G43_29	-0.5072	0.5072	0.001	0.001	Negative	Sg_K15_44__Sg_G43_29__Negative
edge_595	Sg_K15_44	Sg_I05_27	-0.7021	0.7021	0.001	0.001	Negative	Sg_K15_44__Sg_I05_27__Negative
edge_596	Sg_K15_44	Sg_I06_25	0.7486	0.7486	0.001	0.001	Positive	Sg_K15_44__Sg_I06_25__Positive
edge_597	Sg_K15_44	Sg_I12_44	-0.6123	0.6123	0.001	0.001	Negative	Sg_K15_44__Sg_I12_44__Negative
edge_598	Sg_K15_44	Sg_K09_1	0.7479	0.7479	0.001	0.001	Positive	Sg_K15_44__Sg_K09_1__Positive
edge_599	Sg_K16_50	Sg_B14_1	0.701	0.701	0.001	0.001	Positive	Sg_K16_50__Sg_B14_1__Positive
edge_600	Sg_K16_53	Sg_CA13_9	0.6623	0.6623	0.001	0.001	Positive	Sg_K16_53__Sg_CA13_9__Positive
edge_601	Sg_K17_22	Sg_A22_8	-0.6202	0.6202	0.001	0.001	Negative	Sg_K17_22__Sg_A22_8__Negative
