edge_id	source	target	corr	weight	p	p.adjust	cor_type	pairs
edge_1686	Sg_Z14_45	Sg_CB03_47	0.5123	0.5123	0.001	0.001	Positive	Sg_Z14_45__Sg_CB03_47__Positive
edge_1687	Sg_Z14_45	Sg_E06_24	0.8154	0.8154	0.001	0.001	Positive	Sg_Z14_45__Sg_E06_24__Positive
edge_1688	Sg_Z14_45	Sg_EA61_27	0.8238	0.8238	0.001	0.001	Positive	Sg_Z14_45__Sg_EA61_27__Positive
edge_1689	Sg_Z14_45	Sg_EB10_11	0.9001	0.9001	0.001	0.001	Positive	Sg_Z14_45__Sg_EB10_11__Positive
edge_1690	Sg_Z14_45	Sg_EB21_10	0.7986	0.7986	0.001	0.001	Positive	Sg_Z14_45__Sg_EB21_10__Positive
edge_1691	Sg_Z14_45	Sg_G29_33	0.715	0.715	0.001	0.001	Positive	Sg_Z14_45__Sg_G29_33__Positive
edge_1692	Sg_Z14_45	Sg_I12_6	0.8679	0.8679	0.001	0.001	Positive	Sg_Z14_45__Sg_I12_6__Positive
edge_1693	Sg_Z14_45	Sg_K01_5	0.8681	0.8681	0.001	0.001	Positive	Sg_Z14_45__Sg_K01_5__Positive
edge_1694	Sg_Z14_45	Sg_M02_37	0.9117	0.9117	0.001	0.001	Positive	Sg_Z14_45__Sg_M02_37__Positive
edge_1695	Sg_Z14_45	Sg_OB05r2_8	0.794	0.794	0.001	0.001	Positive	Sg_Z14_45__Sg_OB05r2_8__Positive
edge_1696	Sg_Z14_45	Sg_P23_1	0.9004	0.9004	0.001	0.001	Positive	Sg_Z14_45__Sg_P23_1__Positive
edge_1697	Sg_Z14_45	Sg_YB35_7	0.8687	0.8687	0.001	0.001	Positive	Sg_Z14_45__Sg_YB35_7__Positive
edge_1698	Sg_Z14_58	Sg_C02_30	0.5801	0.5801	0.001	0.001	Positive	Sg_Z14_58__Sg_C02_30__Positive
edge_1699	Sg_Z14_58	Sg_G21_58	0.7691	0.7691	0.001	0.001	Positive	Sg_Z14_58__Sg_G21_58__Positive
edge_1700	Sg_Z14_58	Sg_H04_45	0.6091	0.6091	0.001	0.001	Positive	Sg_Z14_58__Sg_H04_45__Positive
edge_1701	Sg_Z14_58	Sg_K36_6	-0.4342	0.4342	0.001	0.001	Negative	Sg_Z14_58__Sg_K36_6__Negative
edge_1702	Sg_Z14_58	Sg_K46_34	0.5968	0.5968	0.001	0.001	Positive	Sg_Z14_58__Sg_K46_34__Positive
edge_1703	Sg_Z14_58	Sg_OG24B2A_25	0.5542	0.5542	0.001	0.001	Positive	Sg_Z14_58__Sg_OG24B2A_25__Positive
edge_1704	Sg_Z15_39	Gp_MJ2_113	0.6285	0.6285	0.001	0.001	Positive	Sg_Z15_39__Gp_MJ2_113__Positive
edge_1705	Sg_Z15_39	Gp_MJ3_477	0.5463	0.5463	0.001	0.001	Positive	Sg_Z15_39__Gp_MJ3_477__Positive
edge_1706	Sg_Z15_39	Sg_B07_12	0.6483	0.6483	0.001	0.001	Positive	Sg_Z15_39__Sg_B07_12__Positive
edge_1707	Sg_Z15_39	Sg_B07_53	0.6105	0.6105	0.001	0.001	Positive	Sg_Z15_39__Sg_B07_53__Positive
edge_1708	Sg_Z15_39	Sg_B07_62	0.6127	0.6127	0.001	0.001	Positive	Sg_Z15_39__Sg_B07_62__Positive
edge_1709	Sg_Z15_39	Sg_B08_36	0.5747	0.5747	0.001	0.001	Positive	Sg_Z15_39__Sg_B08_36__Positive
edge_1710	Sg_Z15_39	Sg_B14_13	0.5402	0.5402	0.001	0.001	Positive	Sg_Z15_39__Sg_B14_13__Positive
edge_1711	Sg_Z15_39	Sg_B15_23	0.689	0.689	0.001	0.001	Positive	Sg_Z15_39__Sg_B15_23__Positive
edge_1712	Sg_Z15_39	Sg_CA25_21	0.6495	0.6495	0.001	0.001	Positive	Sg_Z15_39__Sg_CA25_21__Positive
edge_1713	Sg_Z15_39	Sg_CD24A_10	0.6212	0.6212	0.001	0.001	Positive	Sg_Z15_39__Sg_CD24A_10__Positive
edge_1714	Sg_Z15_39	Sg_CD30A_34	0.8183	0.8183	0.001	0.001	Positive	Sg_Z15_39__Sg_CD30A_34__Positive
edge_1715	Sg_Z15_39	Sg_CE19A_29	0.5483	0.5483	0.001	0.001	Positive	Sg_Z15_39__Sg_CE19A_29__Positive
edge_1716	Sg_Z15_39	Sg_CK05A_18	0.6539	0.6539	0.001	0.001	Positive	Sg_Z15_39__Sg_CK05A_18__Positive
edge_1717	Sg_Z15_39	Sg_CK52A_74	0.595	0.595	0.001	0.001	Positive	Sg_Z15_39__Sg_CK52A_74__Positive
edge_1718	Sg_Z15_39	Sg_CM21_15	0.5349	0.5349	0.001	0.001	Positive	Sg_Z15_39__Sg_CM21_15__Positive
edge_1719	Sg_Z15_39	Sg_CM21_57	0.7455	0.7455	0.001	0.001	Positive	Sg_Z15_39__Sg_CM21_57__Positive
edge_1720	Sg_Z15_39	Sg_D10_17	0.6882	0.6882	0.001	0.001	Positive	Sg_Z15_39__Sg_D10_17__Positive
edge_1721	Sg_Z15_39	Sg_EB13_4	0.711	0.711	0.001	0.001	Positive	Sg_Z15_39__Sg_EB13_4__Positive
edge_1722	Sg_Z15_39	Sg_G26_22	0.728	0.728	0.001	0.001	Positive	Sg_Z15_39__Sg_G26_22__Positive
edge_1723	Sg_Z15_39	Sg_K36_3	0.6157	0.6157	0.001	0.001	Positive	Sg_Z15_39__Sg_K36_3__Positive
edge_1724	Sg_Z15_39	Sg_M12_21	0.7202	0.7202	0.001	0.001	Positive	Sg_Z15_39__Sg_M12_21__Positive
edge_1725	Sg_Z15_39	Sg_M12_39	0.7584	0.7584	0.001	0.001	Positive	Sg_Z15_39__Sg_M12_39__Positive
edge_1726	Sg_Z15_39	Sg_M15_29	0.7211	0.7211	0.001	0.001	Positive	Sg_Z15_39__Sg_M15_29__Positive
edge_1727	Sg_Z15_39	Sg_OG24B2A_8	0.6995	0.6995	0.001	0.001	Positive	Sg_Z15_39__Sg_OG24B2A_8__Positive
edge_1728	Sg_Z15_39	Sg_P27_4	0.515	0.515	0.001	0.001	Positive	Sg_Z15_39__Sg_P27_4__Positive
edge_1729	Sg_Z15_39	Sg_YB46_3	0.6121	0.6121	0.001	0.001	Positive	Sg_Z15_39__Sg_YB46_3__Positive
edge_1730	Sg_Z15_39	Sg_Z02_43	0.6431	0.6431	0.001	0.001	Positive	Sg_Z15_39__Sg_Z02_43__Positive
edge_1731	Sg_Z15_39	Sg_Z06_28	0.4795	0.4795	0.001	0.001	Positive	Sg_Z15_39__Sg_Z06_28__Positive
edge_1732	Sg_Z15_39	Sg_Z14_36	0.7565	0.7565	0.001	0.001	Positive	Sg_Z15_39__Sg_Z14_36__Positive
edge_1733	Sg_Z15_51	Gp_MJ1_272	0.5661	0.5661	0.001	0.001	Positive	Sg_Z15_51__Gp_MJ1_272__Positive
edge_1734	Sg_Z15_51	Gp_MJ1_444	0.4856	0.4856	0.001	0.001	Positive	Sg_Z15_51__Gp_MJ1_444__Positive
edge_1735	Sg_Z15_51	Sg_A17_17	0.7147	0.7147	0.001	0.001	Positive	Sg_Z15_51__Sg_A17_17__Positive
edge_1736	Sg_Z15_51	Sg_A19_12	0.4514	0.4514	0.001	0.001	Positive	Sg_Z15_51__Sg_A19_12__Positive
edge_1737	Sg_Z15_51	Sg_A22_19	0.6639	0.6639	0.001	0.001	Positive	Sg_Z15_51__Sg_A22_19__Positive
edge_1738	Sg_Z15_51	Sg_A22_3	0.6192	0.6192	0.001	0.001	Positive	Sg_Z15_51__Sg_A22_3__Positive
edge_1739	Sg_Z15_51	Sg_A22_8	0.5983	0.5983	0.001	0.001	Positive	Sg_Z15_51__Sg_A22_8__Positive
edge_1740	Sg_Z15_51	Sg_B03_29	-0.6314	0.6314	0.001	0.001	Negative	Sg_Z15_51__Sg_B03_29__Negative
edge_1741	Sg_Z15_51	Sg_B15_35	0.6881	0.6881	0.001	0.001	Positive	Sg_Z15_51__Sg_B15_35__Positive
edge_1742	Sg_Z15_51	Sg_B15_52	0.5606	0.5606	0.001	0.001	Positive	Sg_Z15_51__Sg_B15_52__Positive
edge_1743	Sg_Z15_51	Sg_B25_10	0.5507	0.5507	0.001	0.001	Positive	Sg_Z15_51__Sg_B25_10__Positive
edge_1744	Sg_Z15_51	Sg_C02_30	-0.4899	0.4899	0.001	0.001	Negative	Sg_Z15_51__Sg_C02_30__Negative
edge_1745	Sg_Z15_51	Sg_CA9_20	0.4451	0.4451	0.001	0.001	Positive	Sg_Z15_51__Sg_CA9_20__Positive
edge_1746	Sg_Z15_51	Sg_CM17_7	-0.5418	0.5418	0.001	0.001	Negative	Sg_Z15_51__Sg_CM17_7__Negative
edge_1747	Sg_Z15_51	Sg_D02_32	0.6744	0.6744	0.001	0.001	Positive	Sg_Z15_51__Sg_D02_32__Positive
edge_1748	Sg_Z15_51	Sg_E04_12	0.7128	0.7128	0.001	0.001	Positive	Sg_Z15_51__Sg_E04_12__Positive
edge_1749	Sg_Z15_51	Sg_G47_17	0.5187	0.5187	0.001	0.001	Positive	Sg_Z15_51__Sg_G47_17__Positive
edge_1750	Sg_Z15_51	Sg_H04_45	-0.4687	0.4687	0.001	0.001	Negative	Sg_Z15_51__Sg_H04_45__Negative
edge_1751	Sg_Z15_51	Sg_I06_25	0.5264	0.5264	0.001	0.001	Positive	Sg_Z15_51__Sg_I06_25__Positive
edge_1752	Sg_Z15_51	Sg_K09_1	0.6333	0.6333	0.001	0.001	Positive	Sg_Z15_51__Sg_K09_1__Positive
edge_1753	Sg_Z15_51	Sg_K15_44	0.529	0.529	0.001	0.001	Positive	Sg_Z15_51__Sg_K15_44__Positive
edge_1754	Sg_Z15_51	Sg_K22_8	0.5813	0.5813	0.001	0.001	Positive	Sg_Z15_51__Sg_K22_8__Positive
edge_1755	Sg_Z15_51	Sg_K36_16	0.5105	0.5105	0.001	0.001	Positive	Sg_Z15_51__Sg_K36_16__Positive
edge_1756	Sg_Z15_51	Sg_K36_6	0.6564	0.6564	0.001	0.001	Positive	Sg_Z15_51__Sg_K36_6__Positive
edge_1757	Sg_Z15_51	Sg_K40_4	-0.4667	0.4667	0.001	0.001	Negative	Sg_Z15_51__Sg_K40_4__Negative
edge_1758	Sg_Z15_51	Sg_K46_34	-0.4805	0.4805	0.001	0.001	Negative	Sg_Z15_51__Sg_K46_34__Negative
edge_1759	Sg_Z15_51	Sg_M01_13	-0.5289	0.5289	0.001	0.001	Negative	Sg_Z15_51__Sg_M01_13__Negative
edge_1760	Sg_Z15_51	Sg_M15_10	-0.4711	0.4711	0.001	0.001	Negative	Sg_Z15_51__Sg_M15_10__Negative
edge_1761	Sg_Z15_51	Sg_OB03r2_39	0.5874	0.5874	0.001	0.001	Positive	Sg_Z15_51__Sg_OB03r2_39__Positive
edge_1762	Sg_Z15_51	Sg_OM21r1_55	-0.4841	0.4841	0.001	0.001	Negative	Sg_Z15_51__Sg_OM21r1_55__Negative
edge_1763	Sg_Z15_51	Sg_P15_12	0.5913	0.5913	0.001	0.001	Positive	Sg_Z15_51__Sg_P15_12__Positive
edge_1764	Sg_Z15_51	Sg_P30_9	0.505	0.505	0.001	0.001	Positive	Sg_Z15_51__Sg_P30_9__Positive
edge_1765	Sg_Z15_51	Sg_YA12_28	0.6637	0.6637	0.001	0.001	Positive	Sg_Z15_51__Sg_YA12_28__Positive
edge_1766	Sg_Z15_51	Sg_YB36_42	0.5855	0.5855	0.001	0.001	Positive	Sg_Z15_51__Sg_YB36_42__Positive
edge_1767	Sg_Z15_51	Sg_YB38_12	0.707	0.707	0.001	0.001	Positive	Sg_Z15_51__Sg_YB38_12__Positive
edge_1768	Sg_Z15_51	Sg_Z14_58	-0.4573	0.4573	0.001	0.001	Negative	Sg_Z15_51__Sg_Z14_58__Negative
edge_1769	Sg_Z17_26	Sg_A22_19	-0.455	0.455	0.001	0.001	Negative	Sg_Z17_26__Sg_A22_19__Negative
edge_1770	Sg_Z17_26	Sg_A22_3	-0.4708	0.4708	0.001	0.001	Negative	Sg_Z17_26__Sg_A22_3__Negative
edge_1771	Sg_Z17_26	Sg_A22_8	-0.6198	0.6198	0.001	0.001	Negative	Sg_Z17_26__Sg_A22_8__Negative
edge_1772	Sg_Z17_26	Sg_CM29A_16	0.5075	0.5075	0.001	0.001	Positive	Sg_Z17_26__Sg_CM29A_16__Positive
edge_1773	Sg_Z17_26	Sg_CM31A_43	-0.5565	0.5565	0.001	0.001	Negative	Sg_Z17_26__Sg_CM31A_43__Negative
edge_1774	Sg_Z17_26	Sg_CM33A_60	0.5116	0.5116	0.001	0.001	Positive	Sg_Z17_26__Sg_CM33A_60__Positive
edge_1775	Sg_Z17_26	Sg_E04_12	-0.5968	0.5968	0.001	0.001	Negative	Sg_Z17_26__Sg_E04_12__Negative
edge_1776	Sg_Z17_26	Sg_EA57_9	-0.6152	0.6152	0.001	0.001	Negative	Sg_Z17_26__Sg_EA57_9__Negative
edge_1777	Sg_Z17_26	Sg_EB08_12	-0.4604	0.4604	0.001	0.001	Negative	Sg_Z17_26__Sg_EB08_12__Negative
edge_1778	Sg_Z17_26	Sg_G39_28	0.5187	0.5187	0.001	0.001	Positive	Sg_Z17_26__Sg_G39_28__Positive
edge_1779	Sg_Z17_26	Sg_K15_44	-0.6167	0.6167	0.001	0.001	Negative	Sg_Z17_26__Sg_K15_44__Negative
edge_1780	Sg_Z17_26	Sg_K22_8	-0.5442	0.5442	0.001	0.001	Negative	Sg_Z17_26__Sg_K22_8__Negative
edge_1781	Sg_Z17_26	Sg_K40_4	0.5504	0.5504	0.001	0.001	Positive	Sg_Z17_26__Sg_K40_4__Positive
edge_1782	Sg_Z17_26	Sg_M07_39	0.6165	0.6165	0.001	0.001	Positive	Sg_Z17_26__Sg_M07_39__Positive
edge_1783	Sg_Z17_26	Sg_OB03r2_39	-0.6516	0.6516	0.001	0.001	Negative	Sg_Z17_26__Sg_OB03r2_39__Negative
edge_1784	Sg_Z17_26	Sg_OM21r1_55	0.535	0.535	0.001	0.001	Positive	Sg_Z17_26__Sg_OM21r1_55__Positive
edge_1785	Sg_Z17_26	Sg_YB36_42	-0.6094	0.6094	0.001	0.001	Negative	Sg_Z17_26__Sg_YB36_42__Negative
edge_1786	Sg_Z17_26	Sg_YB38_12	-0.6234	0.6234	0.001	0.001	Negative	Sg_Z17_26__Sg_YB38_12__Negative
edge_1787	Sg_Z17_26	Sg_Z03_24	0.6693	0.6693	0.001	0.001	Positive	Sg_Z17_26__Sg_Z03_24__Positive
edge_1788	Sg_Z17_26	Sg_Z07_42	-0.5773	0.5773	0.001	0.001	Negative	Sg_Z17_26__Sg_Z07_42__Negative
