Genome	Group	Gp_MJ1_12	Gp_MJ1_272	Gp_MJ1_444	Gp_MJ2_113	Gp_MJ3_423	Gp_MJ3_477	Gp_MJ4_197	Gp_MJ4_65	Gp_NH_148	Gp_YAB_333	Gp_YAB_339	Gp_meta27_16	Gp_meta27_511	Sg_A01_16	Sg_A11_10	Sg_A11_12	Sg_A11_2	Sg_A17_17	Sg_A19_11	Sg_A19_12	Sg_A19_36	Sg_A19_51	Sg_A20_2	Sg_A20_35	Sg_A22_19	Sg_A22_3	Sg_A22_8	Sg_A27_23	Sg_A27_31	Sg_A28_8	Sg_A33_4	Sg_A34_19	Sg_B03_29	Sg_B04_2	Sg_B07_12	Sg_B07_38	Sg_B07_50	Sg_B07_53	Sg_B07_62	Sg_B08_36	Sg_B14_1	Sg_B14_13	Sg_B15_22	Sg_B15_23	Sg_B15_35	Sg_B15_52	Sg_B19_40	Sg_B19_58	Sg_B25_10	Sg_B25_38	Sg_B26_35	Sg_B26_4	Sg_B27_18	Sg_B27_6	Sg_C02_30	Sg_C03_36	Sg_C04_33	Sg_C14_34	Sg_CA11_3	Sg_CA11_45	Sg_CA11_52	Sg_CA13_9	Sg_CA25_14	Sg_CA25_21	Sg_CA40A_55	Sg_CA9_20	Sg_CB03_44	Sg_CB03_47	Sg_CD23A_20	Sg_CD23A_32	Sg_CD24A_10	Sg_CD25A_53	Sg_CD26A_19	Sg_CD30A_34	Sg_CE19A_15	Sg_CE19A_24	Sg_CE19A_29	Sg_CE19A_36	Sg_CG50A_22	Sg_CG50A_49	Sg_CG50A_74	Sg_CK05A_18	Sg_CK05A_46	Sg_CK05A_56	Sg_CK28A_36	Sg_CK51A_47	Sg_CK52A_43	Sg_CK52A_74	Sg_CM17_16	Sg_CM17_58	Sg_CM17_7	Sg_CM21_15	Sg_CM21_57	Sg_CM29A_16	Sg_CM31A_43	Sg_CM31A_52	Sg_CM32A_26	Sg_CM32A_49	Sg_CM33A_60	Sg_CM33A_9	Sg_CM35A_15	Sg_D02_32	Sg_D02_9	Sg_D03_78	Sg_D09_14	Sg_D10_17	Sg_D18_45	Sg_E04_12	Sg_E06_10	Sg_E06_24	Sg_E10_50	Sg_EA47_17	Sg_EA47_9	Sg_EA57_9	Sg_EA61_27	Sg_EB03_22	Sg_EB08_12	Sg_EB09_7	Sg_EB10_11	Sg_EB13_4	Sg_EB21_10	Sg_EM03_7	Sg_EM12_46	Sg_EM22_6	Sg_EM25_40	Sg_EM30_38	Sg_EM34_4	Sg_G06_9	Sg_G09_4	Sg_G10_35	Sg_G11_20	Sg_G18_1	Sg_G18_19	Sg_G19_41	Sg_G21_58	Sg_G22_16	Sg_G26_10	Sg_G26_22	Sg_G29_33	Sg_G33_7	Sg_G39_28	Sg_G43_29	Sg_G47_17	Sg_H04_45	Sg_I05_27	Sg_I06_25	Sg_I07_11	Sg_I12_32	Sg_I12_44	Sg_I12_6	Sg_K01_5	Sg_K09_1	Sg_K09_61	Sg_K10_28	Sg_K14_18	Sg_K15_44	Sg_K16_50	Sg_K16_53	Sg_K17_22	Sg_K22_66	Sg_K22_8	Sg_K31_45	Sg_K32_30	Sg_K34_1	Sg_K36_16	Sg_K36_17	Sg_K36_27	Sg_K36_29	Sg_K36_3	Sg_K36_6	Sg_K40_4	Sg_K46_34	Sg_M01_13	Sg_M01_30	Sg_M02_37	Sg_M02_5	Sg_M02_8	Sg_M03_37	Sg_M03_38	Sg_M07_27	Sg_M07_39	Sg_M07_4	Sg_M08_36	Sg_M11_5	Sg_M11_7	Sg_M12_21	Sg_M12_39	Sg_M12_6	Sg_M15_10	Sg_M15_29	Sg_M17_3	Sg_M17_33	Sg_M21_45	Sg_OA11r1_10	Sg_OA11r1_12	Sg_OA11r1_9	Sg_OA7r2_4	Sg_OB03r2_1	Sg_OB03r2_39	Sg_OB03r2_6	Sg_OB05r2_32	Sg_OB05r2_38	Sg_OB05r2_8	Sg_OB24r1_18	Sg_OG24B2A_25	Sg_OG24B2A_8	Sg_OM21r1_55	Sg_P15_12	Sg_P15_2	Sg_P15_21	Sg_P22_10	Sg_P22_13	Sg_P23_1	Sg_P27_36	Sg_P27_4	Sg_P30_9	Sg_X05_12	Sg_X05_3	Sg_Y07_14	Sg_Y19_10	Sg_Y19_13	Sg_YA03_20	Sg_YA04_9	Sg_YA12_28	Sg_YA12_4	Sg_YA13_10	Sg_YA31_31	Sg_YB34_1	Sg_YB35_19	Sg_YB35_7	Sg_YB36_42	Sg_YB37_28	Sg_YB37_7	Sg_YB38_12	Sg_YB38_21	Sg_YB38_6	Sg_YB39_24	Sg_YB41_11	Sg_YB41_12	Sg_YB46_3	Sg_YB50_23	Sg_YB59_31	Sg_Z02_43	Sg_Z03_24	Sg_Z06_28	Sg_Z07_36	Sg_Z07_42	Sg_Z09_20	Sg_Z10_1	Sg_Z12_45	Sg_Z14_36	Sg_Z14_45	Sg_Z14_58	Sg_Z15_39	Sg_Z15_51	Sg_Z17_26
EM33	E	0	0	0	0	0.028142033	0	0.39845777	0	0	0	0.015740458	0	0.09270157	0	0.2721486	0	0.16633436	0.07893477	0	0.08104818	0.017346088	0	0.10319366	0	0	0	0.7516765	0.047074795	1.3180885	0.018536987	0	0	0.41075945	0.3367207	0	0	0	0	0.007077388	0	0.14866887	0	0.16065876	0.048882365	0	0	0.03535182	0	0	0.020956969	0.089550614	0.039977252	0.062470343	0.08175981	0.05711969	0.41263247	0.016143866	4.346221	0.5566157	9.481269	0.8650059	0	0	0	0	0.23259982	0	0.10111908	0	0	0	0	0.097665414	0	0.16563123	0.015158357	0.012729236	0.043648127	0	0	0.04421391	0.014473761	0	0	0	0	0.061899785	0	0	0	0.023547696	0	0.03521065	0	0.23774464	0.024896227	0.049159855	0	0	0	0	0	1.0761267	0.15533589	0.06839426	0.06699569	0.25941226	0	0	0.03741868	1.1894836	0.08519879	0.050238855	0.042943384	0.05417976	0	0	0.025751134	0.040696565	0.09346684	0.027175242	0	0	0.16821653	0	0.05287405	1.1898979	0	0.05389312	0	0.20743851	0	0	0.07771322	0	0.011826236	0.07748712	0	0	0	0.02714582	0	0	0.20604609	0.022592153	0	0.19873163	0	0	0.036555972	0.028135806	0	0.21214813	0.009847196	0	0.56216663	0	0	0	0	0	0	0	0	1.2893674	0.20477264	0.18972336	0.5164684	0	0.031049555	0	0.18576437	0	0	0.041470557	0	0	0.028716467	0	0	0.066409744	0.033847462	0	0	0	0.24651778	0.59205544	1.7820662	0.025883947	0	0	0	0	0	0	0	0	0	0.08213309	0	0	0	0.040218793	0.11213994	1.2040764	0.013891985	0	0	0	1.1270567	0.016724924	0.883702	0.043672908	0.3539626	0.03650564	0.21305633	0.26110464	0.04505488	0.2802626	0.027221557	0	0.057214703	0.09393569	0.097161554	1.0972676	2.3840218	0.095253356	0.16328774	0.1333049	0.048121728	0.5662172	0.33221036	0	0.077190414	0	0.46714824	0.1429081	0.10763836	0.2563847	0	0	0	0.036864523	0.058018856	0	0	0.15520184	0	0.17836952	0.41229987	0	0.048923433	3.4849448	0.053246688	0	0.13631922
EM34	E	0	0	0	0	0	0	0.029380444	0	0	0	0	0	0	0	0	0	0	0.18764442	0	0	0	0	0	0	0	0	33.706062	0	4.678495	0	0.010526063	0	0	2.5125167	0	0	0	0	0	0	0	0	0	0	0.05165644	0.07479168	0	0	0	0	0	0	0.03332742	0.029050974	0	0	0	0	0	0	0.016566185	0	0	0	0	0.34699133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010996774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10117475	0.0781442	0	0	0	0	0	0	0	0	0	0	0	0	17.091888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103798516	0	0	0	0.90441275	0	0	0	0	0	0	0	0	4.3730235	0	0	0.46146825	0	0.054958675	0	0	0	0	0	0	0	0.039121617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4913256	0	0.01612364	0.2693314	0.028384661	0	0	0	0	0	0	0	0	0	0	0	0.8967768	0	0	0	0.05912924	0	0	0	0	0	0.12018118	1.26942	0	0	0	0	0	1.5134671	0	0	0.33218104	0	0	0	0	5.1730356	0	0	0	0	0	0	0	1.7478873	0	0	0	0	0	0	0	0.65521014	0
G01	C	0.007107155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01068118	0	0	0	0	0	0	0	0	0	0	0	0	0.048077893	0	0	0	1.1261849	0.039503157	0.013016459	0	0	0	0	0	0	0	0.06006065	0.13486241	0	0	0	0.038316444	0	0	0.01275138	0	0.033649072	0.030728232	0.016637888	0.014346376	0	0	1.513832	0	0.009121942	0	0	0.05266407	0	0.057561442	0	0	0	0	0.012953702	0	0	0	0	0	0	0	0.100702666	0	0	0	0.8599809	0	0	0.06336254	0.07865981	0	0	0	0	0	0.46378988	0	0	0	0.16860591	0	0	0.06282663	0	0	0	0	0	0.035037495	0.2925966	0.025042122	0	0	0.02635047	0	0	0	0.015285498	0	0	0	0	0	0	0	40.785183	0.010263956	0.18594095	0	0.16227698	0.15117034	0	0	0	0	0.30805558	0	0	0	0.16479357	0	0	0.18594185	0.44392723	0	7.178522	0	0.016664864	0.017789032	0.01889179	0	0	0	0	0	0	0.64499795	0	0	0	0.013141984	0	0	0	0	0	0	0	0	2.2472484	0.023735514	0	0	0.020700183	0	0	0	0	0	0.30823758	0.056921165	0.17776483	0	0.10045644	0.012495731	0.017405327	0.008583868	0	0	0	0.016332634	0	0	0	0.007901523	0	0	0	0	0	0	0.018193867	0	0.04098039	0	0.92853534	0	0.04187629	0.0222954	0	0	0.02352641	0	0	0	0.101347275	0	0	0	0	0.031666588	0	0	0	0	0	0	0	0.03003527	0	0	0	0	0	0	0	0	0.06859498	0	0.016083814	0	0.013157535	0.37168705	0.014122015	0	0	0	0	0	0	0	0	0	0	0.32177612
G02	Y	0.109120876	0	0	0	0	0.031782422	0	0	0.12650983	0	0.041879576	0.106994815	0	0	0.23747675	0	0	0	0	0.10750479	0.017448084	0.023373883	0	0.024418402	0	0	0.78734225	0.2728249	0.076357216	0.72767	0	0.9445418	0.56287396	0.04976237	0	0.007609	0	0	0.009382004	0.38366553	0	0.2945852	0.064945206	0.07594564	0	0	0.055760574	0	0	0	0.04827653	0	0	0	1.5378425	0.009050866	0.2757456	0	0.59300745	1.6306195	0.13036144	0	0	0.16423038	0	0.9635105	0	0.09554552	0.11171226	0.15700884	0	0	0.14551371	0.10273314	0.18157504	0.030687917	0.06634685	0.0924073	0	0	0	0.08238954	0	0.024328178	0.010045262	0	0	0	0	0.56504405	0	0.015207185	0.17960913	0	0.13141474	0	0.08300912	0	0.037760273	0	0.46510035	0	0.17095877	0.115705095	0.047376487	0.08315636	1.2300211	0	0	0.01672233	0.6033486	0.046255097	0.030968018	0.01548061	0.028085541	0	0	0.010798021	0.013295507	0.32266802	0	0	0	0	0	0.225647	1.9232162	1.412121	0.13436864	0	0.5640881	0.43487862	0	0.35954586	0	0	0.010200968	0	0	0.04006846	0.12946613	0	0	0.23318522	0	0.15154369	0.355701	0	0.085125	0.016494185	0.015129275	0	0	0.0892886	0	0.9181527	0.26551992	0.77439404	0	0	0	0	0	0	2.6508667	0.037947986	0.052399214	0.77568096	0	0.075043894	0.02141738	0.31600347	0	0	0.01810232	0.35943782	0.052377053	0.1863104	0	0	0	0	0	0	0	0.78459936	0.14869605	0.32651687	0.21204802	0.11003488	0	0	0	0	0	1.8539696	0	0	0.121933155	0.075190455	0.11826371	0.5861232	0.017182458	0.78760886	0.88530105	0.022994371	0	0	0.07213622	0.13614795	0	0.004834691	0.019718142	0.21620305	0	0.6254216	0.53938025	1.094483	0.14378701	0.09259918	0.032632045	0.057778437	0.047673967	0.12220867	0.13579212	0.4883137	0.1478636	0.036007166	0.09109731	0.018918332	0.94223666	0	0	0.11736968	0	0.5789638	0	0	0.11736328	0.027592652	0.27971163	0	0.31341654	0.14576848	1.0851603	0	0.26532143	0	0.46388432	0.15565026	0.048493873	0.012442825	0.14770961	0.6753893	0	0.51556784
G06	C	0.038767047	0	0	0	0	0.12279457	0	0	0.011980973	0	0	0.072193995	0	0	0.044303082	0	0.029764296	0.39776903	0.041465048	0.74094486	0.005412276	0.04626305	0.17995818	0.03646819	0.10657506	0	0.5757764	0	0.17193075	0.17033441	0.2827448	0.04175492	0.34775525	0.066675216	0	0	0	2.2641966	0	1.7281088	0.03706372	0	0.22992612	0.8915983	0	0	0.01679206	0	0	0	0.49004474	0	0.043691978	0.09414233	0.013375334	0	0	0.03387359	0.19264929	0	1.061576	0.07590239	0	0.1805269	0	0.093351975	0	0.06733806	0	0.2599624	0.23456533	0	0.17446166	0.27301916	0.52968633	0.022765288	0.11656871	0.15721622	0	0	0	0.9109948	0	0	0.23486246	0	0	0.18967701	0	0	0	0	0.5098806	0	0.2508441	0	0.0820107	0	0.039890178	0	0	0	0.0694529	0.10680071	0.086612955	0.7532279	0.15208977	0	0	0.020382084	0.1589528	1.3371619	0	0.05126297	0.013176148	0.0419035	0	1.3329194	0.01350679	1.590571	0	0.2698061	0	0	0	0.34434015	1.7635202	0.77199715	0.20006704	0	0	0.4267041	0	0	0	0	0.1516686	7.317034	0	0.029762097	0.8638492	0	0.36966383	0.016624957	0	0.016024075	0.2927124	0.031241804	0.20755208	0.018256823	0.011691728	0.13087547	0	0.020769546	0	0.14347218	0.012937141	1.4378883	0	0.22668819	0	0	0	0	0.14507747	0.1919857	0.1712232	0.94290996	0	0.03921642	0.17511785	0.025304714	0	0	0.016574077	0	0.012717925	0	0	0	0.03078907	0	0.41603497	0	0	4.122992	4.176227	0.15867984	0.22622189	0	0	0	0.22635035	0	0	0	0	0	0.030727925	0.011706094	0	0.5483382	0.022954717	0.32463458	0.051833436	0.07469357	0	2.2772124	0.106218554	0.054082155	0	0	0.01665051	0.03356099	0	1.3087311	0.2862099	0.049272075	0.043805007	0	0.27546346	0.08409921	0.099475294	0.076624274	0.6645852	0	0.045944434	0	0.053081784	0.01727525	0.32479024	0	0	0	0	0.07880308	0	0	0.037190925	0.100181006	0	0	0.40284312	0.47102275	1.9333771	0	0.09542991	0.08658154	0.06733303	0.12873287	0	0.012535681	0	0.3828962	0.395328	0.021815127
G09	C	0	0	0	0	0	0	0	0	0	0	0	0.0767898	0.7623848	0	0	0	0	0.091941275	0	0	0	0.01965202	0	0	0.26506284	0	0.6541527	0	0	0	0	0	1.0251355	0	0	0	0	0.29745322	0.024274182	0.028832695	0	0.52120745	0.077286966	0.42269698	0	0.14373532	0	0	0	0	0	0	0.013079479	0	0	0	0	0	3.9580193	0	0.116795	0	0	0	0	0.7109816	0	0	0	0.08705512	0	0	0.062773615	0.13860352	0	0.17532295	0.023935717	0.13757096	0	0	0	0.12514731	0	0	0.017760765	0	0	0	0	0	0	0	0.17809603	0	0.035460938	0	0	0	0	0	0	0.44721317	0.31654003	0.1234843	0	0.14486015	0.012062156	0	0	0	0.18699268	0.014195545	0	0.006507615	0	0	0	0	0	0.46213707	0	0	0	0	0	0	7.839211	0.30785882	1.4839284	0	0	0.25848398	0	0	0	0	0	0	0.161979	0	4.4243402	0	0	0	0	0	1.393209	0.03931184	0	0	0.033293128	0	0	0	0	0.6511494	0	0	0	0	0.06990191	0	0	0	2.0084562	0	1.100602	1.7759383	0.37203828	0.19787359	0	0	0	0	0	0	0.27250713	0	0	0	0.04505513	0.049735058	0	0	0	1.1889064	3.7039535	0	0	0	0	0	0	0	0	0.92618877	0	0	0.13855639	0.34822688	0.45643535	0	0	3.2336657	0.91553324	0	0	0	0	0.1100192	0	0	0	0	0.061563242	0	0	0	0	0	0.040139724	0	0.14646181	0.21600862	0	0	0	0.08435776	0.12070064	0	1.0417081	0	0	0.12569888	0	0.20665544	0	0	0	0.041867252	0	0	0.07676383	0.16005446	0	0	0.19789843	0	0.09719724	0.63328296	0	0	0	0	0	0.046711203
G11	E	0	0	0	0	0	0	0	0	0	0	0.008517802	0.016578555	0.52590466	2.0287342	0.016300438	0	0.062922746	0	0	0.018516231	0	0	1.0092691	0.071303785	0	0	0.035905994	0.68336344	0.010443347	0.67120504	0	0.034519963	3.718151	0.037968777	0	0	0.0346678	0	0	0	0	0.008331652	0	0	0	0	0.057524186	0	0	0	0.7207389	0.06896563	0	0	0.894564	0.010521883	0.9227611	0.94253063	2.9493248	0.008527916	0.068361804	0.6931629	0.022104036	0	0.020015571	0.021531137	0	0.18127644	0.062954105	0.067198835	0	0	0	0	0.03608188	0.07207428	0	0	0	0.7896532	0.019433592	0.020106347	0.65098107	0	0	0	0.5323563	0	0	0.18932235	0.26964837	0.018670708	0.007587214	0.84065884	0.023989309	0	0.13817388	0	0.15288009	1.1448569	0.15265314	0	0.013923059	0.6766251	0.059169207	0	0.005245997	0	0.06791344	0.07452351	0.040291276	0.5416824	0.061057728	0	0.07114699	0.0369142	0	0.10329822	0.042227276	0.028519474	0.0457725	0.013556078	0	0.016818877	0.120670736	0.69308203	0.36337912	0	0.12221796	0.010840069	0.37045556	1.1054341	0	0	0.05120397	0	0.11737785	0	0.020885814	1.1623446	0.4501753	0	0	0.46939638	0.872912	0	0.06717158	0	0.028435754	0.07392831	0.03591513	0	0.010849307	0.32909334	0.06115866	0.016654002	0	0.06347777	0	0	0	0	0	0.10740455	0.012474074	0.39096808	0.009341876	0.008884707	0.049963094	0	0.28937346	1.6533277	0.18771632	0.062508635	0.06773044	0.004257635	0.008162203	0	0	0	0	0.16641247	1.0570691	0	0.063894	0.021010974	0.06033857	0.019056045	0.2627719	0.010248665	0.10314791	0.30520615	0	0.23255944	0.3783564	0.013248352	0	0	0	0	0	0.027527897	0.035147376	0.07750687	1.3125515	0	0.4377491	0	0.13783392	2.565038	0	0.2701127	0.06067563	0	0	0	0.7581598	0.61477256	0.017858315	0.035064295	0	0.09440639	0	0	0	0	0.17564778	0	0	0.06898969	0.025141664	0.014441304	0	0	0.020864226	0	0	0	0	0	0	0	0.01679084	0.29010937	0.0495633	0.16771208	0	0	0.013522167	0.014164245	0	0.033237595	0.6399673	0.010990435	0	0.24773994
G18	C	0	0	0	0	0	0	0	0	0	0	0.008188951	0	0	0	0	0	0.037963267	0.02377272	0	0.014302426	0	0	0	0	0	0	0	0	0	0	0	0	0.14568326	0.030336764	0	0.16445713	0	0.13605909	0	0	0	0.013731973	0	0	0	0	0.010503198	0.33743256	0	0	0.37357184	0.20667316	0	0	0.004798081	0	0.03197409	0.27480245	0.030756513	0	0	0.030747462	3.3538857	0	0.8106312	0	0	0.07055495	0	0.06232778	0	0	0	0	0	0.023484346	0	0.017501537	0	0	0.033887237	0	0.2768799	0	0	0	0.18655735	0	0	1.047395	0.41159028	0	0	0.5555321	0	0	1.7808845	0	2.7046072	0.14246643	0.42884845	0	0	0.20093714	0.512074	0	0	0	0.33416826	0.01575076	0.056022454	15.980026	0	0	0.007612305	0	0	0.64994586	0.006818594	0.031777836	0	0	0	0.016830279	0	0	1.1084751	0	0.77219987	0	0.006369243	1.1326498	2.453879	0	0	0.22779846	0.14648311	0	0	0.07836326	0.12308379	0	0	0	3.1559067	0	0.2856746	0	0.20320761	0.009013748	0.00712128	0	0	0	0	0	0	0.19843985	0	0	0	0	7.2887797	1.012305	0	1.4919236	0	0	0	0	8.593849	0.009401322	0.61015207	0.37457895	0.009591374	0	0	0	0	0	0.012627997	0.03493939	0.024892414	0	0.16690086	0.009520221	0.043821186	0	0.05017684	0	0.21556786	0.021969264	0	0	0	0	0	0	0	0	0.066086374	0	0.020153437	0	0.095171236	0	9.795416	0	0.06630696	0.02137329	0	0	0.010429351	0	0	0	0.16618668	0	0	0.034438502	0.01184457	0.04798123	0	0	0	0	0	0	0	0.011410448	0	0	0	0	0	0	0	0	0	0	0	0	0.010823658	0.4727009	0	0.1032452	0	0	0	0	0	0.009558792	0	0	0	0.28498474
G19	C	0.04205372	0	0.026965708	0	0.039848737	0	0.07163034	0	0.022824164	0	0	0	0.07517946	0	0	0	0	0.038131975	0	0.15686075	0.12571083	0	0	0	0	0	0.7441305	0	0.07467131	0.014207982	0.105738446	0	0.22221777	0.19873556	0	0	0	0.0524039	0	0	0	0	0.0587331	0.28216806	0	0.0256822	0	0	0	0	0.11988583	0	0.21164723	1.6856374	0	0.12686239	0	0	0	0	0.04339753	0	0.11425095	0.017580563	0	0.6806203	0	0	0	0.03961275	0	0	0.037448872	0	0.16216663	0.08803197	0.011608174	0.089502655	0	0	0	0.10395708	0	0.017428033	0	0	0	0	0	0.29671282	0	0	0.014793021	0	0.012603895	0	0	0	0.021889178	0	0	0.07824834	0.27218777	0.12588505	0	0.08747781	0.09286977	0	0	0	0.5230875	0	0	0.009462575	0	0	0	0	0	0.11380252	0	0.022026887	0.08315711	0.054741494	0	0.1451261	10.454697	0.07444891	0.5796985	0	0	0.12085717	0	1.6768523	0	0	0.250652	0	0	0.02123943	0	0	0.020342695	0	0	0	1.7859409	0	0	0	0	0	0	0	0	0.26465207	3.4202325	0	0	0	0.9716209	0	0	0	0.39800096	0	1.936008	1.1307698	0	0.098600306	0	0	0	0	0	0	0	0	0	0	0.072855696	0.107217796	0.7345566	0	0	0.3529319	1.029315	0.3844857	0	0	0	0	0	0	0	0	0	0	0.034856796	0	0	0.46452826	0	0.5399573	0.105451174	0.016984845	0	1.0022848	0	0	0	0.57495755	0	0	0	0.2264638	0	0.08913156	0.10030291	0	0.02205025	0	0.35173732	0.08644209	1.7365512	0	0	0.030375779	0.08910233	0	0.41005272	0	0	0.06359395	0.29472455	0.28696954	0	0	0	0.07445937	0	0	0.34888718	0.21765868	1.5833359	1.4801052	0.066745706	0.06168099	0	0.22715527	0	0	0	0	0	0.06116508
G20	C	0	0	0	0	0	0	0	0	0	0	0	0.027037805	0	0	0.10122367	0	0.07796444	0.11753828	0	0.10934861	0	0	0	0	0	0	0.3565295	0	0	0.6048248	0	0.01652824	0	0.10802354	0	0	0	0	0	0	0	0.108302526	0.2444974	0.053527232	0.034236033	0.009914113	0	0	0.017802855	0	0.27124	0	0	0	0	0.054826476	0.030612662	0.49050254	0.04069958	0	1.1643678	0.06806101	0	0.007949946	0	0.14327817	0	0	0	0.17294535	0	0	0.026650095	0	0.26795676	0.15805776	0.011022895	0.16098502	0	0	0.030544825	0.09968575	0	0	0	0.36824605	0.016484505	0.0520709	0	0.040474888	0.07161148	0	0.011740472	0.057240125	0.30721715	0	0.13931206	0.09509233	0	1.4902337	0	0	0.04030416	0.2339769	0.047789484	0.033514693	0.031708058	0	0	0	0.21072431	0.7270031	0	0.02984825	0	0.04155513	0	0.9515315	0.01278374	0.2088442	0	0	0	0.04464854	0	0.6635976	0.081447355	0	0	0.06146584	0	0.049831804	0	0.14276215	0	0.049737606	1.6039053	0	0.17502822	0	0.8868162	0	0	0.030769609	0.14415558	0	0	0	0	0	0.03272525	0	0	0.081863664	0.14127453	0.079600215	0	1.5009826	0	0	0.00894574	0	0	0.4325615	0.1075983	0.074088104	0.047528878	0.13946591	0.010876023	0	0	0	1.3167789	0	0	0	0.015877355	0	0	0	0	0.008665838	0.19444168	0	0.01526928	0.050069552	0.35144195	0.07385726	0.64503723	0.03485963	0	0	0.15968785	0	0	0.049649812	0	0	0	0	0	0.08833389	0	0.48348325	0.18958001	0.0241897	0	0	0.107912034	0.41930017	0	0.01835382	0	0	0	0.38355997	0	2.728488	0.010602394	0	0.005084938	0	0.018238215	0	0	0	0.12815812	0.025656603	0.053970806	0	0.16527039	0	0	0	0.054557726	0.23912	0	0	0	0.04533997	0	0	0.02776705	0.097206615	0.14717235	0	0.012241432	0.5982861	0.17329346	0.1194917	0	0	0.7773499	0.059502177	0	0.06906266
G21	C	0	0	0	0	0	0	0	0	0	0.021955093	0	0	0	0.0524046	0.00912216	0	0.027198855	0	0	0	0	0	0.11635476	0.51184464	0	0	0.037644036	0.051061723	0	0.098376	0	0.019335043	2.7260487	0.05473563	0	0	0	0	0.009575071	0	0	0.009000002	0	0	0	0	0.06305568	0	0	0	0.7271726	0.060077578	0	0	0.4587755	0	0.11751731	0.27840424	1.4064112	0.263119	0	0.029202389	6.713216	0	0	0.013710966	0	0.16053575	0.14237045	0.076575205	0	0	0.014812937	0	0.050742563	0.056156274	0.008545663	0	0	0.012590153	0.019813284	0.09556836	1.8960114	0	0	0	0.25338474	0	0	3.047602	0.49610314	0	0	1.0507399	0	0	1.3813565	0.00942321	0.11758107	0.29260108	0.80125445	0	0.007392133	0.51251286	0.09603773	0	0	0	0.28444558	0.10793292	0.02288914	2.517797	0	0	0.05979471	0.014054623	0	0.087693535	0.0511311	0.027487073	0.03711029	0	0	0.005535152	0	0.11956956	0.13042031	0	0.046899814	0	0.09591359	0.9821085	0	0.009022766	4.6915946	0.09380292	0.22920574	0	0.03301133	0.18249993	0.24587215	1.4264688	0	0.28742957	3.2564485	0	0.020178732	0	0	0.059363194	0.044635538	0	0	0.012907804	0.020747263	0.008051124	0	0.05095817	0	0	0	0	0.10718096	0	0.009474033	0.1551085	0.009092547	0	0.04652343	0	4.3829956	1.0687118	2.1608093	0.29210714	0.09088375	0	0	0	0	0	0.078591935	0.32641536	0.682662	0	0.04755634	0.07286729	0.05595038	0.008289783	0.66739887	0	0.6917671	0.26008105	0.027475264	0	0.012082501	0	0	0	0	0	0	0	0.050220683	0.045513585	0.585976	0	4.630641	0	0.5774377	0.5412638	0	0.16052258	0.07177655	0	0	0	0.8043854	0.10377818	0.03897514	0	0	0.11214381	0.004839076	0	0	0.09704332	0.020558223	0	0.005253096	0.058751557	0	0.035091534	0	0	0	0	0.060140472	0.012262984	0	0	0	0	0.020392647	0.50419307	0.05775885	0.25254884	0	0	0	0.012173906	0.051524624	0.06263845	0.7402412	0	0	0.63123435
G22	L	0	0	0	0	0	0	0	0	0	0.043279562	1.0818983	0.00515533	0	0	0	0.027032062	0.17358541	0	0	0	0	0	1.0341816	2.2500417	0	0	0	0.3152244	0	0.37371495	0	0	1.4227734	0.055780027	0.11424357	0	0.07268062	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085172616	2.5184567	0	0	0.97418076	0.5692187	0.033542603	0.47710016	5.491883	0	0	0.10721192	0	0	0.06692234	0	0	0	0.031842623	0.048613902	0.03700932	0.10858151	0	0	0.013714422	0.021330629	0	0	0	0.40067855	0.14849237	0	0.1770096	0	0	0	0.05346505	0	0	0.16329993	0.2130917	0	0	0.96463263	0	0	0.08630524	0	0.08151443	1.335849	0.06555278	0	0	1.3633914	0.1596834	0	0	0	0	0.023635644	0	1.8092829	0	0	0	0	0	0.47529885	0.009273185	0	0	0	0	0.10262929	0	0.1662097	0.37375337	0	0.041361377	0	4.608629	0.52004445	0	0	0.12253482	0.9298555	0.13038415	0	0.042928487	0.5861657	0.014067597	1.8095385	0	0.74974155	1.5351943	0	0.07857866	0	0.046818435	0.008685219	0.012057105	0	0.020384716	0.6031294	0	0	0	0.6657265	0	0	0	0	0	0	0	0.19463614	0.005727468	0	0	0	0.08871763	2.683578	0.3181362	0.49829486	0.005378987	0	0.011289712	0	0	0	0	0.027078355	0.49861228	0.21771422	0.009282343	0.013001034	0.03570261	0	0.5930701	0	0.85309887	0.26740414	0	0.053569812	0.18136433	0	0.9403725	0	0	0	0.0712154	0	0.009788141	0	10.015159	0	0.06298066	0	2.2757757	8.003308	0	0.034234293	0	0	0	0	0.22619553	0.31364253	0.006724324	0.13618258	0	0.07830865	0	0	0	0	0.09309749	0	0.006164033	0.008400837	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27270767	0	0.07990141	0	0	0	0	0	0.007941077	1.4542558	0	0	0.91554916
