Genome	Group	Gp_MJ1_12	Gp_MJ1_272	Gp_MJ1_444	Gp_MJ2_113	Gp_MJ3_423	Gp_MJ3_477	Gp_MJ4_197	Gp_MJ4_65	Gp_NH_148	Gp_YAB_333	Gp_YAB_339	Gp_meta27_16	Gp_meta27_511	Sg_A01_16	Sg_A11_10	Sg_A11_12	Sg_A11_2	Sg_A17_17	Sg_A19_11	Sg_A19_12	Sg_A19_36	Sg_A19_51	Sg_A20_2	Sg_A20_35	Sg_A22_19	Sg_A22_3	Sg_A22_8	Sg_A27_23	Sg_A27_31	Sg_A28_8	Sg_A33_4	Sg_A34_19	Sg_B03_29	Sg_B04_2	Sg_B07_12	Sg_B07_38	Sg_B07_50	Sg_B07_53	Sg_B07_62	Sg_B08_36	Sg_B14_1	Sg_B14_13	Sg_B15_22	Sg_B15_23	Sg_B15_35	Sg_B15_52	Sg_B19_40	Sg_B19_58	Sg_B25_10	Sg_B25_38	Sg_B26_35	Sg_B26_4	Sg_B27_18	Sg_B27_6	Sg_C02_30	Sg_C03_36	Sg_C04_33	Sg_C14_34	Sg_CA11_3	Sg_CA11_45	Sg_CA11_52	Sg_CA13_9	Sg_CA25_14	Sg_CA25_21	Sg_CA40A_55	Sg_CA9_20	Sg_CB03_44	Sg_CB03_47	Sg_CD23A_20	Sg_CD23A_32	Sg_CD24A_10	Sg_CD25A_53	Sg_CD26A_19	Sg_CD30A_34	Sg_CE19A_15	Sg_CE19A_24	Sg_CE19A_29	Sg_CE19A_36	Sg_CG50A_22	Sg_CG50A_49	Sg_CG50A_74	Sg_CK05A_18	Sg_CK05A_46	Sg_CK05A_56	Sg_CK28A_36	Sg_CK51A_47	Sg_CK52A_43	Sg_CK52A_74	Sg_CM17_16	Sg_CM17_58	Sg_CM17_7	Sg_CM21_15	Sg_CM21_57	Sg_CM29A_16	Sg_CM31A_43	Sg_CM31A_52	Sg_CM32A_26	Sg_CM32A_49	Sg_CM33A_60	Sg_CM33A_9	Sg_CM35A_15	Sg_D02_32	Sg_D02_9	Sg_D03_78	Sg_D09_14	Sg_D10_17	Sg_D18_45	Sg_E04_12	Sg_E06_10	Sg_E06_24	Sg_E10_50	Sg_EA47_17	Sg_EA47_9	Sg_EA57_9	Sg_EA61_27	Sg_EB03_22	Sg_EB08_12	Sg_EB09_7	Sg_EB10_11	Sg_EB13_4	Sg_EB21_10	Sg_EM03_7	Sg_EM12_46	Sg_EM22_6	Sg_EM25_40	Sg_EM30_38	Sg_EM34_4	Sg_G06_9	Sg_G09_4	Sg_G10_35	Sg_G11_20	Sg_G18_1	Sg_G18_19	Sg_G19_41	Sg_G21_58	Sg_G22_16	Sg_G26_10	Sg_G26_22	Sg_G29_33	Sg_G33_7	Sg_G39_28	Sg_G43_29	Sg_G47_17	Sg_H04_45	Sg_I05_27	Sg_I06_25	Sg_I07_11	Sg_I12_32	Sg_I12_44	Sg_I12_6	Sg_K01_5	Sg_K09_1	Sg_K09_61	Sg_K10_28	Sg_K14_18	Sg_K15_44	Sg_K16_50	Sg_K16_53	Sg_K17_22	Sg_K22_66	Sg_K22_8	Sg_K31_45	Sg_K32_30	Sg_K34_1	Sg_K36_16	Sg_K36_17	Sg_K36_27	Sg_K36_29	Sg_K36_3	Sg_K36_6	Sg_K40_4	Sg_K46_34	Sg_M01_13	Sg_M01_30	Sg_M02_37	Sg_M02_5	Sg_M02_8	Sg_M03_37	Sg_M03_38	Sg_M07_27	Sg_M07_39	Sg_M07_4	Sg_M08_36	Sg_M11_5	Sg_M11_7	Sg_M12_21	Sg_M12_39	Sg_M12_6	Sg_M15_10	Sg_M15_29	Sg_M17_3	Sg_M17_33	Sg_M21_45	Sg_OA11r1_10	Sg_OA11r1_12	Sg_OA11r1_9	Sg_OA7r2_4	Sg_OB03r2_1	Sg_OB03r2_39	Sg_OB03r2_6	Sg_OB05r2_32	Sg_OB05r2_38	Sg_OB05r2_8	Sg_OB24r1_18	Sg_OG24B2A_25	Sg_OG24B2A_8	Sg_OM21r1_55	Sg_P15_12	Sg_P15_2	Sg_P15_21	Sg_P22_10	Sg_P22_13	Sg_P23_1	Sg_P27_36	Sg_P27_4	Sg_P30_9	Sg_X05_12	Sg_X05_3	Sg_Y07_14	Sg_Y19_10	Sg_Y19_13	Sg_YA03_20	Sg_YA04_9	Sg_YA12_28	Sg_YA12_4	Sg_YA13_10	Sg_YA31_31	Sg_YB34_1	Sg_YB35_19	Sg_YB35_7	Sg_YB36_42	Sg_YB37_28	Sg_YB37_7	Sg_YB38_12	Sg_YB38_21	Sg_YB38_6	Sg_YB39_24	Sg_YB41_11	Sg_YB41_12	Sg_YB46_3	Sg_YB50_23	Sg_YB59_31	Sg_Z02_43	Sg_Z03_24	Sg_Z06_28	Sg_Z07_36	Sg_Z07_42	Sg_Z09_20	Sg_Z10_1	Sg_Z12_45	Sg_Z14_36	Sg_Z14_45	Sg_Z14_58	Sg_Z15_39	Sg_Z15_51	Sg_Z17_26
YA28	Y	0.21704525	0.3484748	0	0.19070373	0.08572262	0	0	0	0	0	0	0.0369531	0	2.7072587	0	0	0	0.12049197	0	0.26838994	0	0	0	0	0	0	5.22679	0	0.8240364	0	0.009228274	0	0	0.59130794	0	0	0	0.2410117	0	0.040617388	0.008645209	0	0.022358268	0.030931724	0	0.010736072	0.44085872	0	0	0	0	0	0	0.041292213	0	0	0	0	0	0.9092045	0.6452407	0	0	0.016631044	0	0.15362723	0	0.73873514	0	0.39992633	0	0	0	0.012763096	0.19171269	0	0	0.098788895	0	0	0	0.19714567	0	0	0	0	0	0	0	0	0	0.013422372	0.010103716	0	0.26568392	0	0	0	0	0	0	0	0	0.31182104	0	0.027550342	0.54449475	0	0	0.29991817	1.5905566	0	0.12033473	0.050054718	0.58129704	0	0	0	0.31417096	0.27685893	0.22914727	0.007128951	0	0	0	0	1.4899745	0.02442815	0.049925853	0	0	0	0	0	0	0	0	0	0	0	0.6867052	0	0	0	0	0	0.24763711	0	0.0197879	0.6063202	0.27662534	0	0	0	0	2.5643425	0.009846544	0	0	0	0	0	0	0	13.461796	0	0.29827455	1.7079846	0	0.10023414	0	0	0	0	0.6729544	0.099364765	0	0	0	0	0	0	2.0931349	0	0	0.6744131	0.8605383	2.679717	0	0	0.05081572	0	0	0	0	0.21838084	0	0.4479807	0.27447426	0.71754646	0.17953578	0.3424777	0.26550317	0.1495781	0.8103163	0.023917755	0	0	0	0	0	0	0.30032176	1.3500818	0	0	0.029152283	0	0.21607447	0	0	0.3607443	0.42596355	0.18606721	2.0313148	0.3579054	0	0	0.07874539	0.43692195	2.6661258	0	0	0.43764198	0	0.15245788	0.25912848	0	1.2891682	0	0	0	0	0.035660744	0	0	0.67933255	0	0	0	0	0.3132243	0	0.07777736	0.7924184	0
YA29	Y	0.16015473	0	0	0	0.010785042	0	1.0503241	0	0.95526683	0	0.018000493	0.030234812	0	0	0.5864674	0	0.15241618	0	0	0	0.03449328	0	0	0	0	0	4.387385	0	1.9368184	0.020483034	0	0.011700065	0.012129247	5.51146	0	0	0	0	0	0	0	0	0.032145068	0.006889437	0	0	0.029333143	0	0	0.033765163	0.15790804	0	0.093278065	0	0.12062723	0.21063836	0	1.0362034	1.2446185	0	0.77281225	0.66259307	0	0	0.013782116	0.41708052	0.049267188	0.106308	0	0.20305984	0	0	0	0	0.012163444	0	0	0	0	0	0.12050723	0.013898553	0	0	0	0	0	0	0	0	0	0	0	0	0.24170575	0.074532665	0	0.23106763	0	0.122349136	0	0	0.62445307	0.13794665	0.13911478	0.017275186	1.0969803	0	0	0.026364021	3.7053168	0.24270898	1.0393825	0.11747268	0.053287994	1.4400129	0	0.22094902	0.020887036	0.043083653	0.020121705	0	0	0.15293308	0	0	6.947296	0	0	0.23616253	0	0.021287056	0	0.07751516	0	0.06085776	0	0	0	0.011753148	0.045819193	0.2211071	0	0.32747772	0	0	1.25136	0	0	0.030647505	0.015241507	0	0.036073137	0	0.9969173	1.775117	0	0.18860957	0	0.07937373	0	0	0	0	5.945719	0.50435865	0.2795603	1.0536695	0	0	0	0.20990758	0	0	0.024750784	1.7083368	0.32995006	0	0	0	0	0.008765842	0.43186176	0	0	0.04577033	0.012299467	2.0880418	0	0	0	0	0	0	0.05454379	0	0	0	0.25095367	0	0.055040926	0.89096713	0.03880648	1.9869454	0.2049431	0	0	0.008844244	1.3183082	0.2817633	0.023211274	0	0.024465319	0.55022216	0	0	0.1895299	0.030174391	0.07725783	0.029259926	0	0.09441816	0.2605273	0.1670711	0.014339777	0	0	0.06477921	0.10324522	0.035360828	1.6968948	0.33338323	0	0	0	0.048439477	0	0.9577758	0.008942029	0	0	0	0	0	0.015421935	0	0.6273859	0	0	0.6752639	0	0.04018188	0.13649733	0	0	0
YA30	Y	0	0	0	0	0	0	0	0.102392495	0	0	0	0	0	0	0	0	0.15903112	0.050013892	0	0	2.795016	0	0	0	0	0	0.879644	0	0	0	0.012361505	0	0	0	0	0	0	0	0	0	0	0	0.035132322	0	0.081981756	0	0	0	0.047063787	0	0	0	0	0	0	0	0	0	0	0.01548746	0.013703575	0	0	0	0	0	0.111450784	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19026525	0	0	0	0	0	0	0	0	0	0	0.006836307	0	0	0	0	0	0	0	0	0	0	0.01916333	0	0.36711514	0	0.13340884	0	0	0	0	0.49544802	0.081425	0.018195152	0	0	0.034034345	11.640563	0	0	0	0	0	0	0	0	28.421934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7640715	0	0	0	0	0.049914744	0	0	0	2.2063584	0	0	0	0	0.05087979	0	0	0	6.27191	0.41803402	0	0.039080843	0	0.9180508	0	0	0	0	0	0	0	0.17627205	0	0	0	0	0	0	0	0.009544438	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17468317	0.032576557	0.46252203	0	0.3526313	0	0	0	0	0	0	0	0	0	0.9339229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5065758	0	0	0.07319319	0.29655653	0.007776787	0	0	0	0	0	0	0	0	0	0	0.5098541	0	0	0.0427486	0	0	0	0	0.024688026	0
YA31	Y	0.5579831	0	0	0.044759132	0	0.0664144	0	0.005140184	0	0	0	0	0	0.14432582	0	0	0	0.09275738	0.016504245	0.2019289	0	0	0.331351	0	0.3289285	0	1.1043234	0	0.21266414	0	0	0	0	1.5135149	0	0	0	0.03664496	0	0.009640831	0	0.022418309	0.019963747	0.119701475	0	0.004932939	0.065772794	0	0	0	0	0	0	0	0.15613405	0	0	3.8161514	0.64724827	4.628246	0.960141	0	0	0.040466	0	3.7368276	0	0.13805363	0.11971189	0	0	0	0.07005998	0	0.88663304	0.042001978	0.03624658	0.10931553	0	0	0	0.2327275	0	0.031093935	0	0	0.19704466	0	0	0	0	0	0.04236039	0	0.39608416	0	0	0	0	0	0	0	0.32209447	0.10266304	0	0.19936995	0.79279953	0	0	0.16434951	3.8691425	0	0.10435569	0	0.086195275	0	0	0	0.35256484	0.18259025	0.13971093	0.089331925	0	0	0	0	0.09368842	0	0.5280027	0	0	0	0	0	0	0	0.7011834	0	3.3835418	0	0.17636245	0	0	0.12198604	0	0.19387038	0	0	0	0.14093387	0.68534625	0	0	0	0	1.9038073	0	0.10985142	0	0	0	0	0	0	5.3369374	0	0.3374361	1.8216809	0	0.051376224	0	0.08521626	0	0	0.07290992	0	0.07390507	0	0	0	0.08897191	0	0	0	0	0.48377654	0.074602254	0.63639116	0	0	0	0.030419873	0	0	0	0	0	1.2295165	0.36423972	0.05631535	0.2750097	0.94553596	0.07658348	0.80083776	0.622959	0.066031374	0	0	0.18025374	0.56619215	0	0	0.08247675	0.94658715	0	0	0	0	0.15731929	0	0	0.12962721	0.4121571	0.21242695	0	1.5441496	0.7103	0.27642414	0.09975291	0.10811241	2.2675261	0	0	0	0.067220755	0.026312016	0.2458669	0	1.8321797	0	0	0	0.12561744	0.23432006	0.017209094	0	0.4803742	0	0	0.13553937	0	0.091047995	0.06974697	0.07960351	0	0.17669435
YA32	Y	0.0739983	0	0.06837956	0	0.05763239	0	0.011183464	0	0.06256908	0	0.009089892	0.5409141	0	0	0.04032598	0	0.018450735	0.10833448	0	0.18939409	0	0	0	0	0	0	0.60296947	0	1.3310105	0.020910006	0.024972258	0	0.044358246	5.393899	0	0	0	0	0	0	0.06515526	0.010868481	0	0.021544551	0	0	0.30081984	0	0	0	0.07126807	0	0.04186918	0.16548663	0.05822845	0	0	0.041214	0.10585254	0.06760242	0.028656563	0.08725455	0	0.04870477	0	0.19109891	0	0.31499162	0	0	0	0	0.00773716	0	0.045747444	0	0	0.060747884	0	0	0	0.02643625	0	0	0	0	0	0	0	0	0	0.005041023	0.005319597	0	0.014877669	0	0	0	0	0	0	0	0.22584403	0.060412522	0.047351714	0.008535812	0.20642395	0	0	0.30880836	0.18660061	0.06782662	0.06373039	0.004608898	0.27718458	0	0	0.015194427	0.2346706	0.03707713	0.21698049	0.028811181	0	0	0	0	1.1131487	0	0.0353799	0	0	0.007895056	0	0	0	0	0.027150191	0	0.08322712	0	0.35950857	0	0	0.053902943	0.021151558	0.0225844	0.18823408	0	0.041039072	0.2993303	0.1885254	0.051926352	0	0	0	0.7041634	0.012555606	2.1084366	0	0.048298895	0	0.08518137	0	0	1.4759753	0.013904877	0.23057297	0.33596587	0	0.023864262	0.012457374	0.18401645	0	0	0.42590928	0.359909	0.19878493	0	0	0	0	0	0.10634624	0	0	0.061475027	0.11115198	1.7376863	0	0	0	0.017445354	0	0	0	0	0	6.225163	0.057521913	2.5828483	0.14867015	0.59981555	0.22081378	0.810141	0.16860646	0	0	0	0.12343353	0.32831922	0	0	0.3105369	0.7399695	0	0	0.11873003	0.19736613	0.039286915	0	0	0.3888242	0.06609441	0.091554284	0.57471037	0.05926561	0	0.038101483	0	0.4252432	0.51862967	0.095402226	0	0	0.09691673	0.32645577	1.9326357	0.033487175	8.420882	0	0	0.15812704	0.011621654	0.01756585	0.013269884	0	0.16611353	0	0	0.27766773	0	0.2101066	0.5358486	0	0	0.009428378
YA33	Y	0.17898947	0	0.062460553	0.013219593	0.04584065	0.027336605	0.61407334	0	0	0.07326232	0	0.08967798	0	0	0.13070339	0	0.007697425	0.17421146	0.07518949	0.19154769	0	0	0.11435609	0	0	0	2.21636	0	2.0032911	0.18484746	0	0.042198796	0.05523352	1.8333871	0	0.006982174	0	0	0	0.12732732	0.0515481	0	0.038760792	0.007204008	0	0.08961207	0.15785591	0	0	0	0	0.015916662	0.0402899	0.019201396	0.060740463	0	0	0.55391675	0.7038619	0	0.5979638	0.22944197	0.037565928	0	0	0.54089254	0	0.17889228	0	0.020011507	0.018098764	0	0	0.048513666	0.1241822	0	0	0.07084646	0	0.25525376	0	0.05987841	0	0	0	0	0	0	0	0	0.061307047	0	0	0.015585615	0.17502001	0	0.054844316	0.14872904	0	0.119670756	0.03302664	0	0.73965126	0.09294517	0.025408033	0.011392265	1.142318	0	0	0.15014002	1.191638	0.030920658	0.07321438	0.03323719	0.15323563	1.2038672	0	0.0197431	0.15028724	0.07806298	0.21659318	0.0335875	0	0.019937638	0	0.13235871	0.84758174	0	0.02266126	0.09372628	0	0.024110584	0	0.1343521	0	0	0.08349585	0	0.044006784	0.032866765	0.009941869	0	0	0.12575833	0.3201821	0	0.13800345	0	0.018211957	0.15717465	0.116384275	0	0.007532423	0.048993297	0.21880941	1.9981545	0	0.39707214	0	0.18315004	0	0	0	0	4.105317	0.036322635	0.22377986	0.9875386	0.029724492	0.039825324	0.04807881	0.11118284	0	0	0.14143643	0.4127738	0.34869826	0	0	0	0.027538087	0.08974795	0.2049787	0	0.046820555	0.10856686	1.1187624	6.299806	0.07426801	0.043625347	0	0	0	0	0.4134188	0	0	0.07524992	0.19674979	0.313715	0	2.5265553	0.12452324	0.5258635	0.26448607	0	0	0.019327616	0.10212994	0.26240098	0	0	0.13700381	0.8222062	0.04591308	0.60432655	1.5923104	0.28458154	0.26410112	0.011825997	0	0.17543119	0.09954774	0.14129722	0.18870467	0	0.051525574	0.05260662	0.12924594	0.15252428	1.5576969	0.54289424	0	0	0	0.09583221	0.15812056	0.32280344	0.1851994	0.017202413	0	0.14800923	0	0.06657582	0.042364318	0.46416736	0.8330465	0	0	0.41691276	0	0.19926196	2.9214616	0.6464258	0	0.032980014
YA34	Y	0.71914846	0	0	0	0	0	0	0	0	0	0.39746112	0.50020427	0	0	0.15200594	0	0.028644582	0.15113133	0	0.14862135	0.031039536	0	0	0	0	0	2.2553744	0	1.136856	0	0.048496492	0	0.3163144	9.865961	0	0	0	0	0	0	0.02956512	0.042129498	0.11579476	0.028095648	0	0.030047951	0.08646637	0	0	0	0	0	0	0.024621101	0.15529023	0.13403909	0	0.043599285	2.518361	2.6107786	1.0993224	0.06030688	0	0	0	0.5022238	0.04919592	0.18465702	0	0.018287899	0	0	0.01637098	0	0.031661008	0.076421075	0.010010626	0.116523094	0	0	0.023411958	0.015010778	0	0	0	0	0	0	0	0	0	0	0.01864702	0.014374351	0.34360534	0	0	0	0	0	0	0	0.57007205	0.16496627	0.069163375	0.03915639	0.356182	0	0	0.13401054	0.8614046	0.032096397	0	0.042683847	0.16255184	0	0	0.023966277	0.09147871	0.12417298	0.070452094	0.016236994	0	0.021975653	0	0	2.856751	0	0	0	0.06799464	0	0	0	0	0	0.08653898	0	0	0.045346234	0.32486218	0	0	0.16572729	0	0.3328155	0.45946285	0	0	0.11304077	0.0773982	0	0.03313287	0	0	1.7478139	0.2574709	0.81408256	0	0.12153417	0	0	0	0	7.7221985	0.043843955	0.1951092	0.24161467	0	0.07239025	0	0.660145	0	0	0.09820042	0.3167808	0.038128853	0.4970394	0	0	0.014407451	0	0.533454	0.06932245	0	0.2849766	0.864796	1.5996962	0.044326413	0	0	0.030159475	0	0	0	1.1221173	0	2.3168557	0.19594811	0	0.00708848	0.64616275	0.08056919	0.71334153	0.4969967	0	0	0.09359592	0.10635428	0.19886063	0	0	0.0892796	0	0	0.21172032	0	0	0.020433905	0.29798597	0	0.18243675	0.04695729	0.10273496	0.34234762	0.88296455	0	0	0.06553187	0.7715031	1.5834068	0	0	0	0	0.30617344	0.1626721	0	0.5352404	0	0	0	0.021385828	0.08183531	0.14305754	0	0.5373013	0	0	0.13566507	0	0.1423765	0.11270584	0.044755235	0	0.042053115
YB31	Y	0.329302	0	0	0	0	0	1.2756191	0	0.64673567	0	0	0.22727379	0	0	0.24007331	0	0	0	0.05926341	0	0.019717932	0	0	0.27235863	0	0	5.0090666	0.053451676	1.2311511	0.14237563	0.011055644	0	0.01210183	2.0141535	0	0	0	0	0	0	0	0	0.21788618	0	0	0.01787312	0.19363338	0	0	0	0	0	0	0	0.060136326	0	0.027036047	0.5798372	0.3501807	0	2.0831287	0.09463895	0	0	0	2.2436676	0	0.27872646	0	0	0	0	0.009270696	0	0	0	0	0	0	0.057403468	0	0.010925227	0	0	0	0	0	0	0	0	0	0	0	0	0.5418784	0	0	0.4318758	0	0.11737468	0.027631069	0	1.1451998	0.08074393	0	0	0.94413507	0.2304607	0	0.1796041	2.7580824	0	0.69499177	0.06181473	0.17777303	4.82124	0	0	0.14008997	0	0.089807004	0	0	0	0	0.3522067	0.30191472	0	0	0.3865841	0.20588736	0.5034885	0	0.09763622	0	0	0	0	0	0.04540115	0	0	0	0.051998314	0	0.039292704	0.030290376	0	0	0.16869928	0.1243718	0	0	0.03048323	0.9359783	2.3962865	0	0.27109113	0	0.12727475	0	0	0	0	7.1799192	0.007189013	0.3100453	0.4967155	0	0	0	0.16837499	0	0	0.2128751	1.2002035	0.1188649	0.11205694	0.05374728	0	0	0	0.42059052	0	0	0.013848644	0	2.1068234	0.011889271	0	0	0	0	0	0.12255339	0	0	0	0.3433168	0.09885646	0.045219865	1.5965304	0.16109665	0.69780856	0.11687943	0	0	0	1.996862	0.07287854	0	0	0.16936196	0.052026544	0	0	0.47768548	0.11406946	0.4664362	0	0	0.22819284	0.19848333	0.1549478	0.8932078	0	0.045405686	0.096811235	0.06843031	0.1727424	1.8870481	1.063874	0	0	0	0.20217772	0.19026801	0.5681776	0	0	0	0	0	0	0.007744459	0.020074708	1.1989021	0	0	0.58006907	0	0.13550486	0	0	0	0
YB32	Y	0	0	0	0	0.059615258	0	0	0	0	0	0	0	0	0	0	0	0.07843339	0.28681704	0.07289162	0.12919763	0.010494299	0	0.009625991	0.024462463	0.17930368	0	4.7536526	0	0.13316655	0.115932815	1.8829006	0	0.0558801	1.1491438	0	0	0	0	0	0	0.27204344	0	0.20919092	0	0.8582813	0.07303193	0.22989161	0	0	0	0.22852114	0	0.08209542	0.49895114	0	0.17844588	0	0	0.95143896	0.055528566	0.1445696	0	0	0.016091907	0	1.8850061	0	0.27414918	0	0.03171087	0	0	0.012488464	0	0.011323898	0.013756011	0	0.08564219	0	0	0.048510343	0.010368886	0	0	0	0	0	0	0	0.014607535	0	0	0	0	0.27676573	0	0	0.42988223	0	0	0	0.061558805	0.38406947	0.06961629	0.07801088	0	0.5887516	0	0	0.24871115	0.3023588	0.22609152	1.8417946	0.039811682	0.35020813	0.49118468	0	0.02974753	0.23567808	0.04795667	0.10952969	0	0	0.12235893	0	0.37596026	2.6635704	0	0.029017426	1.01035	0	0	0	0	0	0	0	0	0	0	0.015025944	0	0	0.051232997	0	0	0.45089254	0	0	0.28320622	0.16108797	3.4948254	0	0.024896678	2.501621	0.4519337	1.0199199	0	0	0.27538538	0.24239439	0	0	0	0.6582681	0.03145834	0.115710735	0.94016266	0	0.099481344	0	0	0	0	0.21297814	0	0.045543496	0.4860478	0	0	0.005757392	0	0	0	0	0.014194879	0.02612074	2.6827385	0	0	0	0	0	0	0.04302916	0	0	0.027710676	0	0.04362005	0.3784416	0	0.18037091	5.040673	0.38459083	0	0	0.24748978	0.17998691	0.3584666	0	0	0.24429245	0.1254153	0	0	0	0.082060024	0.25766838	0	0.014910557	0.29740885	0.02520833	0.1693677	1.2499862	0.06484673	0.021946996	0	0	0.28452343	0.55798334	0	0	0.38129446	0	0.18522435	0.20621334	0	0	0	0	0	0	0.004700978	0.006379903	0	0.18973418	0	0	1.4909713	0	0.19336408	0	0	0.3373756	0
YB34	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0386474	0	0	0.00650737	0	0	0	0.37391835	0	3.223169	0	2.2763784	0	0	0	0	2.391338	0	0	0	0	0	0	0	0.023783905	0.43363938	0.009007472	0.04334643	0.35915065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.074162	0	0	0	0	0.3160056	0.05930992	0	0	0	0	0	0	0	0	0.07884746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85981464	0	0	0	0	0	0	0	0	0	0	0.019978074	2.9413981	0	0	0	0	0.011428078	0	0.10626644	0	0	0	0.010511831	0	0.054567493	0	0	0	0	0	0	1.4249223	0.016195096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030033197	0	0	0.2873767	0.20598355	0	0	0	0	0	0	0	0	4.742921	0	0.13612202	0	0	0	0.32232812	0	0	15.759527	0	0	0	0	0.106558725	0	0	0	0	0	0	0	0.01622022	0	0	0	0	0	0	0	0.05527956	0.016920712	0	0	0	0	0	0	0	0	0	0	0.26044843	0	0.05154095	0.473636	0	0	5.762001	0	0	0	7.944027	1.414914	0	0	0.005438922	0	0	0	0	0	0	0	0.00825729	0	0	0	0	0	0	0	1.0864527	0	0	4.5210395	0	0	0	0	0	0	0	1.2181711	0.008245529	0	0	0	0	0.11227472	0	1.5551335	0	0	1.1377192	0	0	0	0	0.38295388	0
YB35	Y	0.089239344	0	0	0	0.012858483	0	4.1408687	0	0	0	0.008458696	0.4750457	0	0	0	0	0	0.0634724	0	0.09942398	0	0	0	0	0	0	0.26317954	0	2.6881075	0	0.055354636	0	0.19099003	1.8574771	0	0	0	0.0933893	0	0	0	0	0.49330005	0.2698482	0	0	0.072081015	0	0	0	0	0	0	0	0.17878881	0	0.06355391	2.0297348	1.3699095	4.171712	2.150038	0	0	0.08630265	0.00946264	0.2461022	0	0.1264051	0	0.028560814	0	0	0	0.071489595	0	0.031209521	0.15274973	0.09183037	0	0	0	0.10405882	0	0.076667756	0.053140387	0	0	0	0	0	0.099303775	0	0.31231695	0.037956018	0.5538873	0	0.17018045	0	0	0	0	0	0.27483428	0.19058584	0	0.8221334	0.9630178	0	0	0.08779606	0.48792988	0	0.069448106	0.057709593	0.13297632	0	0	0	0.07077554	0.34232292	0.041045878	0	0	0	0	0	0.051776584	0.037271246	0	0	0	0	0	0.39594206	0	0.024372155	0.5840059	0	0	0	2.6805325	0	0	0.07861526	0.33590674	0	0	0	0	0.08222936	0.03666918	0	0	0	0	0.30429858	0.010312035	0	0	0	0	0	0	0	0.1675081	0	0.43013588	0.19021565	0	0.0739619	0	0.051383603	0.39495775	0.16571656	0.06531128	0	0.24406883	0	0	0	0	0	0.37480965	0	0	1.2082248	4.9596386	0	0	0	3.3518417	0	0	0	0	2.0035229	0	1.1093422	0.060809415	0	0.11439019	1.5323663	0.058529135	0.2895756	0.18552724	0	0	0	0.08011966	0.22090597	0	0.12424495	0.059928406	0.44973543	0	0	0	0	0.05010403	0	0.008652947	0.10959449	0.084031984	0.07498554	0.35157397	1.2396371	0	0.2758916	0.6043943	2.577187	0.24523413	0	0	0	0	0.42408785	0.28846684	0	0.6285408	0.045172412	0	0	0.20464914	0	0	0	0.18996467	0	0	0.08275511	0.21500303	0.057632085	0.066577405	0.0714853	0	0
YB36	Y	0	0	0	0	0.12274595	0	0	0.01964484	0	0	0	0	0	0	0	0	0	0.9912206	0	3.2194774	0	0.08301277	0	0	0.05612989	0	0.9266207	0	0.16376351	0	0	0	0	0	0	0	0	0.20332576	0	0	0	0	0.011197045	0.6988269	0.030211043	0.55927235	0.029838452	0	0	0	0	0	0.06416709	0.028764546	0	0	0	0	0	0	0.13788924	0	0	0	0	1.674806	0	0.09560633	0.17684166	0	0	0	0	0.057215583	0	0.3288637	0	0.49927217	0	0	0	0.17124268	0	0	0.18012674	0	0	0	0	0	0	0	0.603874	0	0.03879549	0	0	0	0	0	0	0.11459617	0	1.0853009	0	0.54370177	0	0	0	0.039290275	0	0	0	0.006526262	0.02355733	0	0	0	0.048714414	0.5178361	0.026069352	0	0	0	0	0	0.22057563	0.025691215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22868367	0.022434784	0.32332242	0	0.024026355	0.022654323	0	0	0	0	1.8426377	0	0	0	0	0.31228417	0	0	0	5.392062	0	0	7.978543	0	0.102335386	0	0	0	0	0.03369526	0	0	0	0	0	0	0	0	0	0	1.3986951	1.3929913	0	0	0	0	0	0	0	0	0	0	0	0	0.22261308	0.35126808	0	0.037568506	0	0.5150748	0	0	0	0	9.064111	0	0	0.029810082	0	0	0	0	0	0	0	0.26754737	0.060553595	0	0.5522918	0.2438918	0	0	0	0	0.03913837	9.07375	0	0	0.272237	0	0.029915886	0	0	1.4619296	0.075190485	0	0	0	0	0	0	0.48503128	0	0	0	0.11683524	0.03860457	0	0	0.17112297	0
