Genome	A01	A02	A04	A07	A09	A11	A12	A13	A15	A17	A18	A19	A20	A22	A23	A24	A25	A27	A28	A33	A34	A37	B01	B02	B03	B04	B07	B08	B09	B12	B13	B14	B15	B19	B22	B23	B24	B25	B26	B27	C02	C03	C04	C11	C14	CA11	CA13	CA25	CA40A	CA9	CB03	CD21A	CD22A	CD23A	CD24A	CD25A	CD26A	CD27A	CD28A	CD29A	CD30A	CE19A	CG50A	CK05A	CK28A	CK51A	CK52A	CM15	CM17	CM21	CM28A	CM29A	CM30A	CM31A	CM32A	CM33A	CM34A	CM35A	CM36A	D01	D02	D03	D05	D06	D09	D10	D16	D18	E04	E06	E07	E10	E11	E12	EA44	EA47	EA48	EA49	EA50	EA51	EA53	EA54	EA55	EA57	EA58	EA60	EA61	EA63	EA68	EA70	EA72	EA73	EA76	EB01	EB02	EB03	EB04	EB05	EB07	EB08	EB09	EB10	EB13	EB16	EB17	EB20	EB21	EB24	EB28	EM03	EM12	EM22	EM25	EM27	EM30	EM32	EM33	EM34	G01	G02	G06	G09	G11	G18	G19	G20	G21	G22	G26	G27	G28	G29	G30	G31	G32	G33	G37	G39	G42	G43	G46	G47	H02	H03	H04	H05	H06	H07	I01	I02	I03	I04	I05	I06	I07	I09	I12	I13	I14	I15	K01	K03	K07	K09	K10	K14	K15	K16	K17	K21	K22	K23	K26	K27	K31	K32	K34	K36	K40	K42	K43	K46	M01	M02	M03	M04	M07	M08	M11	M12	M14	M15	M16	M17	M18	M20	M21	OA11r1	OA13r1	OA7r2	OA9r1	OB03r2	OB05r2	OB18r1	OB24r1	OG24B2A	OM15r2	OM17r2	OM21r1	P01	P02	P03	P14	P15	P22	P23	P24	P26	P27	P30	P31	X01	X02	X03	X04	X05	Y06	Y07	Y08	Y09	Y19	YA02	YA03	YA04	YA06	YA07	YA10	YA11	YA12	YA13	YA14	YA16	YA19	YA21	YA23	YA26	YA28	YA29	YA30	YA31	YA32	YA33	YA34	YB31	YB32	YB34	YB35	YB36	YB37	YB38	YB39	YB40	YB41	YB43	YB45	YB46	YB47	YB50	YB52	YB54	YB55	YB56	YB57	YB59	Z03	Z04	Z06	Z07	Z09	Z10	Z11	Z12	Z14	Z15	Z16	Z17
Sg_K27_14	0.02061069	0.014147194	0	0.016522994	0	0.011348345	0.056033377	0	0	0	0.007346285	0.033063073	0	0	0	0	0.011526805	0.053475067	0	0.023001835	0	0	0.09136799	0.018576264	0.058608644	0.036437027	0.007563587	0.021345766	0	0	0	0.049354926	0.04357785	0.041845966	0	0.022466771	0.016957935	0.011997909	0.021001002	0	0	0.017153077	0.07722172	0	0	0	0	0.006084085	0.009365956	0.4036683	0.18167241	0	0.012774048	0	0	0.008198497	0	0	0	0	0	0	0	0.005802357	0.007667338	0.01367457	0	0.030697104	0.01051956	0	0	0	0	0.008450856	0.09537138	0	0.016085176	0.012028319	0	0	0.050449714	0	0.07541035	0.18584178	0.03269778	0	0.009729998	0.0378185	0.028755771	0.010811722	0	0.07857619	0.25085488	0.017144796	0	0.14596385	0.025395349	0	0	0	0	0.0229257	0.07858392	0	0.08894641	0.072397485	0.07096012	0.023955822	0.028263077	0.030483168	0	0	0.06286161	0.058106836	0.008031042	0.119120866	0.027925586	0	0.024204422	0.012699985	0.06800621	0.17848305	0.014434905	0.028126212	0.031939086	0.035955124	0.3585431	0.07045772	0.041112967	0.050241835	0	0	0.037281346	0	0	0.11074515	0.030796777	0	0.013586638	0.011807691	0.012959233	0	0.044664405	0.006077092	0	0.013101178	0.04322253	0.00698511	0.020104766	0.018925091	0.031141628	0	0	0.02410993	0.015299848	0	0	0	0.022743005	0.013170323	0.15662676	0	0.005460343	0	0	0	0	0.03325435	0.018279959	0	0.007874072	0.009638602	0.039766803	0	0.110077	0.092351496	0.015153962	0	0	0.25358522	0.09484827	0.064100645	0.047293697	0.026679462	0.108876795	0.08680154	0.08221856	0.09071671	0.013013796	0.23185147	0.034387615	0	0	0.84851086	0	0.024993949	0	0	0.0083512	0.031022364	0	0	0	0.035112493	0	0.05116207	0	0	0	0	0	0.010363606	0.008919309	0.020752955	0.07231689	0.03208903	0	0.007026854	0.040400006	0.007603201	0	0.118753046	0.086078994	0.061164845	0.016959375	0	0	0.037976105	0.11144239	0	0.06446716	0	0.29080307	0.07542045	0.050530024	0.08654958	0.10620644	0	0.04605421	0.077508494	0	0.029399019	0.016046084	0	0	0.01659472	0	0.25744048	0	0	0	0.050757274	0.061786804	0	0.09849098	0.14639558	0.14535856	0.054276306	0.088239595	0.05327275	0.14186876	0	0	0.122923836	0.041612726	0	0.30229345	0.019165054	0	0.32321388	0.22181205	0.116962306	0.070731536	0.097872436	0.18044496	0	0.05290046	0.03669908	0	0	0.050150212	0	0.16610183	0	0.05044936	0.04669636	0.027114658	0.035867102	0.43824354	0.104366876	0.026710257	0.04170926	0.057997245	0	0	0.079513855	0	0.011364	0	0	0.005511259	0	0.041024525	0.08354038	0	0.009076336
Sg_K27_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021960704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32332495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_K27_25	0.14994185	0.018660394	0	0	0	0	0	0	0	0	0	0	0	0	0.3143727	0	0	0	0	0	0	0	0	0	0	0	0	0.037868805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017005181	0	0	0.102868676	0	0	0.018196564	0	0	0	0	0	0	0	0	0	0	0	0.108040795	0.018835368	0	0	0	0	0.036933266	0.009291084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2635312	0	0	0	0	0	0	0.034876008	0	0	0	0.13320783	0	0	0	0	0.027971236	0.10090092	0.08260819	0	0	0.49378324	0	0	0	0	0	0	0	0	0	0.2064898	0	0	0	0	0.07427415	0	0	0	0	0	0	0.037910108	0	0	0	0.036675114	0	0	0	0	0.065027624	0	0	0	0	0	0	0	0	0.024834657	0	0	0.06456758	0	0	0.014432935	0	0	0	0	0	0.024106527	0	0	0	0	0	0	0	0	0	0.07413427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16032186	0	0	0	0	0	1.8225923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03507863	0	0.022293797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.107338	0	0	0	0.0344714	0.019738737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34272292	0	0	0.069869295	0	0	0	0.045881383	0.057821803	0.037935708	0	0	0.15980336	0	0	0	0	0	0	0.04196751	0	0	0	0	0	0.5671957	0	0	0	0	0	0	0	0.074341804	0	0.09676551	0	0	0	0	0	0	0	0	0.110833675	0	0	0	0
Sg_K27_43	0	0.011322463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073423155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10586927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22043884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_K31_25	0	0	0	0	0.013916024	0	0	0.008730511	0.03658917	0	0	0.017897714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012590576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06608228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004903548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00415086	0	0	0	0	0	0.052959368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014694977	0	0	0	0.05084711	0	0.37943453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010853292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006952638	0	0	0	0	0
Sg_K31_28	0	0	0.016597621	0.014478411	0	0	0	0.04204146	0.038279478	0	0	0.05322785	0	0	0	0	0.034031514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009269302	0	0.024881184	0	0	0	0	0	0	0.011108383	0	0.009512352	0	0.01311609	0.025545983	0.017782196	0	0.027398588	0	0.032672614	0.029531663	0	0	0	0	0	0	0.020871539	0.012058825	0	0	0	0.017951902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008970797	0	0	0	0.011606381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010717694	0	0	0.014234943	0.024008974	0	0.024237182	0.025596833	0.010065569	0	0	0.017137635	0.035713125	0	0	0	0	0	0	0	0	0	0	0	0	0.03204871	0.021993598	0	0	0	0	0	0	0	0	0	0	0	0.019398948	0	0	0	0	0.015643243	0.015650554	0	0	0	0	0.028195664	0	0	0	0.025920028	0	1.3639692	0.011596299	0.006116471	0	0	0	0	0	0	0	0	0	0.017062213	0.09229715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009448943	0	0	0	0.011658729	0	0	0	0	0	0.010789437	0	0	0	0	0	0.016512273	0	0.016659386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02646045	0.015085018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04934633	0	0	0	0	0	0	0
Sg_K31_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005852145	0	0	0	0	0	0.075723976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006163932	1.6165414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_K31_38	0	0	0	0	0	0	0	0.05912954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04285822	0	0	0	0	0	0	0	0	0	0.039044753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06329597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023957562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43389866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06283282	0	0	0	0	0	0.02323152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006692055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022387227	0	0	0	0	0
Sg_K31_45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86701083	0.01098893	0	0	0	0	0	0	0	0	0	0.31990302	0	0	0	0	0	0	0	1.8001955	0.7574806	0	0	0	0	0	0.05239089	0	0	0	0	0	0	0	0.006751106	0	0.007153827	0	0.008821917	0	0	0	0	0	0	0	0	0	0	0	0	0.015507264	0.008229665	0	0.11957824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05159156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9624538	0	0.025354572	0	0	0	0	0.013141984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4977827	0	0	0	0	0.019868713	0	0	0	0	0	0	0	0	0	0	0	0	0	9.524326	0	0	0	0	0	0	0	0	0	0	0.18948005	0.26951635	0	0	0.018098453	0.021687992	0	0	0	2.0838923	7.292776	0	0	0	0.22318918	0	0	0	0	0	0	0	0	0	0.29044828	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1186595	0	0	0	0	0.019130982	0	0	0	0	0	0	0	0	0	0	0	0	1.6825689	0	0.01084789	0	0	0	0	0	0	0	0.9335344	8.337027	0	3.962991	0	1.1432483	0	0	0	0	0	0	4.4379725	0	0	0	0	0	0	0.08518137	0	0	0	0	0.32232812	0	0	0	0	3.2419307	0	0	0	0	0	0	0	0	0	0	1.0745547	0	0	2.0902863	0	0.20532896	0	0	0	0	0	0	0	0	0
Sg_K31_7	0	0	0	0	0.01463985	0	0	0	0	0.010284306	0	0	0	0	0	0	0.004775895	0	0	0	0	0	0	0	0	0	0.009088207	0	0	0	0	0	0.06891834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016274111	0	0	0	0	0	0.040353607	0.04116646	0	0	0	0	0	0	0.004072299	0	0	0	0	0	0.009801386	0	0	0	0	0	0	0	0	0.01577433	0	0	0	0	0	0	0.10785721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005107738	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004623281	0	0	0.009332018	0	0	0	0	0	0	0	0	0.006246283	0	0	0	0	0.016277103	0.042143457	0	0	0	0	0	0.014473905	0.0756149	0	0	0	0	0	0	0	0.017798021	0	0	0.005700804	0	0.007623999	0	0	0	0.08676869	0	0.02239259	0	0	0	0	0	0	0.024351642	0	0.054864977	0	0	0.032800443	0.052421253	0	0	0	0	0.20956972	0	0	0	0	0	2.5397272	0	0	0.04711319	0	0	0	0.008578613	0	0	0	0	0.00596705	0	0.19791222	0	0	0	0	0.06072368	0	0	0.011318277	0	0	0	0	0	0	0	0	0	0	0.06649835	0	0	0	0	0	0	0.00480924	0.008928606	0	0	0	0.1480442	0	0.08224025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01182734	0	0	0.017066352	0	0	0	0	0	0	0	0	0	0	0	0.056778934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017067103
Sg_K32_14	0	0	0.016276328	0.053954825	0	0	0	0.058629278	0	0	0.012793953	0	0.059702333	0	0	0.118496686	0	0.009322726	0	0	0	0.0699676	0	0.006543595	0.005698224	0	0	0	0	0	0	0	0	0.015452273	0.027323328	0	0.009704751	0	0.010788765	0	0	0.5081313	0.2846354	0.115540855	0.09566289	0	0.03310307	0	0.024400804	0	0	0.026143223	0	0	0	0.23192887	0.02878928	0	0	0.08743074	0.08960997	0	0.018004207	0	0	0	0.07542099	0	0	0.028185094	0	0	0.06870914	0.11475056	0.040672295	0.03212327	0.15723792	0	0	0	0	0.024439385	0.105154194	0	0.015689269	0	0.044640917	0	0	0.020998728	0	0	0.026291668	0	0	0	0.03122787	0.015252323	0	0	0	0	0	0	0	0.0491522	0.007076866	0	0	0	0.015182296	0	0.00527186	0.03116613	0	0	0.02100653	0	0	0.015733173	0.013973659	0	0	0	0	0.048102416	0	0	0.014638944	0	0	0	0	0	0	0	0.0640027	0	0	0	0	0	0.32323843	0	0	0	0	0	0	0	0.0425077	0	0	0	0	0	0.08598852	0	0.06214044	0	0	0	0	0	0	0.362035	0.030289024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067941286	0.066068314	0	0	0	0	0.019320616	0	0	0	0.45254552	0	0	0.021364965	0.07479487	0	0	0	0	0.006286002	0.045734316	0	0	0	0	0	0	0	0	0.0701804	0	0.017006801	0	0.038825866	0.038788978	0	0	0	0.026595961	0	0	0	0	0	0	0.033193804	0.012262073	0	0	0	0.17006685	0.13235155	0	0	0.011267064	0	0	0	0	0	0	0	0	0.1448115	0	0	0.0527765	0.014789493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008678339	0	0	0.006238311	0.020540958	0	0.010805451	0	0	0	0	0	0	0	0	0.020251485	0	0.011889429	0	0	0.038865115	0	0.009439376	0	0	0	0	0	0	0.14216173	0	0.023319554	0.02208041	0	0	0
Sg_K32_30	0	0	0	0	0	0	0	0.22577257	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15041085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23874435	0	0	0	0	0	0	0	0	0	0	7.1560407	0	0	0	0	0	0	0	0	0	0	0	0.014028457	0.113608286	0	0	0	0	0	0	0	0	0	0	0	0.03127457	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0600072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2887797	0	0	0.10718096	0	0	0	0	0	0	0.03871653	0	0	0	0	0	0.014596141	0	0	0	0	0.056708775	0	0	0	0	0	45.552616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1746557	0.020580344	0	4.9510865	3.4422858	0	0	0	0.012896598	0	0	0	0	0.120819785	0	0	0	10.519653	0	0	0	0	0	0	0	0	0	0.038944595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08955173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23845032	0	0	0	0	1.7252929
Sg_K32_9	0	0	0	0.03136478	0	0	0	0.015582286	0	0	0	0	0	0	0	0	0.04808068	0	0	0	0	0	0.010651466	0	0	0	0.018242666	0	0	0	0	0	0	0	0	0	0	0	0.07031333	0	0	0.25347477	0	0	0	0	0.022884736	0	0.010612378	0	0	0	0	0	0	0	0	0.072626844	0	0	0	0	0.009128129	0	0	0	0	0	0	0	0	0	0	0	0	0.053022265	0.011347491	0	0	0	0	0	0.024434494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025839226	0	0	0	0	0	0	0	0	0	0	0.010115605	0	0	0	0	0	0	0	0	0	0	0	0.058190893	0	0	0	0	0	0	0	0	0	0.026310291	0.060179226	0	0	0.018526519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07122173	0.015135814	0	0	0	0	0	0	0	0	0	0.031156898	0.04252269	0	0	0	0	0.10100908	0	0	0.0346839	0	0	0	0.25866008	0	0	0	0.03553902	0	0	0	0	0	0	0.011878268	0	0	0	0	0	0	0	0.010867158	0	0	0	0	0.018891273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020009687	0.014090268	0	0	0	0.10372954	0	0.24805965	0	0	0	0	0.047983892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009680938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07121072	0	0.009470943	0	0	0
Sg_K34_1	0	0.20973076	0	0	0	0	0.014427541	3.5089846	0	0	0	0	0.75492734	0	0	0.024290852	4.250857	0	0	0	0	0	0	0	0	0	0	2.7065551	0	0	0	0	0	0.017541468	0	0	0.16884397	0	0.08231365	0	0	0	0	0	0	0	1.0109684	1.3938973	0.7314109	0	0	0.11780509	0	0	0	0	0	0	2.2562218	0.087486394	0	0	0.096371815	0	0	0	0	0	0	0	0	0.8513299	0	0	0.5026718	0	0.84854835	0.5645179	0	0	0	0	0.8332459	0	0.037022598	0	0	0	0	0	0	0.07054249	0.018858815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17414285	0.28047234	0	0	0	0	0	0	0.19060484	0	0	0	0.093661234	0	0	0	0	0.14235936	0	0	0	0.052516516	0	0	0	0	0	0	0	0	0	0	0	0	0.10740455	1.012305	0	0.4325615	0	0	0	0	1.2984768	0	0	0	0	0	0	0	0	0	0	0	4.6766906	0	3.228473	0.027949134	0	0	0	0	0	2.1481702	1.0438836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3629932	0	0	1.2253852	0.28128657	0	0.7686604	1.1990068	1.0391554	0	0.21796848	0.115402766	0	0	0	0	0.020616382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03881285	0	0	0	0	0	0	0	0	0	0	0.06950959	0.029498484	0.13492377	0	0	0	0	0	0	0.89442194	0	0.021130556	0	0	3.811036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34013027	0.03307051	0.055249255	0	0	0
Sg_K34_13	0	0	0	0	0	0	0	0.039760977	0	0	0	0	0	0	0	0.040924907	0.05036807	0	0	0	0	0	0	0	0	0	0.011699468	0.05685051	0	0	0	0	0	0	0	0	0.17262782	0	0.2848745	0	0	0.011368267	0	0	0.4635067	0	0.19049886	0	0.05526473	0	0	0	0	0	0	0	0	0	0	0.09631711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042560678	0	0.024722405	0	0	0	0	0	0	0	0.008248352	0	0	0	0.07407425	0	0	0	0	0	0	0	0	0.10686655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022270635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42029727	0.023589468	0	0.012253612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6091565	0	0	0	0.3955038	0.72864896	0	0.5873819	0.14406106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026169417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010430486	0	0	0	0	0	0	0	0	0	0.034725178	0	0	0	0	0	0	0.43704015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058675457	0	0	0	0	0.051113654	0	0	0	0	0	0	0.023107266	0	0	0.17943679	0	0.04879787	0	0	0
Sg_K34_14	0	0	0	0.07659501	0	0	0	0	0	0	0	0	0.020671893	0	0	0	0	0	0	0	0	0	0.003820345	0	0	0	0	0.023213973	0	0	0	0	0	0	0.03738338	0	0.014383655	0	0	0	0	0	0	0.009960738	0	0	0	0	0	0	0	0	0.04323811	0	0	0	0	0	0.029603595	0.051846825	0	0	0	0	0.006021925	0	0.00813458	0	0	0	0	0.011489781	0	0	0	0	0.04564687	0.007676946	0	0.040654566	0	0.00785293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007064949	0	0	0	0	0.006662668	0	0.014165948	0.049135856	0	0	0	0	0	0	0.012323209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005279153	0	0	0	0	0.029418172	0	0	0	0	0	0.011938999	0	0	0	0	0	0.022921693	0	0	0.015938163	0	0	0	0.08708674	0	0.037622787	0	0	0	0	0	0	0	0	0	0	0	0.007975247	0	0	0	0	0.006367985	0	0	0	0	0.009172957	0	0	0.5508062	0	0.02279964	0	0	0	0	0	0	0.009426914	0.022695206	0	0	0	0	0	0	0	0	0	0	0	0	0.013309227	0	0	0	0	0	0	0	0.013874875	0	0	0	0	0	0	0.014976464	0.0043302	0	0.008720689	0	0	0	0.013388937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014497393	0.007373389	0	0	0	0	0	0	0.006222256
